en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
I know you feel better, but you're yet too week to embark on a journey.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaba, żeby wyruszać w podróż.|"""Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, aby wyruszyć w podróż.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim. Warto zauważyć, że w języku polskim często używamy podobnych konstrukcji gramatycznych i struktur zdaniowych do wyrażenia tej samej myśli."|"Tłumaczenie tego zdania na język polski brzmi:

""Wiem, że czujesz się lepiej, ale nadal jesteś zbyt słaby/a, by wyruszyć w podróż.""

To zdanie wyraża troskę i współczucie wobec osoby, która niedawno przeszła chorobę lub uraz. Mówiący sugeruje, że choć stan tej osoby się poprawił, to nie jest ona jeszcze gotowa do dłuższej podróży ze względu na swoją słabość fizyczną."|Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, by wyruszyć w podróż.|"""Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, aby wyruszyć w podróż."""|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, by wyruszyć w podróż.|"Oto tłumaczenie tego zdania na język polski:

""Wiem, że czujesz się lepiej, ale nadal jesteś zbyt słaby, by wyruszyć w podróż.""

To zdanie wyraża troskę i współczucie wobec osoby, która niedawno odzyskała siły po chorobie lub urazie, ale nie jest jeszcze gotowa na dłuższą podróż."|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, by wyruszyć w podróż.
Wouldn't mind a look at your stock.|Chętnie się rozejrzę.|"""Chętnie rzuciłbym okiem na twoje akcje.""

To tłumaczenie odzwierciedla potoczny, nieformalny charakter oryginalnego zdania w języku angielskim. W kontekście biznesowym lub finansowym, osoba mówiąca prawdopodobnie wyraża zainteresowanie przeglądem portfela inwestycyjnego rozmówcy lub chęć uzyskania informacji o jego aktywach."|"Tłumaczenie tego angielskiego wyrażenia na język polski brzmi: ""Nie miałbym nic przeciwko, żeby rzucić okiem na twój towar.""

Warto zauważyć, że w tym kontekście słowo ""stock"" może odnosić się do różnych rzeczy, w zależności od sytuacji. Może chodzić o:

1. Towar - np. produkty w sklepie lub magazynie
2. Akcje - w kontekście giełdowym
3. Zapasy - np. w firmie lub hurtowni
4. Inwentarz - np. w muzeum lub kolekcji

Dlatego ważne jest, aby zrozumieć kontekst, w jakim to wyrażenie zostało użyte, aby dokładnie określić, co osoba ma na myśli."|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.|"""Chętnie rzuciłbym okiem na twoje akcje."""|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.|"Oto tłumaczenie tego zdania na język polski:

""Nie miałbym nic przeciwko rzuceniu okiem na twoje akcje.""

To zdanie jest potoczne i może być używane w sytuacji, gdy ktoś chce zobaczyć portfel inwestycyjny lub stan posiadanych akcji przez inną osobę. Oczywiście, kontekst i intencja mogą się nieco różnić w zależności od sytuacji, ale to tłumaczenie oddaje ogólne znaczenie oryginalnego zdania."|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.
Silence. 'Tis her decision.|Milczcie. To jej decyzja.|"""Cisza. To jej decyzja.""

To zdanie w języku angielskim zostało przetłumaczone na język polski jako ""Cisza. To jej decyzja."" W tym kontekście, fraza ta wydaje się wyrażać akceptację lub zrozumienie dla czyjejś decyzji, być może w sytuacji, gdy ktoś nie chce o czymś rozmawiać lub potrzebuje czasu na zastanowienie się."|"Tłumaczenie tego zdania na język polski brzmi: ""Cisza. To jej decyzja.""

Warto zauważyć, że w oryginalnym tekście angielskim użyto archaicznej formy językowej, co może wpływać na interpretację i tłumaczenie. Współczesne tłumaczenie mogłoby brzmieć: ""Cisza. To jest jej decyzja."" lub ""Cisza. Ona podjęła decyzję.""

Dodatkowo, fraza ""Silence"" może być rozumiana dosłownie jako ""cisza"", ale także metaforycznie jako ""brak słów"" lub ""milczenie"". W kontekście tego zdania, wydaje się, że chodzi o milczenie jako reakcję na czyjąś decyzję lub sytuację."|Cisza. To jej decyzja.|"""Cisza. To jej decyzja."""|Cisza. To jej decyzja.|"Cisza. To jej decyzja.

To tłumaczenie zachowuje sens oryginalnego zdania w języku angielskim, oddając jego nastrój i znaczenie w języku polskim."|Cisza. To jej decyzja.
The witcher known as the White Wolf, I know. They tell stories about you every day 'round here. Lookin' for an open seat at the table?|Wiedźmin zwany Białym Wilkiem, wiem. Już zdążyli cię tu obgadać. Szukasz wolnego miejsca przy stole?|"""Wiedźmin znany jako Biały Wilk? Słyszałem o tobie codziennie w tych stronach. Szukasz wolnego miejsca przy stole?""

To tłumaczenie z języka angielskiego na polski oddaje sens oryginalnej wypowiedzi, uwzględniając kontekst i styl mowy potocznej. Warto zauważyć, że w oryginalnym tekście użyto gwary, co zostało odzwierciedlone w tłumaczeniu poprzez nieformalny ton i słownictwo."|"Tłumaczenie na język polski:

""Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie w całej okolicy. Szukasz wolnego miejsca przy stole?""

To tłumaczenie zachowuje sens oryginalnego zdania i oddaje jego ton oraz kontekst."|Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie w całej okolicy. Szukasz wolnego miejsca przy stole?|"""Wiedźmin znany jako Biały Wilk, tak? Słyszałem o tobie codziennie w tych stronach. Szukasz wolnego miejsca przy stole?"""|"""Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie w całej okolicy. Szukasz wolnego miejsca przy stole?"""|"""Wiedźmina zwanego Białym Wilkiem znam. Opowiadają o tobie historie każdego dnia w okolicy. Szukasz wolnego miejsca przy stole?"""|"""Wiedźmin znany jako Biały Wilk? Wiem. Tutaj opowiadają o tobie historie każdego dnia. Szukasz wolnego miejsca przy stole?"""
She's always liked competin' with me. I've always won in the end so far, though.|Zawsze lubiła się ze mną ścigać. Ale dotąd to zawsze ja wygrywałem.|"Oto tłumaczenie tego zdania na język polski:

""Zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem.""

To zdanie sugeruje, że osoba mówiąca często konkurowała z kimś innym (prawdopodobnie z kobietą) i zwykle wychodziła z tych konfrontacji jako zwycięzca."|"Oto tłumaczenie na język polski:

""Zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem.""

To zdanie można rozłożyć na części:
- ""Zawsze lubiła ze mną rywalizować"" - oznacza, że osoba ta czerpała przyjemność z konkurowania z mówiącym.
- ""Do tej pory zawsze wygrywałem"" - wskazuje, że we wszystkich dotychczasowych sytuacjach rywalizacji, mówiący był zwycięzcą.

Warto zauważyć, że to zdanie zawiera pewną nutę samozadowolenia i dumy ze swoich sukcesów w rywalizacji. Jednocześnie może być postrzegane jako lekko przechwałka lub żartobliwe stwierdzenie."|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.|Ona zawsze lubiła ze mną rywalizować. Za każdym razem w końcu wygrywałem.|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na koniec.|"Oto tłumaczenie tego zdania na język polski:

""Zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.""

To zdanie można również przeformułować w bardziej naturalny sposób po polsku:

""Zawsze lubiła ze mną konkurować, ale jak dotąd zawsze udawało mi się wygrać.""

lub

""Zawsze chciała ze mną rywalizować, ale za każdym razem to ja wychodziłem zwycięsko."""|Ona zawsze lubiła ze mną rywalizować. Jak dotąd zawsze wygrywałem na końcu.
Lost to a witcher, Sparrowhawk. That'd likely happen to any of us.|Przegrałaś z wiedźminem, Przepiórko. Każdy z nas by przegrał.|"""Zgubić się wiedźminowi, Sokolnikowi? To mogło spotkać każdego z nas.""

To tłumaczenie oddaje sens oryginalnego zdania, które wydaje się być częścią dialogu lub narracji opisującej sytuację, w której ktoś (lub grupa osób) miał do czynienia z wiedźminem o imieniu Sokolnik i uważa, że podobna przygoda mogła spotkać również innych."|"Tłumaczenie tego zdania na język polski brzmi:

""Zagubiony dla wiedźmina, krogulec. To mogło spotkać każdego z nas.""

To zdanie pochodzi z serii ""Wiedźmin"" autorstwa Andrzeja Sapkowskiego i jest częścią dialogu między postaciami z tej sagi. Warto zauważyć, że w oryginalnym tekście użyto archaicznego słownictwa i stylizacji językowej charakterystycznej dla świata przedstawionego w książkach."|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.|"""Zgubiony dla czarodziejki, Sokolik. To mogłoby się przytrafić każdemu z nas."""|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.|"Przetłumaczone zdanie na język polski brzmi:

""Stracony dla wiedźmina, Sokół. To mogło spotkać każdego z nas.""

Warto zauważyć, że ""Sparrowhawk"" (sokół wędrowny) jest imieniem postaci z serii książek Andrzeja Sapkowskiego o Wiedźminie. W tłumaczeniu na polski użyto bardziej znanego odpowiednika tego imienia - ""Sokół""."|Stracony dla wiedźmina, Sokół. To mogło spotkać każdego z nas.
Wouldn't mind waiting if I had a free year or two. Sadly, I'm in a hurry.|Gdybym miał wolny rok czy dwa, mógłbym poczekać. Ale niestety się spieszę.|"""Chętnie bym poczekał, gdybym miał wolny rok czy dwa. Niestety, jestem w pośpiechu.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego ton i znaczenie. W języku polskim również używamy podobnych wyrażeń, aby wyrazić frustrację z powodu braku czasu lub konieczności szybkiego działania."|"Tłumaczenie tego zdania na język polski brzmi:

""Nie miałbym nic przeciwko poczekaniu, gdybym miał wolny rok lub dwa. Niestety, jestem w pośpiechu.""

To zdanie wyraża chęć zrobienia czegoś w przyszłości, ale jednocześnie podkreśla, że osoba mówiąca nie ma wystarczająco dużo czasu i musi się spieszyć."|Nie miałbym nic przeciwko czekaniu, gdybym miał wolny rok lub dwa. Niestety, jestem w pośpiechu.|"""Chętnie bym poczekał, gdybym miał wolny rok lub dwa. Niestety, jestem w pośpiechu."""|Nie miałbym nic przeciwko poczekaniu, gdybym miał wolny rok lub dwa. Niestety, jestem w pośpiechu.|"Oto tłumaczenie tego zdania na język polski:

""Nie miałbym nic przeciwko poczekaniu, gdybym miał wolny rok lub dwa. Niestety, jestem w pośpiechu.""

To zdanie wyraża chęć zrobienia czegoś bez pośpiechu, ale jednocześnie świadomość, że nie ma na to czasu i trzeba się spieszyć."|Nie miałbym nic przeciwko poczekaniu, gdybym miał wolny rok lub dwa. Niestety, jestem w pośpiechu.
Why not? 'Cause I don't shriek threats and warn ye of your death? Well, that's simple enough - plain bored o' that.|Bo co? Bo nie wykrzykuję gróźb i nie straszę cię śmiercią? Cóż, zwyczajnie mi się znudziło.|"""Dlaczego nie? Bo nie wrzeszczę gróźb i nie ostrzegam cię przed śmiercią? Cóż, to jest proste - po prostu nudzi mnie to.""

To tłumaczenie oddaje sens oryginalnego cytatu, zachowując jego bezpośredni ton i lekko sarkastyczny charakter. Warto zauważyć, że w języku polskim użyto bardziej współczesnej formy językowej, aby lepiej oddać znaczenie oryginału."|"Tłumaczenie tego zdania na język polski brzmi:

""Dlaczego nie? Bo nie wrzeszczę gróźb i nie ostrzegam cię przed śmiercią? No cóż, to proste - po prostu nudzi mnie to.""

To zdanie jest fragmentem z utworu ""The Waste Land"" T.S. Eliota, który został przetłumaczony na język polski przez Jerzego Jarniewicza."|Dlaczego nie? Bo nie wrzeszczę gróźb i nie ostrzegam cię przed śmiercią? No cóż, to proste - po prostu jestem tym znudzony.|"""Dlaczego nie? Bo nie krzyczę gróźb i nie ostrzegam cię przed śmiercią? Cóż, to proste - po prostu nudzi mnie to."""|Dlaczego nie? Bo nie wrzeszczę gróźb i nie ostrzegam cię przed śmiercią? No cóż, to proste - po prostu nudzi mnie to.|"Dlaczego nie? Bo nie wrzeszczę gróźb i nie ostrzegam cię przed śmiercią? No cóż, to jest proste - po prostu nudzi mnie to.

To tłumaczenie oddaje sens oryginalnego cytatu z języka angielskiego, używając potocznego języka polskiego, aby zachować charakter wypowiedzi."|Dlaczego nie? Bo nie wrzeszczę gróźb i nie ostrzegam cię przed śmiercią? No cóż, to proste - po prostu nudzi mnie to.
Remember the wild men I sparred with? The ones we called Vildkaarls?|Pamiętasz tych osiłków, z którymi się biłem na pięści? Tych, co nazywają vildkaarlami?|"""Pamiętasz dzikich ludzi, z którymi się mierzyłem? Tych, których nazywaliśmy Vildkaarls?""

W tym tłumaczeniu zachowano oryginalną wymowę imienia ""Vildkaarls"", ponieważ jest to prawdopodobnie nazwa własna lub przezwisko. Jeśli jednak chcesz, aby brzmiało bardziej naturalnie po polsku, możesz rozważyć zapisanie go jako ""Dzikusy"" lub inne odpowiednie określenie."|"Tłumaczenie tego zdania na język polski brzmi:

""Pamiętasz dzikich mężczyzn, z którymi się biłem? Tych, których nazywaliśmy Vildkaarls?""

Warto zauważyć, że ""Vildkaarls"" to prawdopodobnie nazwa własna lub określenie używane w kontekście kulturowym lub historycznym. W języku polskim nie ma bezpośredniego odpowiednika tej nazwy, więc pozostawiamy ją w oryginalnej formie."|Pamiętasz dzikich mężczyzn, z którymi się siłowałem? Tych, których nazywaliśmy Vildkaarls?|"""Pamiętasz dzikich ludzi, z którymi się mierzyłem? Tych, których nazywaliśmy Vildkaarls?"""|Pamiętasz dzikich mężczyzn, z którymi się siłowałem? Tych, których nazywaliśmy Vildkaarls?|"Oto tłumaczenie tego zdania na język polski:

""Pamiętasz dzikich mężczyzn, z którymi się biłem? Tych, których nazywaliśmy Wilczymi Królami?""

Warto zauważyć, że w tym kontekście ""dziki"" może oznaczać nie tylko ""nieokiełznany"", ale także ""prymitywny"" lub ""z innej kultury"". Słowo ""Vildkaarls"" jest prawdopodobnie neologizmem utworzonym przez połączenie słów ""vild"" (dziki) i ""karl"" (karzeł). W tłumaczeniu użyłem określenia ""Wilczy Król"", które oddaje sens oryginalnego terminu."|Pamiętasz dzikich mężczyzn, z którymi się siłowałem? Tych, których nazywaliśmy Wilczymi Królami?
Why do you want this power?|Do czego ci ta moc?|"""Dlaczego chcesz tej władzy?""

To tłumaczenie jest dosłownym przekładem oryginalnego zdania z języka angielskiego na polski. Zdanie to wyraża pytanie skierowane do kogoś, kto może dążyć do uzyskania lub posiadania pewnej formy władzy lub wpływu. W języku polskim używa się podobnych konstrukcji gramatycznych i słów, aby wyrazić takie samo znaczenie."|"Tłumaczenie tego zdania na język polski brzmi: ""Dlaczego chcesz tej władzy?""

To pytanie może być używane w różnych kontekstach, na przykład:

1. W rozmowie o ambicjach zawodowych lub politycznych.
2. W dyskusji o motywacjach osób dążących do wpływów.
3. Jako część debaty na temat etyki i moralności władzy.
4. W analizie psychologicznej jednostek lub grup społecznych.
5. W kontekście literackim lub filmowym jako element dialogu między postaciami.

Pytanie to zachęca do refleksji nad powodami, dla których ktoś pragnie posiadać władzę, oraz nad potencjalnymi konsekwencjami takiego pragnienia. Może prowadzić do głębszej dyskusji na temat natury ludzkich ambicji, odpowiedzialności za sprawowaną władzę oraz jej wpływu na społeczeństwo."|Dlaczego chcesz tej władzy?|"""Dlaczego chcesz tej władzy?"""|Dlaczego chcesz tej władzy?|Dlaczego chcesz tej władzy?|Dlaczego chcesz tej władzy?
Long live Hjalmar!|Wiwat Hjalmar!|"""Niech żyje Hjalmar!""

To zdanie w języku szwedzkim ""Long live Hjalmar!"" zostało przetłumaczone na język polski jako ""Niech żyje Hjalmar!"". Jest to wyrażenie używane, aby wyrazić radość i życzenia długiego życia dla osoby o imieniu Hjalmar. W języku polskim często używa się podobnych formułek, takich jak ""Sto lat!"" lub ""Na zdrowie!"", aby wyrazić te same intencje."|"""Niech żyje Hjalmar!""

To wyrażenie jest formą toastu lub okrzyku radości, prawdopodobnie skandowanego podczas jakiegoś wydarzenia czy uroczystości. Imię ""Hjalmar"" jest imieniem męskim pochodzącym z języka szwedzkiego i norweskiego, które może oznaczać coś w rodzaju ""wojownik walczący z wrogami"". W kontekście tego zdania, najprawdopodobniej chodzi o wyrażenie entuzjazmu i życzenie długiego życia dla osoby o tym imieniu."|Niech żyje długo Hjalmar!|"""Niech żyje Hjalmar!"""|Niech żyje długo Hjalmar!|"Podane zdanie ""Long live Hjalmar!"" w tłumaczeniu na język polski brzmi:

""Niech żyje Hjalmar!""

To wyrażenie jest używane jako toast lub okrzyk radości, często skierowany do osoby o imieniu Hjalmar. W języku polskim może być używane w podobnych sytuacjach, aby wyrazić życzenie długiego i szczęśliwego życia dla kogoś."|Niech żyje Hjalmar!
Have a look at this diagram.|Rzuć okiem na ten schemat.|"""Przyjrzyj się temu diagramowi.""

To tłumaczenie odnosi się do zdania ""Have a look at this diagram"", które w języku polskim brzmi ""Przyjrzyj się temu diagramowi"". Zdanie to jest prośbą skierowaną do rozmówcy, aby zwrócił uwagę i dokładnie obejrzał przedstawiony diagram."|"Tłumaczenie tego zdania na język polski brzmi:

""Popatrz na ten wykres.""

To tłumaczenie jest najbardziej dosłowne i odpowiednie w kontekście, gdy mowa o diagramie lub wykresie. W zależności od konkretnego kontekstu, można też użyć innych określeń, takich jak ""rysunek"", ""ilustracja"" czy ""schemat""."|Spojrzyj na ten diagram.|"""Przyjrzyj się temu diagramowi."""|Spojrz na ten diagram.|"Oto tłumaczenie podanego zdania na język polski:

""Rzuć okiem na ten wykres.""

To tłumaczenie jest dosłowne i zachowuje znaczenie oryginalnego zdania w języku angielskim. W języku polskim często używa się zwrotu ""rzucić okiem"", aby poprosić kogoś o szybkie spojrzenie na coś, co jest podobne do prośby o ""look"" (spojrzenie) w języku angielskim. Wyrażenie ""ten wykres"" odpowiada ""this diagram"" w oryginalnym zdaniu."|Spojrz na ten diagram.
Maybe that's not entirely true. Cave of Dreams - supposed to be a dangerous place.|Może się myliłeś. Jaskinia Snów to podobno niebezpieczne miejsce.|"""Może to nie do końca prawda. Jaskinia Snów - podobno bardzo niebezpieczne miejsce.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego strukturę i znaczenie w języku polskim."|Może to nie do końca prawda. Jaskinia Snów - podobno niebezpieczne miejsce.|Może to nie jest całkiem prawda. Jaskinia Snów - rzekomo niebezpieczne miejsce.|"""Może to nie jest całkiem prawda. Jaskinia Snów - rzekomo niebezpieczne miejsce."""|Może to nie jest całkiem prawda. Jaskinia Snów - rzekomo niebezpieczne miejsce.|Może to nie jest całkowicie prawda. Jaskinia Snów - rzekomo bardzo niebezpieczne miejsce.|Może to nie jest całkiem prawda. Jaskinia Snów - rzekomo niebezpieczne miejsce.
Did you learn anything in Velen?|Dowiedziałeś się czegoś w Velen?|"""Czy czegoś się nauczyłeś w Velen?""

To zdanie zostało przetłumaczone dosłownie z języka angielskiego na polski. Zakładam, że chodzi o grę ""Wiedźmin"", ponieważ ""Velen"" to jedna z lokacji w tej serii gier. Jeśli masz na myśli coś innego, proszę daj mi znać, a mogę dostosować tłumaczenie do kontekstu."|"Tłumaczenie tego zdania na język polski brzmi: ""Czego się nauczyłeś w Velen?""

Warto zauważyć, że to pytanie może być częścią dialogu lub narracji w grze komputerowej lub książce, gdzie Velen jest miejscem, w którym bohater zdobywał doświadczenia lub informacje. W kontekście gry ""Wiedźmin"" (The Witcher), Velen jest jednym z regionów świata przedstawionego, co dodatkowo uzasadnia użycie tej nazwy w tym zdaniu."|Czy czegoś się nauczyłeś w Velen?|"""Czy czegoś się nauczyłeś w Velen?"""|Czy czegoś się nauczyłeś w Velen?|"Oto tłumaczenie tego zdania na język polski:

""Czego się nauczyłeś w Velen?""

To zdanie jest pytaniem skierowanym do kogoś, kto mógł spędzić czas w miejscu o nazwie Velen. Osoba pytająca chce dowiedzieć się, czy ta osoba nauczyła się czegoś nowego lub interesującego podczas swojego pobytu w tym miejscu."|Czego się nauczyłeś w Velen?
We'll see what our new king says. But it'd be strange to see those longships just sit in the harbor.|Zobaczymy, co powie nowy król. Ale zdziwiłbym się, gdyby drakkary zostały w porcie.|"""Zobaczymy, co powie nasz nowy król. Ale dziwnie byłoby widzieć te długie statki po prostu stojące w porcie.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego znaczenie i kontekst. Warto zauważyć, że w języku polskim nie ma bezpośredniego odpowiednika dla słowa ""strange"", które może być tłumaczone jako ""dziwne"" lub ""osobliwe"". W tym przypadku użyto słowa ""dziwnie"", które najlepiej pasuje do kontekstu zdania."|"Tłumaczenie tego zdania na język polski brzmi:

""Zobaczymy, co powie nasz nowy król. Ale dziwnie byłoby widzieć te długie statki po prostu stojące w porcie.""

To zdanie wyraża oczekiwanie na słowa nowego króla oraz zastanowienie się nad obecnością długich statków (prawdopodobnie wikingów) w porcie. Może sugerować, że ich obecność jest niezwykła lub nieoczekiwana w danym kontekście."|Zobaczymy, co powie nasz nowy król. Dziwnie byłoby widzieć te długie statki po prostu stojące w porcie.|"""Zobaczymy, co powie nasz nowy król. Ale dziwnie byłoby widzieć te długie statki po prostu stojące w porcie."""|Zobaczymy, co powie nasz nowy król. Ale dziwnie byłoby widzieć te długie statki po prostu stojące w porcie.|"Oto tłumaczenie podanego zdania na język polski:

""Zobaczymy, co powie nasz nowy król. Ale dziwnie byłoby widzieć te długie statki po prostu stojące w porcie.""

To zdanie zawiera dwie myśli:
1. Oczekiwanie na to, co powie nowy król.
2. Zaskoczenie faktem, że długie statki (prawdopodobnie wikingów) pozostają bezczynne w porcie."|Zobaczymy, co powie nasz nowy król. Ale dziwnie byłoby widzieć te długie statki po prostu stojące w porcie.
Ready when you are.|Jestem gotowy.|"""Jestem gotowy, kiedy tylko Ty będziesz.""

To tłumaczenie odzwierciedla znaczenie oryginalnego angielskiego wyrażenia ""Ready when you are"", które oznacza, że osoba mówiąca jest przygotowana i czeka na sygnał lub zgodę drugiej strony, aby rozpocząć jakąś akcję lub działanie. W języku polskim używamy podobnych zwrotów, takich jak ""Czekam na Twoją decyzję"" lub ""Jestem do dyspozycji""."|"Tłumaczenie zdania ""Ready when you are"" na język polski brzmi:

""Gotowy, kiedy tylko będziesz.""

To wyrażenie jest często używane w sytuacjach, gdy jedna osoba czeka na sygnał od drugiej, aby rozpocząć jakąś akcję lub zadanie. Oznacza ono, że dana osoba jest przygotowana i może działać w dowolnym momencie, gdy druga strona będzie gotowa."|Gotowy kiedy jesteś.|"""Jestem gotowy/gotowa."""|Gotowy kiedy ty.|"Podane zdanie ""Ready when you are."" w tłumaczeniu na język polski brzmi:

""Gotowy, kiedy będziesz gotowy.""

To zdanie jest często używane w sytuacjach, gdy jedna osoba czeka na sygnał od drugiej, aby rozpocząć jakąś akcję lub zadanie. Oznacza ono, że dana osoba jest przygotowana i może działać wtedy, gdy druga strona będzie gotowa."|Gotowy kiedy ty.
Celandine would dull the pain.|Jaskółcze ziele uśmierzyłoby ból.|"""Celandine złagodzi ból.""

To zdanie zostało przetłumaczone dosłownie, ale warto zauważyć, że ""celandine"" (centaurea) to roślina znana również jako ""jaskier ostry"", która ma pewne właściwości lecznicze. W języku polskim nie ma bezpośredniego odpowiednika tego wyrażenia, ponieważ zwykle używamy innych określeń na opisanie środków łagodzących ból, takich jak ""lek przeciwbólowy"" lub ""maść rozgrzewająca""."|"Tłumaczenie zdania ""Celandine would dull the pain"" na język polski brzmi:

""Cytryniec złagodzi ból.""

Warto zauważyć, że w tym kontekście słowo ""celandine"" odnosi się do rośliny o nazwie cytryniec (ang. ""celandine""), która jest znana ze swoich właściwości leczniczych i może być używana jako środek przeciwbólowy."|Celandyna złagodzi ból.|"""Celandine złagodzi ból."""|Celandine złagodzi ból.|"Przetłumaczone zdanie na język polski brzmi: ""Cytrynka uśmierzałaby ból.""

Warto zauważyć, że w tym tłumaczeniu:
- ""Celandine"" zostało przetłumaczone jako ""cytrynka"", co jest odniesieniem do rośliny o nazwie naukowej Celandine (Chelidonium majus), znanej również jako glistnik jaskółcze ziele. Roślina ta ma właściwości lecznicze i bywa stosowana w medycynie ludowej do łagodzenia bólu.
- ""would dull"" zostało przetłumaczone jako ""uśmierzałaby"", co oddaje sens osłabiania lub łagodzenia bólu.
- ""the pain"" zostało przetłumaczone jako ""ból"".

Tłumaczenie to zachowuje ogólny sens oryginalnego zdania, sugerując, że cytrynka mogłaby pomagać w łagodzeniu bólu."|Cytrynka uśmierzyłaby ból.
Custom demands pilgrims make an offering of their own blood before the tree. Craven surely did so… Unless he lacked not only courage but respect for Freya as well.|Zwyczaj nakazuje, by pielgrzymi złożyli pod drzewem ofiarę z własnej krwi. Tchórz też tak pewnie zrobił... Chyba że brak mu było nie tylko odwagi, ale i szacunku dla Freyji.|"""Pielgrzymi składający niestandardowe prośby muszą złożyć ofiarę własnej krwi przed drzewem. Craven na pewno tak uczynił... chyba że brakowało mu nie tylko odwagi, ale także szacunku dla Freyi.""

Warto zauważyć, że to zdanie jest dość metaforyczne i może wymagać dodatkowego kontekstu, aby było w pełni zrozumiałe. Wydaje się, że mowa tu o jakimś rytuale lub tradycji związanej z postacią o imieniu Freya oraz o osobie o nazwisku Craven. Ofiara krwi sugeruje głębokie zaangażowanie i poświęcenie, a brak szacunku mógłby oznaczać, że Craven nie podszedł do tej ceremonii z należytą powagą lub czcią."|"Tłumaczenie na język polski:

""Pielgrzymi składają przed drzewem ofiarę z własnej krwi. Na pewno tak uczynił Kruk... Chyba że brakowało mu nie tylko odwagi, ale i szacunku dla Frei.""

To tłumaczenie oddaje sens oryginalnego tekstu w języku angielskim, uwzględniając kontekst kulturowy i religijny opisywanej sytuacji. Warto zauważyć, że imię ""Freya"" zostało przetłumaczone jako ""Freja"", co jest bliskie oryginalnemu zapisowi w języku staronordyckim."|"""Pielgrzymi składają własną ofiarę z krwi przed drzewem. Na pewno tak uczynił Craven... chyba że brakowało mu nie tylko odwagi, ale także szacunku dla Frei."""|"""Pielgrzymi składają ofiarę z własnej krwi przed drzewem, spełniając swoje niestandardowe wymagania. Craven z pewnością tak uczynił... Chyba że brakowało mu nie tylko odwagi, ale także szacunku dla Freyi."""|Pielgrzymi składają własną krew jako ofiarę przed drzewem. Na pewno tak zrobił Craven... chyba że brakowało mu nie tylko odwagi, ale także szacunku dla Freyi.|"Oto tłumaczenie tego zdania na język polski:

""Pielgrzymi składający niestandardowe prośby składali własną krew przed drzewem. Na pewno tak zrobił Craven... Chyba że brakowało mu nie tylko odwagi, ale także szacunku dla Freyi.""

To tłumaczenie stara się oddać sens oryginalnego tekstu, uwzględniając kontekst i specyfikę języka angielskiego. Warto zauważyć, że w tym fragmencie pojawia się element magiczny (składanie krwi jako ofiary) oraz psychologiczna analiza postaci Cravena, który mógł mieć zarówno problemy z odwagą, jak i szacunkiem wobec Freyi."|Pielgrzymi składają własną krew w ofierze przed drzewem. Craven z pewnością tak uczynił... Chyba że brakowało mu nie tylko odwagi, ale także szacunku dla Freyi.
