en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
A year now you've promised to write somethin' for me.|Od roku obiecujesz, że napiszesz piosnkę dla mnie.|Rok temu obiecałaś, że coś dla mnie napiszesz.| Od roczku obiecujesz napisać dla mnie coś.|Od roku obiecałeś mi napisać coś.|Minął już rok odkąd obiecałeś mi coś napisać.
Bear|Niedźwiedź|Niedźwiedź|" Niedźwiedź

Reszta wiadomości pozostała w oryginalnym języku angielskim."|Niedźwiedź|Niedźwiedź
Wanna look around.|Chcę się tu jeszcze rozejrzeć.|Chcę się rozejrzeć.| Chcesz się przyjrzeć.|Chcę się rozejrzeć.|Chcę się rozejrzeć.
No one special.|Nikim szczególnym.|Nikt szczególny.| Nikt szczególny.|Żaden specjalnie.|Nikt wyjątkowy.
Nay. My prayers're in vain anyways…|Możesz. I tak nic nie dają...|Nie. Moje modlitwy i tak są daremne...| Nie. Moje modły nie mają znaczenia w każdym wypadku...|Nie. Moje modły są i tak daremne...|Nie. Moje modlitwy i tak są daremne…
Hands off our girls or I'll…|Dziewczyn we wsi nie dotykaj bo...|"""Ręce precz od naszych dziewczyn, bo..."""|" ""Dotknij naszych dziewczyn i... "" (Dopełnienie nie zostało podane w oryginale, więc pozostaje ono otwarte w tłumaczeniu)."|Ręce precz od naszych dziewczyn, albo...|Ręce precz od naszych dziewczyn, albo...
Look what the sea hurled ashore… Hey, you! What clan you from?|Zobacz no, co morze wyrzuciło... Ej, ty! Do którego klanu należysz?|Spójrz, co morze wyrzuciło na brzeg... Hej, ty! Z jakiego jesteś klanu?| Spójrz co wyrzuciło morze na brzeg... Hej, ty! Z jakiego klanu jesteś?|Oto co morze wyrzuciło na brzeg… Hej! Ty! Z jakiego jesteś klanu?|Spójrz, co morze wyrzuciło na brzeg... Hej, ty! Z jakiego klanu pochodzisz?
Ehh, on her death bed me mum asked me to protect him.|Ech, na łożu śmierci matka prosiła mnie, żebym go strzegł.|Ehh, umierając moja mama poprosiła mnie, bym go chronił.| „Ehh, moja mama prosiła mnie na swym łożu śmierci, żebym go chronił.”|Na łożu śmierci moja mama poprosiła mnie, abym go uchronił.|Ehh, na łożu śmierci moja mama poprosiła mnie, abym go chronił.
Geralt, friend. What brings you here?|Geralt, witaj. Co się sprowadza?|"""Geralt, przyjacielu. Co cię tu sprowadza?"""| Geralcie, przyjacielu. Co cię tutaj sprowadziło?|Geralt, przyjacielu, co cię tu sprowadza?|Geralt, przyjacielu. Co cię tu sprowadza?
But I wanted to.|Nie. Ale chciałam.|Ale chciałem tego.| Ale chciałem/chciałam.|Ale chciałem tego.|Ale chciałem.
We're here to hit. Hit till our fists're red with blood.|Chcemy bić, aż nasze ręce będą czerwone od krwi.|Jesteśmy tu, by uderzać. Uderzać, aż nasze pięści będą czerwone od krwi.| 'Jesteśmy tutaj, by uderzyć. Uderzać, aż nasze pięści staną się czerwone od krwi.'|Jesteśmy tu po to, by uderzać w ciosków, aż nasze pięści zabolały od krwi.|Jesteśmy tu, żeby uderzać. Uderzać, aż nasze pięści będą czerwone od krwi.
How could you possibly know I'd agree?|Skąd wiedziałaś, że się zgodzę?|Jak mógłbyś wiedzieć, że się zgodzę?| Jak to możliwe, że mogłeś wiedzieć, że przystanę na to?|Jak możesz wiedzieć, że się zgodzę?|Skąd możesz wiedzieć, że się zgodzę?
What would ye do if I did? Ye ain't got no teeth.|I co ty byś z nim zrobił, jak zębów nie masz?|Co byś zrobił, gdybym tak zrobił? Nie masz zębów.||Co byście zrobili, jakbym to zrobiłem? Wy nie macie zębów.|Co byś zrobił, gdybym to zrobił? Nie masz zębów.
Take it you have a plan?!|Zakładam, że masz jakiś plan?!|Masz go? Plan!?!| 'Odgaduję, że masz plan?!'|Masz jakiś plan?!|No cóż, masz jakiś plan?!
Which is why no one'll come crashin' in on us.|Dlatego nikt nie zwali nam się na głowę.|Dlatego nikt się na nas nie wtarabani.| Dlatego nikt tutaj nie spadnie, żeby nas wymyślić.|Dlatego nikt nie przyjdzie się do nas wśpieszczać.|Dlatego nikt nas nie zaatakuje.
And what is it ye wish to ask?|A o co chcesz go prosić?|A czego właściwie chcesz się dowiedzieć?| A co jest to, co chcecie zapytać?|A co chcesz zapytać?|A o co chcesz zapytać?
Save us all some time. What's the verdict?|Oszczędźmy sobie czasu. Jaki jest wyrok?|Ocal nas wszystkich trochę czasu. Jaki jest werdykt?| Oszczędzamy wszystkim trochę czasu. Co jest werdyktem?|"""Oszczędź nam czasu wszystkim. Jaki jest wyrok?"""|Oszczędź nam wszystkim czasu. Jaki jest werdykt?
No chance. You're weak. Might pass out again along the way. Wait here, we'll go together.|Wykluczone. Jeszcze gdzieś zasłabniesz po drodze. Poczekaj tu na mnie i pójdziemy razem.|Bez szans. Jesteś słaby/a. Możesz znowu zemdleć w drodze. Poczekaj tutaj, pójdziemy razem.| 'Zerowe szanse. Jesteś słaby. Możesz jeszcze raz zemdleć w trakcie drogi. Czekaj tu, pójdziemy razem.'|Żaden szans. Jesteś słaba. Może stracisz przytomność ponownie w drodze. Poczekaj tu, pójdziemy razem.|Nie ma szans. Jesteś słaby. Możesz znowu zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.
Fine. I'll get his wife, too.|Dobrze. Ale jego żonę też.|Dobrze. Zabiorę też jego żonę.| Dobrze. Ja też wezmę jego żonę.|W porządku, wezmę jego żonę też.|Dobrze. Zabiorę też jego żonę.
Says that when he looks at her real close, he hates her so much he's gotta scream.|Mówi, że jak tak się napatrzy, tak dobrze, to tak jej nienawidzi, że aż strach.|"""Mówi, że kiedy przygląda się jej z bliska, tak bardzo jej nienawidzi, że musi krzyczeć."""| Mówi, że gdy patrzy na nią bardzo blisko, nienawidzi jej tak bardzo, że musi krzyczeć.|Mówi, że gdy przygląda się jej naprawdę uważnie, tak ją nienawidzi, że musi krzyczeć.|Mówi, że kiedy spojrzał na nią naprawdę uważnie, poczuł tak wielką nienawiść do niej, że musiał krzyczeć.
Fine, there's one I can give ye… A bit mangy, but it'll do. Know how to get a sheep to move where you want? Gotsta drive it like a sheep dog. Go at it from the left, it'll go right. Go at it from the right, it'll--|Dobrze, dam wam taką jedną... Trochę parchata, ale się nada. Wiecie, co trzeba zrobić, żeby owca szła, gdzie chcecie? Musicie ją zaganiać jak pies pasterski. Jak wy z lewej, to ona na prawo, a jak z prawej, to...|Dobrze, jest jedno, które mogę ci dać... Trochę zmierzwione, ale wystarczy. Wiesz jak sprawić, by owca poszła tam, gdzie chcesz? Trzeba kierować ją jak pies pasterski. Idź w jej lewo, to skręci w prawo. Idź w jej prawo, ona--| Dobrze, jeden jest, który mógłbym Ci dać... trochę jest śmierd, ale i tak wystarczyć może. Wiesz jak poruszać owcą tam, dokąd chcesz? Musisz spędzić ją jak owczarek. Masz się do niej dołączyć z lewej, ona pójdzie w prawo. Masz się do niej dołączyć z prawej, ona--|W porządku, mam coś dla ciebie... Jest trochę marny, ale wystarczy. Wiesz jak przeprowadzić owcę tam gdzie chcesz ? Należy ją popchnąć jak pies pasterski. Idź na nią z lewej strony a ona pójdzie prawą stroną Idź na nią z prawej strony a---|Dobra, jest jeden, który mogę ci dać... Trochę obskurny, ale da radę. Wiesz, jak sprawić, żeby owca ruszyła się tam, gdzie chcesz? Musisz ją prowadzić jak psa pasterskiego. Zaatakuj ją z lewej, a ona pojedzie w prawo. Zaatakuj ją z prawej, a ona...
You're good with your hands.|Chyba dużo ćwiczysz.|Jesteś dobry/dobra w robieniu rzeczy rękoma.| Jesteś sprawny w rękach.|Jesteś zdolny manualnie.|Dobrze radzisz sobie z rękami.
Knew there'd be trouble. It was all too calm.|Czułam, że zanosi się na kłopoty. Było za spokojnie.|Wiedział, że będą kłopoty. Było zbyt spokojnie.| Wiedziałem, że będzie kłopot. Było za spokojnie.|Wiedziałem, że będą kłopoty. Wszystko było zbyt spokojne.|Wiedziałem, że będą kłopoty. Było zbyt spokojnie.
Heard you calling.|Wołałeś mnie.|"""Słyszałem, jak dzwoniłeś.""

Problem został rozwiązany zgodnie z instrukcjami. Tekst ""Heard you calling"" został przetłumaczony na polski bez dodatkowych wyjaśnień czy komentarzy."| 'Słyszę, że wołasz.'|Usłyszałem jak mnie wołałeś.|Słyszałem, że wołasz.
You wanna pass, you gotta pay. Can't let you through elsewise.|Chcesz przejść, to płać. Inaczej cię nie przepuścimy.|Żeby przejść, musisz zapłacić. Nie możemy cię przepuścić inaczej.| Chcesz przejść, to musisz zapłacić. Nie mogę pozwolić Ci przejść w inny sposób.|Chcesz przejechać, musisz zapłacić. Nie mogę cię przepuścić inaczej.|Chcesz przejść, musisz zapłacić. Inaczej nie mogę cię przepuścić.
Farewell.|Bywaj.|Pożegnanie.| Żegnaj.|Żegnaj.|Pożegnanie.
You might consider challenging a man in Kaer Trolde village. A worthy adversary, though a mere tailor. Sjusta's his name.|W Kaer Trolde ktoś, z kim Geralt mógłbyś się zmierzyć. To godny przeciwnik, chociaż zwykły krawiec. Zowie się Sjusta.|Możesz rozważyć wyzwanie mężczyzny we wsi Kaer Trolde. Godny przeciwnik, choć zaledwie krawiec. Jego imię to Sjusta.| Może zastanowisz się nad wyzwaniem mężczyzny w wiosce Kaer Trolde. Godny przeciwnik, choć tylko krawiec. Nazywa się Sjusta.|Możesz rozważyć wyzwania człowieka z wioski Kaer Trolde . Godny przeciwnik, choć jest tylko krawcem, jego imię to Sjusta.|Możesz rozważyć wyzwanie mężczyzny w wiosce Kaer Trolde. Godny przeciwnik, choć zwykły krawiec. Sjusta to jego imię.
Show me what you have on offer.|Pokaż mi swoje towary.|Pokaż mi, co masz do zaoferowania.| Pokaż, co możesz zaproponować.|Pokaż mi to, co masz do zaoferowania.|Pokaż mi, co masz do zaoferowania.
"Why'd you call it ""The New Port""?"|Skąd nazwa Nowy Port?|"Dlaczego nazwałeś to ""Nowym Nabrzeżem""?"|" Dlaczego nazwałeś/aś to ""Nowym Portem""?"|Dlaczego nazwałeś to „Nowym Portem”?|Dlaczego nazwałeś go „Nowym Portem”?
Got anything to sell?|Pokaż mi swoje towary.|Czy masz coś do sprzedania?| Masz coś do sprzedania?|Coś do sprzedania masz?|Masz coś na sprzedaż?
Lemme guess… They're tearing your nets, devouring your fish, and attacking the occasional lone boatman or tavern patron who walks home along the shore.|Niech zgadnę... Rwą sieci, wyjadają ryby, a czasem atakują samotnych żeglarzy i tych, co nocą wracają nadbrzeżem z tawerny.|Pozwól, że zgadnę... Rozrywają twoje sieci, pożerają ryby i atakują sporadycznie samotnego rybaka albo klienta karczmy wracającego do domu wzdłuż brzegu.| Pozwól mi odgadnąć... Nie drą w sieci, pożerają ryby, a czasem atakują samotnego żeglarza lub klienta tawerny idącego drogą przez brzeg.|Zgadnę… Dzierżą twoje sieci, pożerają rybę a czasem atakują samotnego żeglarza albo klienta oberży, który idzie brzegiem morza do domu.|Daj mi zgadnąć... Rozrywają twoje sieci, pożerają ryby i atakują od czasu do czasu samotnego przewoźnika lub bywalca tawerny, który wraca do domu wzdłuż brzegu.
Geralt, watch out!|Geralt, uważaj!|Geralt, uważaj!| 'Geraltie, ostrożnie!'|Geraltu, uważaj!|Geralt, uważaj!
What is it?|O co chodzi?|Co to jest?| 'Co to jest?'|Co to jest?|Co to jest?
Well, there's not a youth out there who doesn't have a wolf in his belly.|Wiesz... Nosił wilk razy kilka, ponieśli i wilka.|"""Cóż, nie ma takiej młodzieży, która nie ma w sobie wilka."""| Tak, nie ma młodzieńca, który by nie miał wilka w brzuchu.|Cóż, nie ma młodego człowieka, który nie miałby wilka w brzuchu.|Cóż, nie ma młodego człowieka, który nie miałby wilka w brzuchu.
They robbed one crime boss and almost killed another…|Okradli jednego z hersztów półświatka, prawie zabili drugiego...|Ograbili jednego bossa mafii i prawie zabili drugiego...| Okradli jednego bosza przestępczego i prawie zabili kolejnego...|Okradli jednego boskiego przestępcy i prawie zabili drugiego...|Okradli jednego bossa przestępczego i prawie zabili drugiego…
Freya, have mercy… Who'll I leave my home to if Tjalve dies? Who'll continue my line?|Freyjo, zlituj się... Komu ja dom ostawię, jak Tjalve umrze? Kto ród przedłuży?|Frejo, okaż litość... Kim wypełnię dom, jeśli Tjaldi umrze? Kto będzie kontynuował mój ród?| Freya, miłosierdzie... Któż odziedziczy mój dom, jeśli Tjalve umrze? Któż będzie kontynuował moją linię?|Frejo, zmiłuj się… Komu zostawię swój dom jeśli Tjalve umrze? Kto kontynuuje mój ród?|Freya, zmiłuj się... Komu zostawię mój dom, jeśli Tjalve umrze? Kto przedłuży mój ród?
That's me.|Tak.|To jestem ja.| To jestem.|To ja.|To ja.
Stopped to consider that somebody might've duped them, used them?|A nie przyszło ci do głowy, że oni mogą być tylko czyimś narzędziem?|Zatrzymali się, aby rozważyć, że ktoś mógł ich oszukać, wykorzystać.| Zatrzymał się by zawczasu rozważyć, że ktoś mógł ich oszukać, wykorzystać?|Zatrzymał się, by rozważyć te możliwość, że ktoś ich oszukał, wykorzystał?|Zatrzymałeś się i pomyślałeś, że ktoś mógł ich oszukać, wykorzystać?
I'd like to look at your choice of swords.|Pozwól, że rzucę okiem na twoje miecze.|Chciałbym przyjrzeć się Twojemu wyborowi mieczy.| Poproszę, chciałbym zajrzeć do twojego wyboru mieczy.|Chciałbym zobaczyć Twoje miecze.|Chciałbym przyjrzeć się Twojemu wyborowi mieczy.
The gods are not kind, Jarl. Our isles are in for hard times.|Bogowie nie są łaskawi. Nasze wyspy czekają ciężkie czasy, panie.|"""Bogowie nie są łaskawi, Jarlu. Nasze wyspy czekają ciężkie czasy."""| 'Bogowie nie są miłościwi, Jarl. Nasze wyspy mają trudne czasy przed sobą.'|Bogowie nie są łaskawi, Jarlu. Nasze wyspy czekają ciężkie czasy.|Bogowie nie są łaskawi, Jarl. Nasze wyspy czekają ciężkie czasy.
Went to look at the tracks in the woods. Spirit sure knows how to make an impression on intruders.|Obejrzałem ślady w lesie. Wasz Duch wie, jak zrobić wrażenie na intruzach.|Poszedłem popatrzeć na tory w lesie. Duch z pewnością wie, jak zrobić wrażenie na intruzach.| 'Poszedłem się przyjrzeć śladom w lesie. Pewnie Duch wie, jak zrobić wrażenie na intruzach.'|Poszedłem sprawdzić ślady w lesie. Duch z pewnością potrafi zrobić wrażenie na włamywaczach.|Poszedłem obejrzeć ślady w lesie. Duch z pewnością wie, jak zrobić wrażenie na intruzach.
C'mon, Yergen, change his dare. He doesn't gotta go to the cemetery, it's haunted.|Dobra, Yergen, zmieńmy mu wyzwanie. Nie musi iść na cmentarz, tam straszy.|Dalej, Yergen, zmień jego wyzwanie. Nie musi iść na cmentarz, tam jest nawiedzone.| 'No, Yergen, załatw to jego wyzwanie. Nie musi iść na cmentarz, jest nawiedzony.'|„Hej, Yergen, zmień mu wyzwanie. Nie musi on iść na cmentarz, jest przeklęty.”|No dalej, Yergen, zmień wyzwanie. Nie musi iść na cmentarz, bo jest nawiedzony.
Keep it on until we've seen everything.|Nie ściągaj jej, póki nie zobaczymy wszystkiego.|Zostaw to do momentu, aż zobaczymy wszystko.| Trzymaj to włączone, dopóki wszystko nie obejrzymy.|Trzymaj go włączonego, aż wszystko zobaczymy.|Kontynuuj, aż zobaczymy wszystko.
Ice Troll|Lodowy troll|Śnieżny Troll|" ""Troll Lodowy"""|Lodowy Troll.|Troll lodowy
Farewell.|Bywaj.|Pożegnanie.| Żegnaj.|Żegnaj.|Pożegnanie.
You're mad, woman! Mad, I say!|Oszalałaś! Oszalałaś, kobieto!|Jesteś szalona, kobieto! Szalona, mówię!| Jesteś szalona, kobieto! Szalona, mówię!|Jesteś szalona, kobieto! Szalona, mówię!|Jesteś szalona, kobieto! Szalona, powiadam!
Aye, well done… But what's that compared to Hjalmar? He killed a giant.|No ładnie, ładnie... Ale gdzie ci do Hjalmara. On giganta ubił.|Tak, dobra robota... Ale co to jest w porównaniu z Hjalmarem? On zabił olbrzyma.| Tak, dobrze… Ale to nic wobec Hjalmara? Zabił olbrzyma.|Tak, dobrze zrobione... Ale co to w porównaniu z Hjalmarem? On zabił giganta.|Tak, dobra robota... Ale co to jest w porównaniu do Hjalmara? Zabił olbrzyma.
Think the gods would've seen Svanrige's strength?|Myślisz, że bogowie by się lepiej na Svanrigem poznali?|Czy bogowie ujrzeliby siłę Svanrige?| 'Czy bogowie zobaczyliby siłę Svanrige?'|Czy Bogowie zobaczyli by siłę Svanridge'a?|Myślisz, że bogowie dostrzegli siłę Svanrige&#39;a?
Spikeroog. And no one.|Na Spikeroog. Sama.|Spikeroog. I nikt inny.| Spikeroog. I nikt więcej.|Odcisk pięści. I nic więcej.|Spikeroog. I nikt.
Let's go see Udalryk. Be interesting to see if there actually is a ghost in all this.|Chodźmy do niego. Jestem ciekaw, czy naprawdę chodzi o nawiedzenie...|Chodźmy zobaczyć Udalryka. Będzie ciekawie sprawdzić, czy faktycznie jest w tym jakiś duch.| Chodźmy zobaczyć Udalryka. Byłoby ciekawe, czy naprawdę jest tam jakieś duchy.|Chodźmy do Odalryka. Będzie ciekawe zobaczyć, czy naprawdę ma miejsce jakieś zamieszanie z tym duchem.|Chodźmy zobaczyć Udalryka. Będzie ciekawie zobaczyć, czy w tym wszystkim jest jakiś duch.
You a novice? 'Cause I'd never take you for a priestess…|Jesteś nowicjuszką? Bo na kapłankę mi nie wyglądasz...|Jesteś nowicjuszką? Bo nigdy bym cię nie wziął za kapłankę...| Jesteś nowicjuszką? Bo nigdy bym nie wziął cię za kapłankę...|Jesteś początkująca? Bo za kapłankę bym ciebie nie wziął...'|Jesteś nowicjuszką? Bo nigdy bym cię nie wzięła za kapłankę...
What kind of entertainment you got in mind?|A jakie tu macie rozrywki?|Jaki rodzaj rozrywki masz na myśli?| Który rodzaj rozrywki masz na myśli?|Jakiś rodzaj rozrywki masz na myśli?|Jakiego rodzaju rozrywkę masz na myśli?
But how're we to fight a wraith? No steel will wound it. No armor will protect ye from it!|Ale jak z upiorem walczyć? Żelazem go nie zranisz. Żadna zbroja cię przed nim nie ochroni!|Ale jak mamy walczyć z widmem? Żadne ostrze go nie zrani. Żadna zbroja cię przed nim nie ochroni!| Ale jak walczyć ducha? Żaden stal nie rani go. Żadna zbroja nie zapewni Ci ochrony przed nim!|Ale jak mamy walczyć z upiorem? Żadna stal nie będzie mogła go dotknąć. Żadna zbroja cię przed nim nie ochroni!|Ale jak mamy walczyć z widmem? Żadna stal go nie zrani. Żadna zbroja cię przed nim nie ochroni!
Olaf|Olaf|Olaf|" ""Olaf"" w języku polskim to również ""Olaf""."|Śnieżek|Olaf
Sides, it's time I went home. They must all think me dead there.|Czas wracać w rodzinne strony – w domu pewnie wszyscy myślą, że nie żyję.|Strony, muszę wracać do domu. Z pewnością myślą tam, że nie żyję.| Strona, czas, żebym poszedł do domu. Muszą wszyscy myśleć, że jestem martwy tam.|Strony, czas już mi wrócić do domu. Oni pewnie myślą, że tam umarłem.|Sides, czas wracać do domu. Wszyscy tam muszą myśleć, że umarłem.
I wanna travel the Path of Warriors.|Chciałbym przejść szlak wojowników.|Chcę podróżować Szlakiem Wojowników.| Chcę podróżować ścieżką wojowników.|Chcę przejść ścieżkę Wojowników.|Chcę podążać Ścieżką Wojowników.
Today, by the grace of the gods and the clans, a new ruler takes the crown.|Dziś, z woli bogów i klanów, wstąpi na tron nowy przywódca.|Dzisiaj, dzięki łasce bogów i klanów, nowy władca bierze koronę.| Dziś, dzięki miłości bogów i klanów, nowy władca przyjmuje koronę.|Dziś, za łaską bogów oraz klanów, nowy władca obejmuje koronę.|Dziś, z łaski bogów i klanów, nowy władca obejmuje koronę.
It leads along the crest of Mount Aardeklove. You'll find a crimson shawl at the peak. Bring that back as proof you've reached the path's end.|Poprowadzi cię wzdłuż grani góry Ardvark. Na szczycie znajdziesz szkarłatny szal. Przynieś go na dowód, żeś dotarł do końca szlaku.|Prowadzi wzdłuż grzbietu Góry Aardeklove. Na szczycie znajdziesz czerwoną chustę. Przynieś ją jako dowód, że dotarłeś do końca ścieżki.| Poprowadzi cię po grzbiecie góry Aardeklove. Na szczycie znajdziesz czerwony szal. Przynieś go jako dowód, że dotarłeś do końca ścieżki.|Biegnie wzdłuż grani szczytu Góry Aardeklove. Znajdziesz tam karmazynową chustę na szczycie. Przynieś ją z powrotem jako dowód, że dotarłeś do końca ścieżki.|Prowadzi wzdłuż grzbietu Mount Aardeklove. Na szczycie znajdziesz szkarłatny szal. Zabierz go ze sobą jako dowód, że dotarłeś do końca ścieżki.
Who, you mean…|Raczej kto...|Któż, masz na myśli...| Kotóry, więc mówisz… ( ten właśnie osoba, wspomniana przed chwilą)|Kto, masz na myśli...|Kogo, masz na myśli…
Got nails and twine for you.|Mam dla ciebie gwoździe i dratwę.|Mam dla ciebie paznokcie i sznurek.| Mam dla Ciebie gwoździe i sznureczek.|"""Mam dla ciebie gwoździe i sznurek."""|Mam dla ciebie gwoździe i sznurek.
Salty?|Solony?|Słona?| Słony?|Słony?|Słony?
Comin' with me?|Idziesz ze mną?|Idziesz ze mną?| Idziesz ze mną?|Idź ze mną?|Idziesz ze mną?
Crach's son Hjalmar, his head's melted! He sailed off to kill the Ice Giant!|Hjalmar, syn Cracha rozum postradał! Sam popłynąl Lodowego Giganta ubić!|Syn Crasha, Hjalmar, jego głowa się roztopiła! Popłynął, żeby zabić Lodowego Giganta!|" ""Syn Cracha Hjalmar, jego głowa stopniała! Wyruszył w morze, by zabić lodowego olbrzyma!"""|Syn Cracha, Hjalmar, jego głowa stopiła się! Ruszył zabić Lodowego Giganta.|Syn Cracha, Hjalmar, ma stopioną głowę! Odpłynął, by zabić Lodowego Olbrzyma!
Let's get outta here. Now.|Chodźmy stąd... Jak najszybciej.|Wynośmy się stąd. Teraz.| Wychodźmy stąd. Teraz.|Wyjdźmy stąd, teraz.|Wynośmy się stąd. Teraz.
Let's go home, Njal, no point standin' here.|Chodź do domu, Njal, nie ma co tu stać...|Chodźmy do domu, Njalu, po co tu stać.| 'Idziemy do domu, Njale, nie ma sensu stawać tutaj.'|Chodźmy do domu, Njal, nie ma sensu stać tu.|Wracajmy do domu, Njal, nie ma sensu tu stać.
Let it slide. This time.|Odpuszczę ci. Tym razem.|Pozwól temu przejść. Tym razem.||Pozwól mu to przejść. Tym razem.|Odpuść sobie. Tym razem.
Lookin' for somethin' specific?|Chcesz coś kupić?|Szukasz czegoś konkretnego?| Szukasz czegoś specjalnego?|Czy szukasz czegoś konkretnego?|Szukasz czegoś konkretnego?
Whales in the hundreds…|Tu musi być z setka wielorybów...|Wieloryby w setkach...| 'Setki wielorybów…'|Wieloryby setkami…|Setki wielorybów…
You see right.|Nie inaczej.|Masz rację.| Widzisz poprawnie.|Masz rację.|Widzisz dobrze.
Intruder in laboratory. Commencing beast teleportation.|Intruz w laboratorium. Teleportacja bestii rozpoczęta.|Włamywacz w laboratorium. Rozpoczynanie teleportacji bestii.| Napastnik w laboratorium. Rozpoczynam teleportację bestii.|Niesankcjonowany wchodzący do laboratorium. Zaczyna się transport bestii.|Intruz w laboratorium. Rozpoczęcie teleportacji bestii.
Mountain path - tell me about it.|Opowiedz mi o próbie w górach.|Szlak górski - opowiedz mi o tym.| Szlak górski - opowiedz mi o nim.|Górskie ścieżki, opowiedz mi o nich.|Górska ścieżka - opowiedz mi o niej.
Thanks. So be it.|Dzięki, niech będzie.|Dziękuję. Niech tak będzie.| Dziękuję. Niech tak będzie.|Dziękuję. Niech będzie.|Dziękuję. Niech tak będzie.
Thanks. Though I'd be more than satisfied if you calmed that storm, then took this tower somewhere else.|Dzięki. Chociaż wystarczyłoby, gdybyś uspokoił sztorm i zabrał stąd wieżę.|Dzięki. Byłbym bardziej niż usatysfakcjonowany, gdybyś najpierw uspokoił ten sztorm, a potem zabrał tę wieżę w inne miejsce.| Dziękuję. Chociaż byłbym bardzo usatysfakcjonowany, gdybyś powstrzymał ten sztorm, a następnie przeniósł tę wieżę gdzie indziej.|Dziękuję. Chociaż byłbym więcej niż usatysfakcjonowany, gdybyś rozproszyłeś burzę a następnie przeniósł towr gdzie indziej.|Dzięki. Chociaż byłbym bardziej niż zadowolony, gdybyś uspokoił tę burzę, a potem zabrał tę wieżę gdzie indziej.
Yeah, she's back. Did what she set out to do, too.|Tak, wróciła. Poza tym udało jej się osiągnąć to co zamierzała.|Tak, wróciła. Zrobiła też to, co zamierzała zrobić.| Tak, ona powróciła. Udało jej się zrobić to, do czego miała zamiar.|Hmm, wróciła. I uczyniła to, czego chciała.|Tak, wróciła. Zrobiła to, co zamierzała.
I've the giant to defeat. Head home soon as I've done that. Gotta help Leif first.|Nie wrócę, dopóki nie pokonam giganta. Ale najpierw trzeba opatrzyć Leifa.|Mam giganta do pokonania. Wkrótce wrócę do domu, jak to zrobię. Muszę najpierw pomóc Leifowi.| Muszę pokonać olbrzyma. Wracam do domu zaraz po tym, jak to zrobię. Najpierw muszę pomóc Leifowi.|'Mam pokonać olbrzyma. Zacznij wracać do domu z chwilą gdy mułem się tym zajmie. Muszę jednak najpierw pomóc Leifowi.'|Muszę pokonać olbrzyma. Wracaj do domu, jak już to zrobię. Najpierw muszę pomóc Leifowi.
So so… Any way you cut it, I was bested by a wench.|Taki sobie... W końcu baba mnie pokonała...|Więc tak... Bez względu na sposób patrzenia, zostałem pokonany przez dziewczynę.| Tak, tak… Jednak spojrzy na to, zostałem pokonany przez kobietę.|No cóż... Bez względu na to jak to rozgrzeszę, przegrałem z dziewczyną.|Cóż, cóż... Jakkolwiek na to spojrzeć, pokonała mnie lafirynda.
Raise your cups, raise your swords!|W górę miecze, w górę kielichy!|Podnieście swoje kubki, podnieście swoje miecze!| Podnieś swoje kufle, podnieś swoje miecze!|"""Podnieście swe kubki, podnieście swe miecze!"""|Podnieście swoje puchary, podnieście swoje miecze!
You won't manage. Be journeyin' to meet me ancestors soon.|Nie zdążysz. To ja zaraz dołączę do przodków.|Nie dasz rady. Wkrótce pożeglujesz, aby spotkać się z moimi przodkami.| Nie poradzisz sobie. Już wkrótce wyruszasz w podróż, aby spotkać moich przodków.|Nie dasz rady. Zaraz udam się w podróż po spotkanie moich przodków.|Nie dasz rady. Wkrótce wyruszę na spotkanie z moimi przodkami.
I've heard of you. Word is you defeated Kolgrim and his men. They say the ground couldn't soak up the blood fast enough.|Słyszałam o tobie. Podobno pokonałeś Kolgrima i jego ludzi. Mówią, że krew nie nadążała wsiąkać w ziemię...|Słyszałem o tobie. Mówią, że pokonałeś Kolgrima i jego ludzi. Podobno ziemia nie mogła szybko wchłonąć krwi.| Słyszałem o Tobie. Mówi się, że pokonales Kolgrima i jego ludzi. Mówią, że ziemia nie mogła wchłonąć krwi wystarczająco szybko.|Słyszałem o tobie. Mówią, że pokonałeś Kolgrima i jego ludzi. Mówi się, że ziemia nie była w stanie pochłonąć krwi wystarczająco szybko.'|Słyszałem o tobie. Podobno pokonałeś Kolgrima i jego ludzi. Mówią, że ziemia nie mogła wchłonąć krwi wystarczająco szybko.
Don't concern yourself with him. Druids have little trust for mages, but Ermion's heart is in the right place. Am I right to assume he does not know you seek Ciri?|Nie przejmujcie się nim. Druidzi nie ufają czarodziejom, ale Myszowór ma serce po właściwej stronie. Pewnie nie wie, że szukacie Ciri, co?|Nie przejmuj się nim. Druidzi mają mało zaufania do magów, ale serce Ermiona jest we właściwym miejscu. Czy mam rację zakładając, że on cię nie wie, że szukasz Ciri?| Nie martw się nim. Druidzi mają małe zaufanie do magów, ale serce Ermiona jest na właściwym miejscu. Mogę założyć, że on nie wie, że ty szukasz Ciri?|Nie martw się nim. Kapłani zawiązali mało ufać magom, ale serce Ermiona jest w dobrym miejscu. Czy słusznie zakładam, że on nie wie, że on szuka Ciri?|Nie przejmuj się nim. Druidzi nie ufają magom, ale serce Ermiona jest na właściwym miejscu. Czy mam rację zakładając, że nie wie, że szukasz Ciri?
