en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
I'm not gonna drink. Why dull my senses when I'm in such pleasant company?|Nie będę pił. Wolę się cieszyć tobą na trzeźwo.|"""Nie będę pił. Po co tępić zmysły, kiedy jestem w tak przyjemnym towarzystwie?"""| Nie zostanę pijany. Dlaczego osłabiać moje zmysły, kiedy jest tak miła towarzystwo?|Nie będę pić. Po co tępimy zmysły mając towarzystwo tak przyjemne?|Nie będę pić. Po co przytępiać zmysły, skoro jestem w tak przyjemnym towarzystwie?
Argh, fuck a king like that.|Eee, do dupy z takim królem.|Argh, pieprzyć takiego króla.| Kocham, do diabła króla takiego.|Cholera takiego króla.|Argh, pieprzyć takiego króla.
In the oven! Throw him in the oven!|Do pieca! Wrzuć je do pieca!|Do pieca! Wrzuć go do pieca!| Do pieca! Rzuć go do pieca!|Do pieca! Wrzuć go do pieca!|Do piekarnika! Wrzuć go do piekarnika!
You insult me once more, Uve Jabberjaw. The first time I left you to punish yourself and retain your honor. But now… now you will die like a thrall, and eels will eat your remains.|Ha! Znów mnie obraziłeś, Uwe Milczku. Za pierwszym razem pozwoliłem, byś sam się ukarał i zachował honor. Ale teraz... Teraz zginiesz jak thrall, a twoje szczątki skarmię węgorzom.|Obrażasz mnie ponownie, Uve Jabberjaw. Za pierwszym razem zostawiłem cię, byś karał się sam i zachował swój honor. Ale teraz... teraz umrzesz jak niewolnik, a węże zjedzą twoje pozostałości.| 'Wyzywasz mnie jeszcze raz, Uve Jabberjaw. Pierwszy raz pozostawiłem Cię, abyś sam się ukarał i zachował honor. Ale teraz... teraz umrzesz jak niewolnik, a węgorze zjedzą twoje szczątki.'|Znieważyłeś mnie ponownie, Uvie Jabberjaw. Za pierwszym razem pozostawiłem cię samemu sobie, abyś mógł zachować godność. Ale teraz... teraz umrzesz jak niewolnik, a węgorze pochłoną twoje szczątki.|Znów mnie obrażasz, Uve Jabberjaw. Pierwszy raz zostawiłem cię, by ukarać samego siebie i zachować honor. Ale teraz… teraz umrzesz jak niewolnik, a węgorze zjedzą twoje szczątki.
Your crew - what happened to them?|Co się stało z twoją załogą?|Twoja załoga - co się z nimi stało?| Twoja załoga - co się z nimi stało?|Twoja załoga - co się z nimi stało?|Co się stało z twoją załogą?
Pshaw.|Pfff.|Pszaz.|" ""Fuj, fuj."""|Fuj.|Psiakrew.
Hjalmar's a fierce and able warrior, that's clear, but he'll never make a good king.|Hjalmar jest dobrym wojownikiem, ale nigdy nie będzie dobrym królem.|Hjalmar to wojownik dzielny i sprawny, to oczywiste, ale nigdy nie będzie dobrym królem.| Wojownik Hjalmar jest dzielny i zdolny, to oczywiste, ale nigdy nie będzie dobrym królem.|Hjalmar jest dzikim i zdolnym wojownikiem, to oczywiste, ale nigdy nie będzie dobrym królem.|Hjalmar to groźny i utalentowany wojownik, to oczywiste, ale nigdy nie zostanie dobrym królem.
Human scalps… Unusual as decorations go.|Ludzkie skalpy... Nietypowa ozdoba.|Ludzkie skalpy... Niezwykłe jako ozdoby.| Ludzkie skalpy... Niespotykane jako dekoracje.|"""Ludzkie scalpy… Niespotykany rodzaj dekoracji."""|Ludzkie skalpy… Niezwykłe ozdoby.
And a lone shoe. Unlike him - he paid attention to how he looked.|I but bez pary. To do niego niepodobne – zawsze dbał o strój.|I samotny but. W przeciwieństwie do niego - zwracał uwagę na swój wygląd.| I tylko jedna buta. W przeciwieństwie do niego - on dbał o to, jak wyglądał.|I but jeden bucik. Inaczej niż on – zwracał uwagę na swoje wygląd.|I samotny but. W przeciwieństwie do niego - zwracał uwagę na to, jak wygląda.
Tell me about Faroe.|Opowiedz mi o Faroe.|Opowiedz mi o Wyspach Owczych.| Powiedz mi o Wyspach Owczych.|Powiedz mi o Wyspach Owczych.|Opowiedz mi o Wyspach Owczych.
Heard of you. People! Look who's come to fight!|Słyszałem o tobie. Ludzie! Patrzcie, kto przyszedł walczyć!|Słyszałem o was. Ludzie! Popatrzcie, kto przybył, żeby walczyć!| Słyszano o Tobie. Ludzie! Spojrzyjcie, kto przybył walczyć!|Słyszeliśmy o tobie. Ludzie. Spójrzcie kto przyszedł bić się.|Słyszałem o was. Ludzie! Zobaczcie, kto przyszedł walczyć!
Quick!|Szybko!|Szybko!| Szybko!|Szybko!|Szybki!
We're just in time.|Jesteśmy w samą porę.|Jesteśmy w samą porę.| 'Tylko w porządku czasu.'|Dogoniliśmy na czas.|Przybyliśmy w samą porę.
Argh, let's leave it be, leave it be.|Ech, po prostu nie wracajmy już do tego.|Ach, zostawmy to, zostawmy to.|" Wstyd, zostawmy to, zostawmy to.

Please note that I'm an English language model and I'm not perfect in translating or fluency in Polish. It's always a good idea to double-check with a native speaker or a professional translator to ensure accuracy."|Och, rzućmy to, niech sobie będzie.|Argh, zostawmy to, zostawmy to.
You'd sail with anyone who'd let you aboard - Crach's daughter included.|Ty to byś z każdym wypłynął, kto by cię do załogi wziął, nawet i z Crachową córką.|Popłynąłbyś z każdym, kto pozwoliłby ci wejść na pokład - w tym z córką Cracha.| Byłbyś żeglował z kimkolwiek, kto pozwoliłby ci wsiąść na pokład - włączając córkę Cracha.|Popłyniesz z każdym, kto pozwoli ci wejść na pokład - córka Cracha włącznie.|Płynąłbyś z każdym, kto pozwoliłby ci wejść na pokład – łącznie z córką Cracha.
Wait.|Zaczekaj.|Czekaj.| Poczekaj.|Zaczekaj.|Czekać.
If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.|Gdyby jej się udało, Svanrige byłby jedynym kandydatem na władcę Skellige.|Gdyby jej się udało, Svanrige pozostałby jedynym pretendentem do tronu Skellige.| Jeśli była by się powiodła, Svranrige byłby pozostał jedynym kandydatem do tronu Skellige.|Gdyby się udało, Svanrige pozostałby jedynym pretendetem do tronu Skellige.|Gdyby jej się to udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.
Dammit, Yen, I saw the foglets. I meant how'd they get here?|Yen, do cholery, przecież widziałem, że to mglaki. Wiesz, o co mi chodzi.|Cholera, Yen, widziałem mgławice. Miałem na myśli, jak one się tu dostały?| Świniarno, Yen, widziałem fosfolitów. Mam na myśli, jak się tu dostali?|"""Cholera jasna, Jen, ja widziałem mętniki. Chciałem powiedzieć, jak one tu trafiły?"""|Cholera, Yen, widziałem te mgławice. Chodziło mi o to, jak się tu dostały?
Didn't see him in the garden… Doesn't bode well. Don't know if there's much point in going there.|Nie spotkałem go w ogrodzie... To dobrze nie wróży. Nie wiem, czy mamy tam w ogóle po co iść.|Nie widziałem go w ogrodzie... To nie wróży dobrze. Nie wiem, czy jest sens tam iść.| Nie widziałem go w ogrodzie... To nie jest dobre przesłanie. Nie wiem czy ma zbyt wiele sensu tam iść.|Nie widziałem go w ogrodzie... nie wróży to nic dobrego. Nie wiem czy ma sens tam iść.|Nie widziałem go w ogrodzie… Nie wróży to dobrze. Nie wiem, czy jest sens tam iść.
Never jest about my da. Never!|Nigdy nie żartuj z mojego ojca. Nigdy.|Nigdy nie chodzi o mojego da. Nigdy!| Nigdy nie śmiej się z mojego taty! Nigdy!|Nigdy nie żartuj z mojego taty. Nigdy!|Nigdy nie żartuj o moim ojcu. Nigdy!
A shipwreck and a cavern. I'll look inside.|Szczątki statku i jakaś jaskinię. Sprawdzę ją.|Wrak statku i jaskinia. Wejdę do środka.| Statek wrak i jaskinia. Popatrzę do środka.|Wrak statku i jaskinia. Spojrzę do środka.|Wrak statku i jaskinia. Zajrzę do środka.
Then go to your gran and stop bothering me.|To idź do babki i nie zawracaj mi głowy.|Potem idź do swojej babci i przestań mnie denerwować.| Następnie idź do babci i przestan mnie denerwować.|Później idź do Twojej babci i przestań mnie denerwować.|To idź do babci i przestań mnie niepokoić.
Why do you want a djinn?|Po co ci dżinn?|Dlaczego chcesz dżinna?| Dlaczego chcesz dżinna?|Dlaczego chcesz dżina?|Po co ci dżin?
Kaer Morhen's got a pretty rich library.|Kaer Morhen też ma całkiem zasobną bibliotekę.|Kaer Morhen ma dość bogatą bibliotekę.| Biblioteka w Kaer Morhen jest dosyć bogata.|Biblioteka Kaer Morhen jest dość bogata.|Kaer Morhen ma całkiem bogatą bibliotekę.
Ah, finally.|Wreszcie.|Ah, wreszcie.|" ""Och, w końcu."""|No wreszcie.|No, nareszcie.
Take care.|Bywaj.|Dbaj o siebie.| Zachowaj się ostrożnie.|Bądź ostrożny.|Dbać o siebie.
They're as always - it's pissin' buckets and fuckin' freezin'.|Jak zawsze. Leje i piździ.|Oni są jak zawsze - leje jak z cebra i pieprzone zimno.| Oni są jak zawsze - pada jak z cebra i mrozi jak w piekle.|Jest jak zawsze - pada kotłuje i pierdolnie marzni.|Jak zwykle - leje się strumieniami i jest cholernie zimno.
When the Sea learned of the Mask, it was quick to respond. It made known its threat that whosoever used the Mask would bring the Sea's wrath down on them. For in vengeance the Sea would rise and flood all the lands and drown the living.|Kiedy Morze dowiedziało się o Masce, zagroziło, że ktokolwiek jej użyje, ściągnie gniew Morza, które w zemście zaleje wszystkie lądy i potopi żyjących.|Gdy Morze dowiedziało się o Masce, szybko odpowiedziało. Ujawniło swoją groźbę, że ktokolwiek użyje Maska, sprowadzi na siebie gniew Morza. W zemście bowiem Morze wzbierze i zaleje wszystkie lądy, topiąc żywe istoty.| Kiedy Morze dowiedziało się o Masce, szybko zareagowało. Zadeklarowało swoją groźbę, że każdy, kto użyje Maski, sprowadzi na siebie gniew Morza. Gdyż wraz z zemstą Morze podniesie się i zalaniu wszystkie ziemie oraz utopi żywych.|Gdy Morze dowiedziało się o Masce, szybko zareagowało. Zgłosiło swoje zagrożenie, że każdy, kto użyje maski, sprowadzi na siebie gniew morza. Zaś w zemście morska fala podniesie się i zalale całą ziemię oraz utopi wszystkich żywych.|Gdy Morze dowiedziało się o Masce, szybko zareagowało. Dało znać o swojej groźbie, że ktokolwiek użyje Maski, sprowadzi na siebie gniew Morza. Bo w zemście Morze podniesie się i zaleje wszystkie ziemie i zatopi żyjących.
A Nithing. A powerful curse. Name carved on the shaft… Tjalve, son of Lothar.|Nithing. Potężna klątwa. Na drzewcu wyryte jest imię... Tjalve, syn Lotara.|Nić. Mocna klątwa. Imię wyryte na drzewcu... Tjalve, syn Lothara.|" ""Nithing. Potężne przekleństwo. Nazwa wyryta na osi... Tjalve, syn Lothara."""|'Nithing. Potężna klątwa. Imię wyryte na trzonku... Tjalve, syn Lothara'.|Nithing. Potężna klątwa. Imię wyryte na trzonku… Tjalve, syn Lothara.
I'm off.|Jadę.|"""Wysiadam."""|" ""Odchodzę."""|Wychodzę.|Wychodzę.
Aye… But only in the tales told to children as they're put to sleep on cold winter nights.|Tak... Ale tylko w opowieściach, którymi usypia się dzieci w zimowe noce.|Tak... Ale tylko w opowieściach dla dzieci na dobranoc w zimowe noce.| Właśnie tak… Ale tylko w opowieściach dla dzieci opowiadanych w chłodne zimowe wieczory, gdy się do nich położy do łóżka.|'Tak... Ale tylko w opowieściach opowiadanym dzieciom gdy są kładzione spać w zimowe noce.'|Tak… Ale tylko w opowieściach opowiadanych dzieciom, gdy kładą je spać w zimne, zimowe noce.
I've asked Freya, begged Hemdall - and nothin'. Maybe Uroboros'll listen.|Prosiłem już Freyję, błagałem Hemdalla i nic. Może Uroboros mnie wysłucha.|Poprosiłem Freyę, błagałem Hemdalla - i nic. Może Uroboros mnie wysłucha.| Poprosiłem Freję, błagałem Heimdalla - i nic. Może Uroboros będzie słuchał.|Poprosiłem Fryję, błagałem Hemdalla - i nic. Może Uroboros mnie posłucha.|Prosiłem Freyę, błagałem Hemdalla - i nic. Może Uroboros posłucha.
Let's get back to the wake.|W takim razie wracajmy na ucztę.|Wróćmy do przebudzenia.| Wróćmy do pogrzebu.|Wracajmy do wesela.|Wróćmy do stypy.
The explosion must have disrupted his teleportation…|Eksplozaja musiała zakłócić teleportację...|Wybuch musiał zakłócić jego teleportację...| Wybuch mógł zakłócić jego teleportację...|Wybuch musiał przerwać jego teleportację...|Eksplozja musiała zakłócić jego teleportację…
But I only wish to pray, pay homage to the gods.|Kiedy ja tylko się chcę pomodlić, oddać cześć bogom.|Ale pragnę się tylko modlić i oddawać cześć bogom.| Ale ja tylko chcę się modlić, uczcić bogów.|Lecz pragnę tylko pomodlić się, oddać cześć bogom.|Ale ja chcę się tylko modlić i składać hołd bogom.
Yeah, but… what about the other wolves?|Tak... Ale te wszystkie inne wilki?|Tak, ale... co z pozostałymi wilkami?| Tak, ale... co z pozostałymi Wilkami?|Tak, ale... co z innymi wilkami?|No tak, ale co z innymi wilkami?
Your friend needs help.|Trzeba się zająć twoim przyjacielem.|Twój przyjaciel potrzebuje pomocy.| Twój przyjaciel potrzebuje pomocy.|Twojemu przyjacielowi potrzebna jest pomoc.|Twój przyjaciel potrzebuje pomocy.
The witcher first! Get him!|Najpierw wiedźmin! Na niego!|Wiedźmin pierwszy! Złapcie go!|" ""Człowiek po pierwsze! Do niego!"" (With a note that ""The Witcher"" in the context of the game series, is commonly translated as ""Człowiek"" or ""Wiedźmin"" in Polish, but ""Człowiek"" is more commonly used.)"|Wiedźmin najpierw! Chłopców!|Wiedźmin pierwszy! Łap go!
Jarl, our guests, remember?|Jarlu, to nasi goście, pamiętasz?|Jarl, nasi goście, pamiętajcie?| Jarl, nasze goście, pamiętasz?|Jarle, nasi goście, pamiętasz?|Jarl, nasi goście, pamiętacie?
I've no notion where the others are. Those that survived, that is…|Nie mam pojęcia, gdzie jest reszta. To znaczy ci, którzy przeżyli...|Nie mam pojęcia, gdzie są pozostali. Ci, którzy przeżyli, czyli...| Nie mam najmniejszego pojęcia, gdzie są inni. Ci, którzy przetrwali, wiemy…|Nie mam pojęcia gdzie są inni. Ci, co przeżyli...|Nie mam pojęcia, gdzie są inni. Ci, którzy przeżyli, to znaczy…
Thanks… So long.|Dzięki... Bywaj.|Dziękuję... Tak długo.| Dziękuję... Do zobaczenia.|Dziękuję … Żegnaj.|Dziękuję… Pozdrawiam.
Good. Talkin' tires me.|Dobrze. Gadanie mnie męczy.|Dobrze. Gadanie mnie męczy.| Dobrze. Rozmawianie męczy mnie.|Dobrze. Gadanie mnie męczy.|Dobrze. Gadanie mnie męczy.
It did. But that doesn't make the island safe… 'Cause you're still here. A light keeper who lures ships onto the rocks… Sheesh.|Udało. Ale to wcale nie znaczy, że wyspa jest bezpieczna... Bo jesteś na niej ty. Latarnik, który ściąga statki na skały.|Zrobiło to. Ale to nie czyni wyspy bezpieczną... Bo nadal tu jesteś. Latarnik, który zwabia statki na skały... Cholera.| Faktycznie zrobiłeś. Ale to nie czyni wyspy bezpieczną… Bo wciąż jesteś tutaj. Lamparczyk, który nakłania statki do rozbicia się o skały... Yie.|Udało Ci się. Ale to nie czyni wyspy bezpiecznym... Bo Ty ciągle tu jesteś. Latarnik, który zwabia statki na skały... Chybaś szalony.|Tak było. Ale to nie czyni wyspy bezpieczną... Bo ty wciąż tu jesteś. Latarnik, który wabi statki na skały... Cholera.
Godless defiler, begone!|Odejdź, bezbożniku!|Bezbożny znieważycielu, odejdź!| Bezwyznaniowy profanatorze, odejdź!|Bezbożny sprofanatorze, precz!|Odejdź, bezbożny profanatorze!
A year now you've promised to write somethin' for me.|Od roku obiecujesz, że napiszesz piosnkę dla mnie.|Już rok temu obiecałeś napisać coś dla mnie.| Rok teraz obiecujesz, że coś dla mnie napiszesz.|Już rok obiecałeś napisać coś dla mnie.|Minął już rok odkąd obiecałeś mi coś napisać.
Bear|Niedźwiedź|Niedźwiedź||Niedźwiedź|Niedźwiedź
Wanna look around.|Chcę się tu jeszcze rozejrzeć.|Chcesz się rozejrzeć.| Chciałbym się przyjrzeć.|Chcę się rozejrzeć.|Chcę się rozejrzeć.
No one special.|Nikim szczególnym.|Nikt szczególny.| Nikt szczególny.|Żadna specjalna osoba.|Nikt wyjątkowy.
Nay. My prayers're in vain anyways…|Możesz. I tak nic nie dają...|Nie. Moje modlitwy są i tak na próżno...| 'Nie. Moje modlitwy są warte niczego…'|Nie. Moje modlitwy były i tak daremne...|Nie. Moje modlitwy i tak są daremne…
Hands off our girls or I'll…|Dziewczyn we wsi nie dotykaj bo...|"""Trzymaj ręce z daleka od naszych dziewczyn, inaczej..."""| 'Ręce z dala od naszych dziewczyn, albo...'.|Ręce precz od naszych dziewczyn, bo inaczej...|Ręce precz od naszych dziewczyn, albo...
Look what the sea hurled ashore… Hey, you! What clan you from?|Zobacz no, co morze wyrzuciło... Ej, ty! Do którego klanu należysz?|Patrz co morze wyrzuciło na brzeg... Hej, ty! Z jakiego jesteś klanu?| Spójrz co morze na brzeg wyrzuciło… Hej ty! Z jakiego klanu jesteś?|Zobacz, co morze wyrzuciło na brzeg... Hej, ty! Z jakiego jesteś klanu?|Spójrz, co morze wyrzuciło na brzeg... Hej, ty! Z jakiego klanu pochodzisz?
Ehh, on her death bed me mum asked me to protect him.|Ech, na łożu śmierci matka prosiła mnie, żebym go strzegł.|Ehh, na jej łożu śmierci mama poprosiła mnie, żebym go chronił.|" ""Ehh, na łożu śmierci moja mama poprosiła mnie o opiekę nad nim."""|Chyba na łożu śmierci moja mama poprosiła mnie aby go chronić.|Ehh, na łożu śmierci moja mama poprosiła mnie, abym go chronił.
Geralt, friend. What brings you here?|Geralt, witaj. Co się sprowadza?|"""Geralt, przyjacielu. Co cię tu sprowadza?"""| Geralcie, przyjacielu. Co cię tu prowadzi?|Geralt, przyjacielu. Co cię tu sprowadza?|Geralt, przyjacielu. Co cię tu sprowadza?
But I wanted to.|Nie. Ale chciałam.|Ale chciałem tego.| Lecz ja chciałem/a.|Ale ja chciałem.|Ale chciałem.
We're here to hit. Hit till our fists're red with blood.|Chcemy bić, aż nasze ręce będą czerwone od krwi.|Jesteśmy tutaj, żeby uderzać. Uderzać, aż nasze pięści będą czerwone od krwi.| Jesteśmy tutaj, aby uderzyć. Uderzać, aż nasze pięści będą czerwone od krwi.|Jesteśmy tu po to, by uderzać. Uderzajmy tak długo, aż nasze pięści będą czerwone od krwi.|Jesteśmy tu, żeby uderzać. Uderzać, aż nasze pięści będą czerwone od krwi.
How could you possibly know I'd agree?|Skąd wiedziałaś, że się zgodzę?|Jak mogłeś w ogóle sądzić, że się zgodzę?| Jak możesz wiedzieć, że zgodzę się?|Jak możesz wiedzieć, że się zgodzę?|Skąd możesz wiedzieć, że się zgodzę?
What would ye do if I did? Ye ain't got no teeth.|I co ty byś z nim zrobił, jak zębów nie masz?|Co byście zrobili, gdybym to zrobił? Nie macie zębów.| Co byś zrobił, gdybym to zrobił? Nie masz żadnych zębów.|Co byście zrobili, gdybym to uczynił. Nie macie żadnych zębów.|Co byś zrobił, gdybym to zrobił? Nie masz zębów.
Take it you have a plan?!|Zakładam, że masz jakiś plan?!|"Weź je masz jakiś plan?!

(Note: The original text may not be a proper phrase in English, and its structure seems to be intended for an emphatic or questions-and-answers context. The translation attempts to preserve this style in Polish.)"| Chyba, że masz plan?!|Masz jakiś plan?!|No cóż, masz jakiś plan?!
Which is why no one'll come crashin' in on us.|Dlatego nikt nie zwali nam się na głowę.|Dlatego nikt nie będzie wpadał do nas z hukiem.| Dlatego nikt nie przyleci, żeby nas niespodziewanie odwiedzić.|Dlatego też nikt nie wpadnie tu na nas bez zapowiedzi.|Dlatego nikt nas nie zaatakuje.
And what is it ye wish to ask?|A o co chcesz go prosić?|A czego właściwie chcecie się dowiedzieć?| A co chcecie właściwie zadać?|Cóż chcecie spytać?|A o co chcesz zapytać?
Save us all some time. What's the verdict?|Oszczędźmy sobie czasu. Jaki jest wyrok?|Oszczędź nam czasu. Jaki jest werdykt?| Oszczędzamy wszystkim trochę czasu. Jaka jest decyzja?|Oszczędźmy sobie czas. Jaki jest wyrok?|Oszczędź nam wszystkim czasu. Jaki jest werdykt?
No chance. You're weak. Might pass out again along the way. Wait here, we'll go together.|Wykluczone. Jeszcze gdzieś zasłabniesz po drodze. Poczekaj tu na mnie i pójdziemy razem.|Żadnych szans. Jesteś słaby. Możesz znowu stracić przytomność po drodze. Poczekaj tutaj, pójdziemy razem.| Brak szans. Jesteś słaby. Możesz znów zemdleć w drodze. Zaczekaj tu, pójdziemy razem.|Nie ma mowy. Jesteś słaby. Jeszcze raz możesz zemdleć po drodze. Zaczekaj tu, pójdziemy razem.|Nie ma szans. Jesteś słaby. Możesz znowu zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.
Fine. I'll get his wife, too.|Dobrze. Ale jego żonę też.|Dobrze. Wezmę też jego żonę.| Dobrze.  Załatwię też jego żonę.|W porządku. Zabiorę też jego żonę.|Dobrze. Zabiorę też jego żonę.
Says that when he looks at her real close, he hates her so much he's gotta scream.|Mówi, że jak tak się napatrzy, tak dobrze, to tak jej nienawidzi, że aż strach.|Mówi, że kiedy przyjrzy się jej naprawdę blisko, tak bardzo jej nienawidzi, że musi krzyczeć.||Mówi, że gdy patrzy na nią naprawdę blisko, nienawidzi ją tak bardzo, że musi krzyczeć.|Mówi, że kiedy spojrzał na nią naprawdę uważnie, poczuł tak wielką nienawiść do niej, że musiał krzyczeć.
Fine, there's one I can give ye… A bit mangy, but it'll do. Know how to get a sheep to move where you want? Gotsta drive it like a sheep dog. Go at it from the left, it'll go right. Go at it from the right, it'll--|Dobrze, dam wam taką jedną... Trochę parchata, ale się nada. Wiecie, co trzeba zrobić, żeby owca szła, gdzie chcecie? Musicie ją zaganiać jak pies pasterski. Jak wy z lewej, to ona na prawo, a jak z prawej, to...|Dobrze, jest jedno, które mogę ci dać... Trochę zaniedbane, ale wystarczy. Wiesz jak spowodować, żeby owca poszła tam, gdzie chcesz? Musisz ją prowadzić tak, jak pies pasterski. Podchodź do niej od lewej strony, pójdzie w prawo. Podchodź od prawej strony, ona--| Dobrze, jest jeden, którym mogę cię obdarzyć... Trochę twaróg, ale wystarczy. Wiesz jak przepędzic owcę tam, gdzie chcesz? Musisz ją napędzić jak pies pasterski. Podchodź do niej z lewej, pójdzie w prawo. Podchodź do niej z prawej, pójdzie--|W porządku, mam taką jednorożca, którą Ci mogę dać … Trochę poobrywana, ale starczy. Wiesz jak zmusić owcę by poszła tam gdzie chcesz ? Musisz jej grozić jak psu pasterskiemu. Podejdź do niej z lewej strony, pójdzie na prawo i gdy podejdziesz do niej od praweaj strony to-|Dobra, jest jeden, który mogę ci dać... Trochę obskurny, ale da radę. Wiesz, jak sprawić, żeby owca ruszyła się tam, gdzie chcesz? Musisz ją prowadzić jak psa pasterskiego. Zaatakuj ją z lewej, a ona pojedzie w prawo. Zaatakuj ją z prawej, a ona...
You're good with your hands.|Chyba dużo ćwiczysz.|Jesteś dobry w rękach.| Jesteś dobry rękoma.|Jesteś dobry z rękami.|Dobrze radzisz sobie z rękami.
Knew there'd be trouble. It was all too calm.|Czułam, że zanosi się na kłopoty. Było za spokojnie.|Wiedział, że będą kłopoty. Było zbyt spokojnie.|" Znalazłem, że będzie problem. Było zbyt spokojnie.

or (more literally)

Wiedziałem, że będzie kłopot. Było zbyt cicho."|Wiedziałam, że będą kłopoty. Było wszystko zbyt spokojnie.|Wiedziałem, że będą kłopoty. Było zbyt spokojnie.
Heard you calling.|Wołałeś mnie.|Słyszałem, jak wołałeś.|" Po Polsku: ""Słyszałem cię wołającego."""|Słyszałem jak wołałeś.|Słyszałem, że wołasz.
You wanna pass, you gotta pay. Can't let you through elsewise.|Chcesz przejść, to płać. Inaczej cię nie przepuścimy.|Chcesz przejść, musisz zapłacić. Nie puścimy cię w przeciwnym razie.| Chcesz przejść, musisz zapłacić. Nie mogę pozwolić Ci przejść w inny sposób.|Chcesz przejechać, musisz zapłacić. Nie mogę cię wpuścić inaczej.|Chcesz przejść, musisz zapłacić. Inaczej nie mogę cię przepuścić.
Farewell.|Bywaj.|Żegnaj.| Żegnaj.|Żegnaj.|Pożegnanie.
You might consider challenging a man in Kaer Trolde village. A worthy adversary, though a mere tailor. Sjusta's his name.|W Kaer Trolde ktoś, z kim Geralt mógłbyś się zmierzyć. To godny przeciwnik, chociaż zwykły krawiec. Zowie się Sjusta.|Możesz rozważyć wyzwanie mężczyzny w wiosce Kaer Trolde. Godny przeciwnik, choć tylko krawiec. Na imię ma Sjusta.| Możesz rozważyć wyzwanie mężczyzny w wiosce Kaer Trolde. Godny przeciwnik, choć tylko krawiec. Jego imię to Sjusta.|Może warto będzie wyzwać mężczyznę wioskę Kaer Trolde. Godny przeciwnik choć zwykły krawiec. Jego nazwisko brzmi Sjusta.|Możesz rozważyć wyzwanie mężczyzny w wiosce Kaer Trolde. Godny przeciwnik, choć zwykły krawiec. Sjusta to jego imię.
Show me what you have on offer.|Pokaż mi swoje towary.|Pokaż mi, co masz do zaoferowania.| Pokaż mi, czego masz do zaoferowania.|Pokaż mi co oferujesz.|Pokaż mi, co masz do zaoferowania.
"Why'd you call it ""The New Port""?"|Skąd nazwa Nowy Port?|"Dlaczego nazwałeś to ""Nowym Portem""?"|" Dlaczego masz to nazwane '""Nowy Port""'?"""|"Dlaczego nazwałeś to ""Nowy Port""?"|Dlaczego nazwałeś go „Nowym Portem”?
Got anything to sell?|Pokaż mi swoje towary.|Czy ma pan/pani coś na sprzedaż?| Masz coś do sprzedania?|Cóżś ma do sprzedania?|Masz coś na sprzedaż?
Lemme guess… They're tearing your nets, devouring your fish, and attacking the occasional lone boatman or tavern patron who walks home along the shore.|Niech zgadnę... Rwą sieci, wyjadają ryby, a czasem atakują samotnych żeglarzy i tych, co nocą wracają nadbrzeżem z tawerny.|Daj mi zgadnąć... Rozdzierają twoje sieci, pożerają ryby i atakują sporadycznie samotnego wioślarza lub bywalca gospody, który wraca do domu wzdłuż brzegu.| Pozwól mi zgadnąć... Rozdzierają twoje sieci, pożerają twoje ryby i atakują sporadycznego samotnego łodnika lub klienta, który wędruje do domu wzdłuż brzegu.|Pozwól mi zgadnąć... Dziurawią twoje sieci, pożerają twoją ryby i atakują okazjonalnego samotnego sternika lub klienta tawerny, który wraca wzdłuż brzegu do domu.|Daj mi zgadnąć... Rozrywają twoje sieci, pożerają ryby i atakują od czasu do czasu samotnego przewoźnika lub bywalca tawerny, który wraca do domu wzdłuż brzegu.
Geralt, watch out!|Geralt, uważaj!|Geralt, uważaj!| 'Geralt, uważaj!'|Geralcie, strzeż się.|Geralt, uważaj!
What is it?|O co chodzi?|Co to jest?| Co to jest? (reads: tso to yest?)|Co to jest?|Co to jest?
Well, there's not a youth out there who doesn't have a wolf in his belly.|Wiesz... Nosił wilk razy kilka, ponieśli i wilka.|Dobrze, nie ma tam żadnej młodzieży, która nie ma wilka w brzuchu.| Dobrze, nie ma młodego chłopaka, który by nie miał wilka w brzuchu.|Cóż, nie ma tam młodego człowieka bez wilka w brzuchu.|Cóż, nie ma młodego człowieka, który nie miałby wilka w brzuchu.
They robbed one crime boss and almost killed another…|Okradli jednego z hersztów półświatka, prawie zabili drugiego...|Ograbili jednego bossa mafijnego i prawie zabili drugiego...| Oni obrabowali jednego bossa przestępczego i prawie zabili drugiego...|Okradli jednego szefa mafii i prawie zabili drugiego...|Okradli jednego bossa przestępczego i prawie zabili drugiego…
Freya, have mercy… Who'll I leave my home to if Tjalve dies? Who'll continue my line?|Freyjo, zlituj się... Komu ja dom ostawię, jak Tjalve umrze? Kto ród przedłuży?|Frejo, miej litość… Kogo zostawię domowi, jeśli Tjalve umrze? Kto będzie kontynuował moją linię?| Freya, zmiłuj się... Komu pozostawię dom, jeśli Tjalve umrze? Kto będzie kontynuował mój ród?|O Frejo, zmiłuj się... Komu zostawię dom, jeśli zginie Tjalve? Kto kontynuuje mój ród?|Freya, zmiłuj się... Komu zostawię mój dom, jeśli Tjalve umrze? Kto przedłuży mój ród?
That's me.|Tak.|To ja.|" To jest ja. (mówi się / on)
To jest ja. (ona mówi)"|To ja.|To ja.
