en_text,pl_text,dialog_extracted,chrf_dialog_extracted,bleu_dialog_extracted,bertscore_dialog_extracted,comet_dialog_extracted
"See, one of us, Egill, went mute all of a sudden. No spell or potion helps him. But it is said strong emotions and experiences can restore speech. So, I thought perhaps you might… I'll pay you, of course! Give you an e-excellent gwent card!","Widzisz, jeden z nas, Egil, nagle zaniemówił. Żadne zaklęcia i eliksiry nie pomagają. Ale ponoć głos mogą przywrócić też silne emocje, przeżycia. Więc myślałem, że może ty... Oczywiście zapłacę! Dam ci świetną kartę do gwinta!","Egill nagle stracił głos. Żaden czar ani eliksir mu nie pomaga. Mówią jednak, że silne emocje i przeżycia mogą przywrócić mowę. Pomyślałem więc, że może ty... Zapłacę ci, oczywiście! Dam ci świetną kartę gwentową!",0.5231103335229111,0.1169242155717308,0.8426239490509033,0.8227691650390625
"Grant my plea, bring my husband back to health.","Wysłuchaj mnie i spraw, żeby mój mąż wyzdrowiał.","Wysłuchaj mojej prośby, spraw, aby mój mąż odzyskał zdrowie.",0.5303924045974289,0.06030725360407769,0.8509572744369507,0.9443475008010864
Maybe not. And maybe you'll just stay forever.,Może i nie. A może zostaniesz tu na zawsze.,Może nie. A może po prostu zostaniesz tu na zawsze.,0.7977685575847188,0.392814650900513,0.9428004026412964,0.9754695892333984
Is it true elves make soup outta kids?,"To prawda, że elfy robią z dzieci zupę?","Czy to prawda, że elfy robią zupę z dzieci?",0.787390912872055,0.3155984539112945,0.941548764705658,0.9580219388008118
Aaaah!,Aaa!,Ach!,0.08333333333333343,0.0,0.9005858898162842,0.8953759074211121
Aaaand you lost. Get you a hankie for your tears?,I przegrałeś. Chusteczkę na otarcie łez?,A teraz straciłeś. Chcesz chusteczkę na swoje łzy?,0.43557266674850315,0.02777619034011792,0.8136846423149109,0.6434904932975769
Avallac'h has tricked us both.,Avallac'h oszukał nas obu.,Avallac'h oszukał nas oboje.,0.9001716387937738,0.3976353643835253,0.965447187423706,0.9489049911499023
Emhyr var Emreis. On parade. Completely naked.,Wyobraź sobie Emhyra bez ubrań.,Emhyr var Emreis. Na paradzie. Całkowicie nagi.,0.17515496319326854,0.0,0.6661680340766907,0.48231756687164307
What's this?! Did you undress me?!,"Hola, hola! Rozebrałeś mnie?!",Co to?! Czy mnie rozebrałeś?!,0.3798087269113144,0.0,0.8115312457084656,0.8980537056922913
This is none of my concern. Won't interfere.,"To nie moja sprawa, nie wtrącam się.",To jest dla mnie żadnym problemem. Nie zamierzam się wtrącać.,0.32694449229692646,0.021105340631872645,0.7852308750152588,0.9342718720436096
"Once it was bread, then a fish, then apples… Might not seem like much, but add it together and the business suffers! And I'm hardly alone in being pestered. It's nicked something from every stand in the square!","Raz chleb, raz rybę, to znowu jabłka. No niby nic... Ale ziarnko do ziarnka i interes zaczyna przynosić straty! Zresztą, nie tylko mnie nachodzi, o nie, z każdego stoiska już coś zwinął!","Raz było chlebem, potem rybą, potem jabłkami... Może nie wydaje się dużo, ale sumując wszystko, interes cierpi! A ja nie jestem jedyny, który jest nękany. Ukradło coś od każdego straganu na placu!",0.26450087304049175,0.008724383945340666,0.7367790937423706,0.7199051380157471
"Best hurry, then. Some other bloke's already after it.","To musisz się pośpieszyć, bo ktoś już się zgłosił.","Lepiej się pospiesz, bo inny gość już za tym goni.",0.2357313678578278,0.02777619034011792,0.7861027121543884,0.7345349192619324
You lost a marble? Turn around!,Ugryzło cię co? Wracaj!,Straciłeś kulkę? Odwróć się!,0.11636777490436034,0.0,0.8002235889434814,0.6231404542922974
Bless ye.,Bądźcie pozdrowieni.,Niech cię Bóg błogosławi.,0.12278565833309746,0.0,0.7217563986778259,0.8116036057472229
Didn't find any of your folk inside. Just a mage and some monsters.,"W środku nie było nikogo oprócz mnie, czarodzieja i kilku potworów.",Nie znalazłem żadnego z twoich ludzi wewnątrz. Tylko czarodzieja i parę potworów.,0.3653761711748224,0.03986357128268015,0.8100723624229431,0.8897843956947327
You know what might've happened?,"Wiesz, co mogło się stać?!",Wiesz co mogło się stać?,0.7674954776331141,0.26591479484724945,0.9392133951187134,0.9816367626190186
"You again? I've changed the code word, but you're still entitled to a hefty discount.","To znowu ty? Zmieniłem już hasło, ale dalej masz u mnie duży rabat.","Ciągle ty? Zmieniłem hasło, ale nadal masz prawo do sporej zniżki.",0.4153843379578434,0.04969996369966718,0.8215870261192322,0.8711326122283936
You arrogant arsehole!,Ty arogancki łobuzie!,Ty arogancki dupku!,0.5338476826363463,0.24028114141347542,0.8522738218307495,0.9335158467292786
"A megascope… scorched, covered in soot…",Megaskop... Osmolony i nadpalony...,"Megaskop... przypalony, pokryty sadzą...",0.45714866971063867,0.08034284189446518,0.8115649819374084,0.8215522170066833
What're the symptoms?,Jakie są objawy?,Co to za objawy?,0.3925909659766835,0.08034284189446518,0.864919126033783,0.9644957780838013
Achoo!,Apsik!,Ach!,0.05747126436781618,0.0,0.891226589679718,0.8174724578857422
"Drinks it down in greedy slurps,","Co u-pę-dzi, to wy-pi-je,","Pije je chciwie, siorbiąc.",0.06858813521763069,0.0,0.609390139579773,0.4582425057888031
How'd he make his fortune? Honest raidin' and plunderin'?,A on jak się dorobił? Uczciwym rabunkiem i napadami?,Skąd on zdobył swój majątek? Uczciwe rabowanie i grabienie?,0.24389639273032135,0.028517539529041507,0.7974055409431458,0.8004825711250305
Where're you rushing off to?,Dokąd tak pędzicie?,Dokąd się tak spieszysz?,0.29369237468511905,0.09554427922043669,0.871640145778656,0.8253694176673889
Thing that attacked - how big was it?,"Jak wielkie było to, co was zaatakowało?",Co zaatakowało - jak duże było?,0.3889725171933127,0.0,0.84018874168396,0.7613232731819153
Yeah…,Taaa...,No cóż...,0.15774708251652855,0.0,0.8356455564498901,0.762097179889679
"Not enough he's a heretic, he's also a liar! What'll we do with 'im?","Nie dość, że heretyk, to jeszcze łgarz! Co z nim zrobimy?","Nie wystarczy, że jest heretykiem; on też jest kłamcą! Co zrobimy z nim?",0.36214606718555903,0.021972813874997166,0.8409510254859924,0.9364267587661743
So did I. But I changed my mind.,Ja też. Ale zmieniłam zdanie.,Tak samo myślałam. Ale zmieniłam zdanie.,0.7497301973388931,0.20205155046766235,0.8902143836021423,0.9702321887016296
That's enough. Here's your pay. And you - come with me.,To wystarczy. Tu masz swoją zapłatę. A ty – pójdziesz ze mną.,To wystarczy. Oto twoja płaca. A ty - chodź ze mną.,0.3768186181243498,0.06304570627961233,0.8626692295074463,0.9046793580055237
And you… wish me luck.,A ty życz mi powodzenia.,Życz mi szczęścia.,0.1989369229528021,0.05833544737207805,0.8416607975959778,0.8788052201271057
Geralt of Rivia - time to begin.,Geralcie z Rivii – zaczynamy.,Geralt z Rivii - czas zacząć.,0.34762687429808986,0.08633400213704504,0.8463257551193237,0.8574909567832947
Black sun? What're you on about?,"Czarnego Słońca? Nie mam pojęcia, o co ci chodzi...",Czarny słońce? O czym ty mówisz?,0.13191787964971582,0.0,0.7395691275596619,0.7960011959075928
I'm supposed to help solve your problem. Tell me what it is - just the essentials.,"Mam pomóc rozwiązać wasz problem. Opowiadaj, w czym rzecz. Same konkrety.","Mam pomóc ci rozwiązać twój problem. Powiedz mi, o co chodzi - tylko najważniejsze informacje.",0.38286621230568335,0.033241378434410024,0.803005576133728,0.9115807414054871
"You needn't believe me, but even the Temple Guard's afraid to go out nights.","Nie chcesz to nie wierz, ale nawet straż się boi nocą wałęsać.","Nie musisz mi wierzyć, ale nawet Gwardia Świątynna boi się wychodzić nocami.",0.31935962159368775,0.045293761707938834,0.8284719586372375,0.8720915913581848
"So, got the full set of cards. What now?",Mamy już komplet kart. Co teraz?,"No cóż, mamy pełny zestaw kart. Co teraz?",0.48708708476154466,0.1374708101760565,0.8425082564353943,0.9543935060501099
Hmm… Something cut this basket exactly in half.,Hmm... Coś przecięło ten kosz równiutko na pół.,Coś dokładnie przecięło ten koszyk na pół.,0.501789168283233,0.09054992806599667,0.8151800632476807,0.8402237892150879
"You're out to hurt her, I won't let you, so we'll argue and swagger and have who knows how long a pissing contest.","Chcecie ją skrzywdzić, ja na to nie pozwolę, potem będzie kłótnia i udowadnianie, kto jest mocniejszy.","Chcesz jej zaszkodzić, nie pozwolę ci na to, więc będziemy się kłócić, prężyć i mieć nie wiadomo jak długo zawody w sikaniu.",0.33165582221834267,0.011433361115787456,0.7659289836883545,0.5855357646942139
Could've sent some underling to fetch me.,Mogłeś posłać po mnie jakiegoś pachołka.,"Mogliście posłać jakiegoś podwładnego, żeby mnie przyprowadził.",0.41610259228353835,0.043472087194499145,0.8074229955673218,0.6656216382980347
You know… I don't really have a home. I'm a traveler.,"Wiesz, ja... Nie mam domu. Jestem w podróży.",Nie mam tak naprawdę domu. Jestem podróżnikiem.,0.4648406348376916,0.08563683466425753,0.7803456783294678,0.9083967804908752
You mean he can talk?,"Znaczy, że umie mówić?","Czy chcesz powiedzieć, że on potrafi mówić?",0.30676862578592606,0.039281465090051315,0.822067379951477,0.8724532723426819
"The general's not only knowledgeable, but skilled. Congratulations.","Cóż... Generał nie tylko ma wiedzę, ale też umiejętności. Gratuluję.","Generał nie jest tylko dobrze poinformowany, ale też umiejętny. Gratulacje.",0.49958721589476646,0.06674094719041482,0.8328381776809692,0.9039714336395264
When did all this start?,Kiedy się to wszystko zaczęło?,Kiedy to wszystko się zaczęło?,0.6866080055210491,0.14287202148493997,0.9831474423408508,0.9933104515075684
Yen? Why're you here?,Yen? Co ty tu robisz?,Dlaczego tu jesteś?,0.09926470588235303,0.05833544737207805,0.7454501986503601,0.8565517067909241
"Come on, good folk, clap for her! Clap! Witch needs some encouragement! Dance, cunt!","No, dalej, ludzie, klaszczcie, klaszczcie! Wiedźmie łacniej będzie tańcować!","Dalej, dobrzy ludzie, oklaskujcie ją! Oklaskujcie! Czarownica potrzebuje trochę zachęty! Tańcz, kurwo!",0.2815096956337407,0.017033186037639283,0.750113308429718,0.7060874700546265
But it's infested with beasts…,Kiedy tam potwory się zalęgły...,Ale jest pełne stworzeń...,0.1427055899546783,0.0,0.7646151185035706,0.5583512187004089
I'll have to lie about killing you. Usually I bring a trophy…,"Będę musiał skłamać, że cię zabiłem. Zwykle przynoszę trofeum...","Będę musiał skłamać, że cię zabiłem. Zazwyczaj przynoszę trofeum...",0.862797323371829,0.6606328636027614,0.9685006141662598,0.9487446546554565
Clan emblem indicates a Dimun man. So he was from Faroe.,Insygnia klanowe wskazują na człowieka z Dimun. Czyli pochodził z Faroe.,Godło klanu wskazuje na mężczyznę z Dimun. Więc on był z Faroe.,0.33363678089760884,0.053863663688318665,0.8165420293807983,0.8812416791915894
"Everybody's skimpin'. There's a war on, folk don't spend coin on new clothes.","Nikomu się nie przelewa. Jest wojna, to ludzie nie wydają pieniędzy na nowe ubrania.","Wszyscy oszczędzają. Jest wojna, ludzie nie wydają pieniędzy na nowe ubrania.",0.6570598398744862,0.4808032462851158,0.8877929449081421,0.9010754227638245
You're kidding.,Żartujesz?,Żartujesz.,0.8590608465608466,0.0,0.8692957758903503,0.937483012676239
You old friends?,Starzy znajomi?,Czy jesteście starymi przyjaciółmi?,0.2198332068998002,0.0,0.7647691369056702,0.9216688275337219
Gave me enough material for a volume of ballads! And this one'll sell like hotcakes!,Mam teraz materiał na cały tomik pieśni! To będzie schodziło jak świeże bułeczki!,Dostarczyło mi wystarczająco materiału na tom ballad! A ta sprzeda się jak świeże bułeczki!,0.40140656394025725,0.07596458453655348,0.8148291110992432,0.725460946559906
Errrrr…,Eeeeee.,Eee...,0.24939133108414088,0.0,0.8318530917167664,0.8735170960426331
"Do as I ask, please. I need the strongest, most complete memory you have of…","Współpracuj, proszę. Opowiedz mi najsilniejsze wspomnienie o...","Wykonaj moje polecenia, proszę. Potrzebuję najsilniejszego, najbardziej kompletnego wspomnienia, jakie masz o...",0.48709463102068856,0.020255986027125642,0.7849854230880737,0.8481846451759338
Why'd you priests take an interest in the fallen so late?,Czemu dopiero teraz kapłani Wiecznego Ognia zainteresowali się losem poległych?,Dlaczego kapłani interesują się poległymi tak późno?,0.27238954523611675,0.02558948059670209,0.7607294321060181,0.8852033019065857
Idgit insisted he'd explore the caves to the east.,"Kretyn uparł się, że przeszuka jaskinie na wschodzie.","Idgit upierał się, że będzie eksplorował jaskinie na wschodzie.",0.5430924975284607,0.14923729480049117,0.8687539100646973,0.9215160608291626
Hunting outlaws - just not what I do.,Nie zajmuję się ściganiem przestępców.,Polowanie na przestępców - zupełnie nie moja działka.,0.3739771707244615,0.0,0.7577489614486694,0.8441868424415588
I praise you with all my heart!,Całym sercem cie chwale!,Chwalę cię całym sercem.,0.5238907112552623,0.0,0.7392808794975281,0.9329155087471008
Hm?,Hm?,Hm?,0.5,0.1778279410038923,1.0000001192092896,0.992595374584198
Henckel told me. Old man's alive and well - faked his own death to escape his creditors.,"Henckel mi powiedział. Staruszek ma się dobrze – upozorował tylko śmierć, żeby uciec od wierzycieli.","Henckel mi powiedział. Stary człowiek żyje i ma się dobrze - sfingował własną śmierć, żeby uciec przed wierzycielami.",0.6571697007254356,0.12186965637372624,0.8678471446037292,0.8384835124015808
That it does.,A jakże.,To prawda.,0.04629629629629639,0.0,0.7650760412216187,0.7479313015937805
Avallac'h blackmailed you - do you not remember? Tried to force you to warm our king's bed?,"Nie pamiętasz, jak Avallac’h cię szantażował? Jak próbował cię zmusić, żebyś grzała łoże naszego króla?","Czy nie pamiętasz, że Avallac'h cię szantażował? Próbował zmusić cię, żebyś ogrzewała nasze królewskie łoże?",0.5515259390097387,0.033241378434410024,0.8899196982383728,0.91984623670578
Religion is the opiate of the masses! The gods are dead! Thus speaks Master Friedrich of Oxenfurt!,"Mistrz Fridrich z Oxenfurtu rzecze, że bogowie umarli! Religia to opium dla ludu!",Religia jest opium dla mas! Bogowie są martwi! Tak mówi Mistrz Friedrich z Oxenfurtu!,0.5198960175976195,0.03798229226827674,0.8220176696777344,0.905331015586853
"First you've gotta run the Warrior's Trail along the mountain's ridge. At the summit ye'll find a crimson shawl. That is, you'll find it if you make it there.","Na początek pobiegniesz Drogą Wojownika wzdłuż grani. Na szczycie wzgórza znajdziesz szkarłatny szal. To znaczy znalazłbyś, jakby ci się udało tam dotrzeć.","Najpierw musisz pobiec Szlakiem Wojownika wzdłuż grani góry. Na szczycie znajdziesz karmazynowy szal. To znaczy, znajdziesz go, jeśli tam dotrzesz.",0.5057176792654547,0.03429628713102551,0.8286675214767456,0.8194175958633423
What kind of pass're we talking about?,Co to za glejt?,O jakim rodzaju przepustki mowa?,0.11126672891378782,0.0,0.6919455528259277,0.6587727069854736
"You're pushin' it, friend.",Za dużo sobie pozwalasz.,"Przesadzasz, kolego.",0.13027161963332182,0.0,0.7046816349029541,0.5790567398071289
It can't be! Is that the lovely warble of my favorite accomplice?,"Niemożliwe, czyżby to był słowiczy głosik mojej ulubionej wspólniczki?",Niemożliwe! Czy to ten uroczy trel mojego ulubionego wspólnika?,0.3805785373853892,0.023980296761827107,0.8209900856018066,0.6758788228034973
Aaaaaaaaaaaaaaa!,Aaaaaaaaaaaaaaa!,Ach!,0.022522522522522615,0.0,0.7701364755630493,0.6211389899253845
Might be… From what I know she was looking to cure a powerful curse while in Novigrad.,Może... W Novigradzie szukała leku na jakąś potężną klątwę.,"Może być... Z tego co wiem, szukała sposobu na uleczenie potężnej klątwy podczas pobytu w Novigradzie.",0.4504466922375676,0.014628063653657535,0.816577136516571,0.8703039884567261
Be careful. You could get found out.,Ktoś może cię zdemaskować.,Uważaj. Możesz się zdradzić.,0.17777908789313934,0.0,0.7584279775619507,0.7311459183692932
They hard to build?,Trudno jest je skonstruować?,Czy są trudne do zbudowania?,0.1722716017713548,0.0,0.7902969717979431,0.9145119190216064
Good. Meet you there.,Dobrze. Tam się spotkamy.,Dobrze. Spotkamy się tam.,0.5271761176559938,0.09554427922043669,0.9075167179107666,0.9757502675056458
"Ah… Take these leaves. Chew 'em, but don't swallow. Ye can pay me next time.","A... To weź te liście. Żuj, ale nie przełykaj. No i... Możesz zapłacić następnym razem.","Weź te liście. Żuj je, ale nie połykaj. Możesz mi zapłacić następnym razem.",0.656679290154793,0.1001944436308141,0.8864579200744629,0.8834419846534729
"Don't believe you, somehow.",Jakoś ci nie wierzę.,Nie ufam ci jakoś.,0.17662814752798242,0.08034284189446518,0.8383787274360657,0.9071235060691833
"I kill as my calling, not just to get paid.","Nie robię tylko tego dlatego, że tak się opłaca.","Zabijam, bo to moje powołanie, nie tylko dla pieniędzy.",0.2126681919257822,0.023980296761827107,0.7290797829627991,0.7836837768554688
Not my kind of work. Need to figure it out yourself.,To nie jest zlecenie dla mnie. Radź sobie sam.,Nie moja robota. Musisz sam się tym zająć.,0.1112511681457855,0.0,0.74222731590271,0.847123920917511
You're just jealous you didn't think of it first… But is that any reason to spoil it for us?,"Hej, wiem, że jesteś zazdrosny, bo sam na to nie wpadłeś... Ale to nie powód, żeby nam psuć zabawę.","Jesteś po prostu zazdrosny, że nie pomyślałeś o tym pierwszy... Ale czy to jest jakiś powód, żeby psuć to dla nas?",0.39431410730966343,0.02813466693559086,0.805526077747345,0.7485344409942627
"Sorry, you're on your own. I've--","Wybaczcie, ale to już beze mnie, bo...","Przepraszam, radź sobie sam. Mam już dosyć polityki.",0.131069753617949,0.02777619034011792,0.6898632049560547,0.7342743873596191
"A Changeling Rescued, or the Witcher's Triumph - really emphasizes the message we're trying to get across.","„Zmiennik wybawiony albo tryumf Wiedźmina”. Chcemy, żeby Dudu od razu zrozumiał przekaz.","Ratunek dla Changelinga lub Tryumf Wiedźmina naprawdę podkreśla przekaz, który próbujemy przekazać.",0.3027669776897772,0.0,0.7450766563415527,0.7588361501693726
Morkvarg doesn't give up easily…,Widać Morkvarg łatwo nie odpuszcza.,Morkvarg nie poddaje się łatwo...,0.36407391687310225,0.06389431042462725,0.8031944632530212,0.8763701319694519
"Bleeding out his heart-blood's warmth, 'Fire, save me!' the student cried. Thrusting his stump into the hearth, he found heat, but still died.","„Zakrwawiony żak zakwiczał, trzeba mi świętego znicza! Wsadził kikut w palenisko i przekręcił się, chłopisko”.","Krwawiąc z serca ciepłą krwią, ""Ogień, ratuj mnie!"" - zawołał uczeń. Wpychając swój kikut do paleniska, poczuł ciepło, ale i tak umarł.",0.23050948626925682,0.010331208012220438,0.6895018815994263,0.6724850535392761
"Hefty sack, like a bull's. When do we sail?","Worek ciężki jak bycze jaja. To co, gotowyś do drogi?","Ciężki worek, jak u byka. Kiedy wypływamy?",0.1809473138072424,0.02151810250197126,0.7693890929222107,0.5342978835105896
"What with the war and all, m'lady's ordained but eighty-five desserts this time.",Tym razem ze względu na trudne wojenne czasy będziemy musieli się ograniczyć do osiemdziesięciu pięciu deserów.,"Co gorsza, ze względu na wojnę, tym razem lady zarządziła jedynie osiemdziesiąt pięć deserów.",0.3758386208919844,0.06963003305718092,0.7753172516822815,0.7207581996917725
Yyyeah… Must've traveled far and wide.,Ymm... Musiał dużo podróżować.,Musiał się pewnie dużo przemieszczać.,0.2860990546284525,0.06389431042462725,0.7787313461303711,0.8461250066757202
"Aye, quite the rogues, they are. Three of 'em, and every one's got a pack o' rapes and murders under his belt. Even took to grave robbin' lately!","Tak, niezłe z nich gnidy. Jest ich trzech, a wszyscy mają na koncie po kilka gwałtów i zabójstw. Ostatnio nawet jakiś grób rozkopali.","Tak, całkiem niezłe z nich łotry. Trzech ich jest, a każdy ma na koncie serię gwałtów i morderstw. Ostatnio nawet zajęli się rabowaniem grobów!",0.44768497798434653,0.06964541799727335,0.8310933709144592,0.9207451939582825
"In a side alley, along the road from the docks to the brothel district. Someone had dropped it there in the middle of the night.","W bocznej uliczce, przy drodze z doków do dzielnicy burdeli. Ktoś porzucił je w środku nocy.","W ciemnym zaułku, wzdłuż drogi od doków do dzielnicy domów publicznych. Ktoś porzucił je tam w środku nocy.",0.5484927421015147,0.12512236921161915,0.8808544874191284,0.7843047976493835
Watch how you walk!,Jakże chodzisz!,"Uważaj, jak chodzisz!",0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567
"Behave yourself. Do what you must, but behave.","Zachowuj się. Byle jak, ale się zachowuj, człowieku.","Bądź grzeczny. Rób co musisz, ale zachowuj się.",0.31210341927613944,0.03303164318013808,0.797848105430603,0.7889241576194763
We promised to remain friends. I hope nothing'll change that.,"Obiecaliśmy sobie pozostać przyjaciółmi i mam nadzieję, że nic tego nie zmieni.","Obiecaliśmy pozostać przyjaciółmi. Mam nadzieję, że nic tego nie zmieni.",0.8215723175024595,0.4548244246960421,0.9604025483131409,0.9780954122543335
Made no offerin'.,Ofiary nie złożył.,Nie złożył żadnej propozycji.,0.4293107627666452,0.0,0.7744755148887634,0.7520288228988647
You heard? They raided Cleaver's house.,"Słyszałeś, że napadli na dom Tasaka?",Słyszałeś? Przeszukali dom Cleavera.,0.3156102936296495,0.04873039689743777,0.8270865082740784,0.7843775153160095
And then?,A potem?,I co potem?,0.7004744807164163,0.11362193664674995,0.8743336796760559,0.9533432126045227
Guards!,Straże!,Strażnicy!,0.46517046018149005,0.0,0.9113820195198059,0.955353856086731
Bloede glewynn!,Bloede glewynn!,Krew wilka!,0.06224712107065056,0.0,0.7368267774581909,0.7579085826873779
Family doesn't mind having a race track right by their house?,Rodzinie nie przeszkadza tor wyścigowy pod domem?,"Czy rodzina nie ma nic przeciwko temu, żeby mieć tor wyścigowy tuż obok ich domu?",0.4072372674601328,0.030934588294313718,0.7996323108673096,0.9025634527206421
Weapon!,Broń!,Broń!,0.8333333333333334,0.1778279410038923,1.0000001192092896,0.9955602288246155
The sword is un… necessary.,Miecz eee.. jest tu niepotrzebny...,Miecz jest... niepotrzebny.,0.5505744580146308,0.05833544737207805,0.8649080991744995,0.8869944214820862
What're you sniffin' at?,Co tak niuchasz?,Co takiego wąchasz?,0.4877041922150021,0.11362193664674995,0.7497379779815674,0.7721449732780457
"Tsk, tsk. Be on your way.","No, no. Idźcie sobie.",Idź już stąd.,0.07951270077795221,0.0,0.782910943031311,0.7856536507606506
Help!,Na pomoc!,Pomocy!,0.2684597807668724,0.0,0.821942925453186,0.9631022810935974
The Eternal Fire will guide us…,Wieczny Ogień nas prowadzi...,Wieczny Ogień poprowadzi nas...,0.7041451446220554,0.16990442448471224,0.8819845914840698,0.961611270904541
"Wouldn't hit a halfling, would you?",Chyba nie uderzysz niziołka?,"Nie uderzysz półorka, prawda?",0.38167676178668986,0.08034284189446518,0.835436224937439,0.7975141406059265
Blasphemers! Oughta teach them respect for the faith!,Bluźniercy! Szacunku do wiary trzeba ich nauczyć!,Trzeba nauczyć ich szacunku dla wiary!,0.4091603569459796,0.03455747170954952,0.7914876341819763,0.9053523540496826
We will conquer or perish. Hjalmar and Cerys showed us how to die like heroes.,"Zwyciężymy albo zginiemy. Hjalmar i Cerys dali przykład, jak umierają prawdziwi bohaterowie.","Podbijemy lub zginiemy. Hjalmar i Cerys pokazali nam, jak umierać jak bohaterowie.",0.5136211296845874,0.23462350320528,0.8859298229217529,0.8923977017402649
You haven't changed a lick.,Nic się nie zmieniłeś.,Nic się nie zmieniłeś/nic się nie zmieniłaś.,0.857362604214952,0.16348126556655487,0.8402167558670044,0.8630479574203491
"Aye, felt it comin' in me bones.",Na deszcz mnie tak łamało.,"Tak, czułem to nadchodzące w moich kościach.",0.14924253787310643,0.0,0.7002006769180298,0.5233330130577087
Maybe you've seen her. Young... Ashen hair.,Może ją widziałaś. Młoda... Ma szare włosy.,Może ją widziałeś. Młoda... Popielate włosy.,0.6471750234129232,0.08690744034581972,0.9371778964996338,0.9403494000434875
Doing a population count? Is that it?,A co? Robisz spis powszechny?,Robisz spis ludności? Czyżby?,0.3814012387061214,0.13232169883599026,0.7712188959121704,0.847676157951355
Man'll be thrilled. Come on! Go!,Na pewno się ucieszy. No? No idź!,Będzie zachwycony. Ruszajmy! Jedźmy!,0.12771966147252195,0.0,0.7511551976203918,0.7884749174118042
"Actually, I see a few monsters…",Widzę nawet kilka potworów...,W rzeczywistości widzę kilka potworów...,0.6377115074941162,0.11362193664674995,0.9089742302894592,0.941740095615387
"But I'll not dress like a Novigrad doll. I'll stick with wool, thank you very much.",Ja się nie muszę stroić jak te novigradzkie lalki. Wełna mi wystarczy.,"Ale nie ubiorę się jak lalka z Novigradu. Zostanę przy wełnie, dziękuję bardzo.",0.2661706103785673,0.020448007360218394,0.7408063411712646,0.7796829342842102
It's not that.,Nie w tym rzecz.,To nie tak.,0.06727786900200701,0.0,0.8004888296127319,0.6543282866477966
"Don't touch 'im. Don't even look at 'im. Worse than lepers, that lot.",Nie tykać go. Nawet nie patrzeć. To gorsze niż trędowaty.,"Nie dotykaj go. Nawet na niego nie patrz. Gorsi od trędowatych, ta cała banda.",0.49052816365416074,0.03592143420342892,0.819350004196167,0.7798460721969604
Oh fuck me…,Ja pierdolę...,Cholera jasna...,0.17053586213422275,0.0,0.7346733212471008,0.4823541045188904
From who?,Od kogo?,Od kogo?,1.0,0.316227766016838,1.0,0.9915814995765686
Wonderful.,Świetnie.,Wspaniale.,0.11441233663455895,0.0,0.7752763032913208,0.8891869187355042
He's a witcher. The very one who first foiled an attempt on Foltest's life and then killed that monarch.,"To wiedźmin. Ten sam, który najpierw powstrzymał zamach na Foltesta, a potem go zabił.","To jest wiedźmin. Ten sam, który po raz pierwszy udaremnił zamach na życie Foltesta, a potem zabił tego monarchę.",0.6355558430848439,0.209734257913107,0.9003136157989502,0.8586414456367493
What am I supposed to parry? I'm fighting a stupid dummy!,Co ja mam blokować? Walczę z głupią kukłą!,Co mam sparować? Walczę z głupim manekinem!,0.4994184679776674,0.07201170728284921,0.903188169002533,0.7251828908920288
Something tells me he's not gonna like this…,"Coś mi mówi, że to mu się nie spodoba...","Coś mi mówi, że on nie będzie tym zachwycony...",0.42596382371293967,0.3155984539112945,0.8822365403175354,0.9430971145629883
"You'll not get food, not from me.",Nie dostaniesz nic do jedzenia. Nie ode mnie.,"Nie dostaniesz jedzenia, nie ode mnie.",0.6748720440372792,0.08748468738276342,0.9343035221099854,0.9509531855583191
"Graden'll show up, and Zoltan awaits your signal.","Graden się zjawi, a Zoltan czeka na twój sygnał.","Graden się pojawi, a Zoltan czeka na twój sygnał.",0.901986627977203,0.6606328636027614,0.986434280872345,0.9246610403060913
That is no meteorite crater…,To nie był meteoryt...,To nie jest krater uderzeniowy...,0.2534650556128884,0.11362193664674995,0.8406363129615784,0.7606133818626404
"Fine, so be it, I'll take ye… Old man's like to throw a fit elsewise.","Dobra, niech będzie... Bo stary się będzie pluł.","Dobrze, niech tak będzie, wezmę cię... Stary inaczej dostanie szału.",0.3567637198811941,0.021105340631872645,0.7994676232337952,0.6845521330833435
Gladly. I was about to ask the same.,Chętnie. Sama miałam to zaproponować.,Chętnie. Miałem właśnie zapytać o to samo.,0.3230567483454439,0.039281465090051315,0.8405704498291016,0.7916713356971741
"It's always been comin' and just… never arrives. Black Ones, though, they've come. Sittin' right across the river. War's the real worry, not prophecies.","Idzie, idzie i przyjść nie może. Za to Czarni za rzeką stoją. Wojną trzeba się martwić, nie przepowiedniami.","To zawsze nadchodziło i po prostu... nigdy nie nadchodzi. Czarne Jedynki jednak, one już przyszły. Siedzą dokładnie po drugiej stronie rzeki. Prawdziwym zmartwieniem jest wojna, a nie proroctwa.",0.2780152598167989,0.008839374326825921,0.7018722891807556,0.7411548495292664
Right. Mean to say you're a she-witcher?,"Ta. Chcesz powiedzieć, że jesteś wiedźminką?","Czyli chcesz powiedzieć, że jesteś babra-wiedźminem?",0.733738385097158,0.20205155046766235,0.8591340780258179,0.8181723952293396
Call the cavalry!,Wezwać posiłki!,Wezwij kawalerię!,0.19834221007448896,0.0,0.8012933731079102,0.6320420503616333
