en_text,pl_text,dialog_prev,dialog_next,chrf_dialog_prev,bleu_dialog_prev,bertscore_dialog_prev,comet_dialog_prev,chrf_dialog_next,bleu_dialog_next,bertscore_dialog_next,comet_dialog_next
Gave me enough material for a volume of ballads! And this one'll sell like hotcakes!,Mam teraz materiał na cały tomik pieśni! To będzie schodziło jak świeże bułeczki!,Dostarczyło mi wystarczająco materiału na tom ballad! A ta sprzeda się jak świeże bułeczki!,Dostarczyło mi wystarczająco materiału na tom ballad! A ta sprzeda się jak świeże bułeczki!,0.40140656394025725,0.07596458453655348,0.8148291110992432,0.725460946559906,0.40140656394025725,0.07596458453655348,0.8148291110992432,0.725460946559906
Errrrr…,Eeeeee.,Eee...,Eee...,0.24939133108414088,0.0,0.8318530917167664,0.8735170960426331,0.24939133108414088,0.0,0.8318530917167664,0.8735170960426331
"Do as I ask, please. I need the strongest, most complete memory you have of…","Współpracuj, proszę. Opowiedz mi najsilniejsze wspomnienie o...","Wykonaj moje polecenia, proszę. Potrzebuję najsilniejszego, najbardziej kompletnego wspomnienia, które masz o...","Rób, co mówię, proszę. Potrzebuję najsilniejszego, najpełniejszego wspomnienia, jakie masz o...",0.48704968994742387,0.020255986027125642,0.7864668965339661,0.840285062789917,0.5006068922656042,0.022416933501922302,0.7798723578453064,0.8169703483581543
Why'd you priests take an interest in the fallen so late?,Czemu dopiero teraz kapłani Wiecznego Ognia zainteresowali się losem poległych?,Dlaczego kapłani interesują się upadłymi tak późno?,Dlaczego kapłani zainteresowali się poległymi tak późno?,0.21906709204596564,0.02558948059670209,0.7465100288391113,0.8120065331459045,0.406221119150498,0.05035983350735684,0.7959784865379333,0.9171055555343628
Idgit insisted he'd explore the caves to the east.,"Kretyn uparł się, że przeszuka jaskinie na wschodzie.","Idgit upierał się, że będzie eksplorował jaskinie na wschodzie.","Idgit upierał się, że będzie eksplorował jaskinie na wschodzie.",0.5430924975284607,0.14923729480049117,0.8687539100646973,0.9215160608291626,0.5430924975284607,0.14923729480049117,0.8687539100646973,0.9215160608291626
Hunting outlaws - just not what I do.,Nie zajmuję się ściganiem przestępców.,"Polowanie na przestępców - po prostu nie jest tym, co robię.",Polowanie na banitów - to zupełnie nie moja działka.,0.3641525134899257,0.0,0.7622948884963989,0.8493742942810059,0.15021804176215944,0.0,0.672447919845581,0.5803632736206055
I praise you with all my heart!,Całym sercem cie chwale!,Chwalę cię całym sercem.,Chwalę cię całym sercem!,0.5238907112552623,0.0,0.7392808794975281,0.9329155087471008,0.5318272191917702,0.0,0.8370776176452637,0.9392164349555969
Hm?,Hm?,Hmm?,Hm?,0.3200204813108039,0.0,0.9190655946731567,0.9506730437278748,0.5,0.1778279410038923,1.0000001192092896,0.992595374584198
Henckel told me. Old man's alive and well - faked his own death to escape his creditors.,"Henckel mi powiedział. Staruszek ma się dobrze – upozorował tylko śmierć, żeby uciec od wierzycieli.","Henckel mi powiedział. Stary człowiek żyje i ma się dobrze - sfingował własną śmierć, żeby uciec przed wierzycielami.","Henckel mi powiedział. Stary człowiek żyje i ma się dobrze - sfingował własną śmierć, żeby uciec przed wierzycielami.",0.6571697007254356,0.12186965637372624,0.8678471446037292,0.8384835124015808,0.6571697007254356,0.12186965637372624,0.8678471446037292,0.8384835124015808
That it does.,A jakże.,To prawda.,To prawda.,0.04629629629629639,0.0,0.7650760412216187,0.7479313015937805,0.04629629629629639,0.0,0.7650760412216187,0.7479313015937805
Avallac'h blackmailed you - do you not remember? Tried to force you to warm our king's bed?,"Nie pamiętasz, jak Avallac’h cię szantażował? Jak próbował cię zmusić, żebyś grzała łoże naszego króla?","Czy nie pamiętasz, że Avallac'h cię szantażował? Próbował zmusić cię, żebyś ogrzewała nasze królewskie łoże?","Avallac'h szantażował cię - czy nie pamiętasz? Próbował zmusić cię, byś ogrzewała nasze królewskie łoże?",0.5515259390097387,0.033241378434410024,0.8899196982383728,0.91984623670578,0.49616716839571845,0.013217947626377298,0.84307861328125,0.8986822366714478
Religion is the opiate of the masses! The gods are dead! Thus speaks Master Friedrich of Oxenfurt!,"Mistrz Fridrich z Oxenfurtu rzecze, że bogowie umarli! Religia to opium dla ludu!",Religia jest opium dla mas! Bogowie są martwi! Tak mówi Mistrz Friedrich z Oxenfurtu!,Religia jest opium dla mas! Bogowie są martwi! Tak mówi Mistrz Friedrich z Oxenfurt!,0.5198960175976195,0.03798229226827674,0.8220176696777344,0.905331015586853,0.5032237668906898,0.03798229226827674,0.8139992952346802,0.9013999104499817
"First you've gotta run the Warrior's Trail along the mountain's ridge. At the summit ye'll find a crimson shawl. That is, you'll find it if you make it there.","Na początek pobiegniesz Drogą Wojownika wzdłuż grani. Na szczycie wzgórza znajdziesz szkarłatny szal. To znaczy znalazłbyś, jakby ci się udało tam dotrzeć.","Najpierw musisz pobiec Szlakiem Wojownika wzdłuż grani góry. Na szczycie znajdziesz karmazynowy szal. Oczywiście, znajdziesz go, jeśli tam dotrzesz.","Najpierw musisz pobiec Szlakiem Wojownika wzdłuż grani góry. Na szczycie znajdziesz karmazynowy szal. To znaczy, znajdziesz go, jeśli tam dotrzesz.",0.453944291412425,0.029909588876874144,0.8102295398712158,0.8299375176429749,0.5057176792654547,0.03429628713102551,0.8286675214767456,0.8194175958633423
What kind of pass're we talking about?,Co to za glejt?,O jakim rodzaju przepustki mowa?,Jaki rodzaj biletu mamy na myśli?,0.11126672891378782,0.0,0.6919455528259277,0.6587727069854736,0.12449424214130105,0.0,0.7169275283813477,0.6960017681121826
"You're pushin' it, friend.",Za dużo sobie pozwalasz.,"Przesadzasz, kolego.","Przesadzasz, kolego.",0.13027161963332182,0.0,0.7046816349029541,0.5790567398071289,0.13027161963332182,0.0,0.7046816349029541,0.5790567398071289
It can't be! Is that the lovely warble of my favorite accomplice?,"Niemożliwe, czyżby to był słowiczy głosik mojej ulubionej wspólniczki?",Niemożliwe! Czy to ten uroczy trel mojego ulubionego wspólnika?,Niemożliwe! Czy to ten uroczy trel mojego ulubionego wspólnika?,0.3805785373853892,0.023980296761827107,0.8209900856018066,0.6758788228034973,0.3805785373853892,0.023980296761827107,0.8209900856018066,0.6758788228034973
Aaaaaaaaaaaaaaa!,Aaaaaaaaaaaaaaa!,Ach!,Aaaaaaaaaaaaaaa!,0.022522522522522615,0.0,0.7701364755630493,0.6211392283439636,1.0,0.1778279410038923,1.0,0.9964808821678162
Might be… From what I know she was looking to cure a powerful curse while in Novigrad.,Może... W Novigradzie szukała leku na jakąś potężną klątwę.,"Może być... Z tego co wiem, ona próbowała wyleczyć potężną klątwę, gdy była w Novigradzie.","Może być... Z tego co wiem, ona próbowała wyleczyć potężną klątwę, gdy była w Novigradzie.",0.47167135133259763,0.013217947626377298,0.816444456577301,0.8210673928260803,0.47167135133259763,0.013217947626377298,0.816444456577301,0.8210673928260803
Be careful. You could get found out.,Ktoś może cię zdemaskować.,Uważaj. Możesz się wydać.,Uważaj. Możesz się wydać.,0.1562253286939472,0.0,0.76044762134552,0.5933104157447815,0.1562253286939472,0.0,0.76044762134552,0.5933104157447815
They hard to build?,Trudno jest je skonstruować?,Czy są trudne do zbudowania?,Czy są trudne do zbudowania?,0.1722716017713548,0.0,0.7902969717979431,0.9145119190216064,0.1722716017713548,0.0,0.7902969717979431,0.9145119190216064
Good. Meet you there.,Dobrze. Tam się spotkamy.,Dobrze. Spotkamy się tam.,Dobrze. Do zobaczenia tam.,0.5271761176559938,0.09554427922043669,0.9075167179107666,0.9757502675056458,0.28435382345907995,0.08034284189446518,0.8245813846588135,0.8975920677185059
"Ah… Take these leaves. Chew 'em, but don't swallow. Ye can pay me next time.","A... To weź te liście. Żuj, ale nie przełykaj. No i... Możesz zapłacić następnym razem.","Weź te liście. Żuj je, ale nie połykaj. Możesz mi zapłacić następnym razem.","Ah... Weź te liście. Żuj je, ale nie połykaj. Możesz mi zapłacić następnym razem.",0.656679290154793,0.1001944436308141,0.8864579200744629,0.8834419846534729,0.668227216886815,0.10002421009027973,0.9159079790115356,0.8899218440055847
"Don't believe you, somehow.",Jakoś ci nie wierzę.,Nie wierzę ci jakoś.,"Nie mogę ci uwierzyć, jakoś.",0.5149083351289234,0.08034284189446518,0.9111304879188538,0.9642185568809509,0.33032090896164545,0.05372849659117709,0.8456841707229614,0.8930536508560181
"I kill as my calling, not just to get paid.","Nie robię tylko tego dlatego, że tak się opłaca.","Zabijam jako moje powołanie, nie tylko dla pieniędzy.","Zabijam jako swoje powołanie, nie tylko po to, żeby dostać pieniądze.",0.21320197662319285,0.024512401940754224,0.720386803150177,0.7868261933326721,0.2225707163788351,0.018850319022747353,0.7489194869995117,0.7553980350494385
Not my kind of work. Need to figure it out yourself.,To nie jest zlecenie dla mnie. Radź sobie sam.,Nie moja robota. Musisz sam się tym zająć.,Nie moja działka. Musisz sam się w tym rozeznać.,0.1112511681457855,0.0,0.74222731590271,0.847123920917511,0.12287423865839865,0.0,0.7297413349151611,0.7781049013137817
You're just jealous you didn't think of it first… But is that any reason to spoil it for us?,"Hej, wiem, że jesteś zazdrosny, bo sam na to nie wpadłeś... Ale to nie powód, żeby nam psuć zabawę.","Jesteś po prostu zazdrosny, że nie pomyślałeś o tym pierwszy... Ale czy to jest jakiś powód, żeby psuć nam to?","Jesteś po prostu zazdrosny, że nie pomyślałeś o tym pierwszy... Ale czy to jest jakiś powód, żeby nam to zepsuć?",0.39789384514608356,0.029660903203497246,0.8149194717407227,0.8379091024398804,0.4243265085282289,0.0627251733901403,0.8093395829200745,0.7065086364746094
"Sorry, you're on your own. I've--","Wybaczcie, ale to już beze mnie, bo...","Przepraszam, radź sobie sam. Mam...","Przepraszam, musisz sobie radzić sam(a). Mam już dosyć...",0.10029435459924103,0.0,0.7691854238510132,0.6355977058410645,0.13958931456011006,0.02777619034011792,0.7503452301025391,0.7314976453781128
"A Changeling Rescued, or the Witcher's Triumph - really emphasizes the message we're trying to get across.","„Zmiennik wybawiony albo tryumf Wiedźmina”. Chcemy, żeby Dudu od razu zrozumiał przekaz.","Ratunek dla zmiennokształtnego lub triumf wiedźmina - naprawdę podkreśla przekaz, który próbujemy przekazać.","Uratowany Changeling, czyli Tryumf Wiedźmina - naprawdę podkreśla przekaz, który próbujemy przekazać.",0.2724729845759228,0.0,0.7319238185882568,0.7023478150367737,0.3104915416752087,0.0,0.731448769569397,0.6922622323036194
Morkvarg doesn't give up easily…,Widać Morkvarg łatwo nie odpuszcza.,Morkvarg nie poddaje się łatwo...,Morkvarg nie poddaje się łatwo...,0.36407391687310225,0.06389431042462725,0.8031944632530212,0.8763701319694519,0.36407391687310225,0.06389431042462725,0.8031944632530212,0.8763701319694519
"Bleeding out his heart-blood's warmth, 'Fire, save me!' the student cried. Thrusting his stump into the hearth, he found heat, but still died.","„Zakrwawiony żak zakwiczał, trzeba mi świętego znicza! Wsadził kikut w palenisko i przekręcił się, chłopisko”.","Krwawiąc z serca ciepłą krwią, ""Ogień, ratuj mnie!"" - zawołał uczeń. Wpychając swój kikut do paleniska, poczuł ciepło, ale i tak umarł.","Krwawiąc z serca ciepłą krwią, ""Ogień, ratuj mnie!"" - krzyknął uczeń. Wpychając swój kikut do paleniska, poczuł ciepło, ale i tak umarł.",0.23050948626925682,0.010331208012220438,0.6895018815994263,0.6724850535392761,0.23197418869335618,0.010331208012220438,0.6894188523292542,0.6592783331871033
"Hefty sack, like a bull's. When do we sail?","Worek ciężki jak bycze jaja. To co, gotowyś do drogi?","Ciężki worek, jak u byka. Kiedy wypływamy?","Ciężki worek, jak u byka. Kiedy wypływamy?",0.1809473138072424,0.02151810250197126,0.7693890929222107,0.5342978835105896,0.1809473138072424,0.02151810250197126,0.7693890929222107,0.5342978835105896
"What with the war and all, m'lady's ordained but eighty-five desserts this time.",Tym razem ze względu na trudne wojenne czasy będziemy musieli się ograniczyć do osiemdziesięciu pięciu deserów.,"Co gorsza, ze względu na wojnę, tym razem lady zarządziła jedynie osiemdziesiąt pięć deserów.","Ze względu na wojnę i tak dalej, tym razem zamówiono tylko osiemdziesiąt pięć deserów dla pani.",0.3758386208919844,0.06963003305718092,0.7753172516822815,0.7207581996917725,0.35634210508608294,0.02878787818101127,0.7863692045211792,0.7396711707115173
Yyyeah… Must've traveled far and wide.,Ymm... Musiał dużo podróżować.,Musiał się nieźle nachodzić.,Musiał podróżować daleko i szeroko.,0.1837828652131247,0.08034284189446518,0.7570961117744446,0.5122949481010437,0.45262469707174696,0.05372849659117709,0.7969112396240234,0.8663647174835205
"Aye, quite the rogues, they are. Three of 'em, and every one's got a pack o' rapes and murders under his belt. Even took to grave robbin' lately!","Tak, niezłe z nich gnidy. Jest ich trzech, a wszyscy mają na koncie po kilka gwałtów i zabójstw. Ostatnio nawet jakiś grób rozkopali.","Tak, całkiem niezłe z nich łotry. Trzech ich jest, a każdy ma na koncie sporo gwałtów i morderstw. Ostatnio nawet zajęli się okradaniem grobów!","Ach, całkiem niezłe z nich łotrzyki. Trzech ich jest, a każdy ma na sumieniu sporo gwałtów i morderstw. Ostatnio nawet zajęli się okradaniem grobów!",0.45067725849157303,0.06964541799727335,0.8312661647796631,0.9191911816596985,0.41215646758284746,0.06293173924458136,0.8052047491073608,0.9043853282928467
"In a side alley, along the road from the docks to the brothel district. Someone had dropped it there in the middle of the night.","W bocznej uliczce, przy drodze z doków do dzielnicy burdeli. Ktoś porzucił je w środku nocy.","W ciemnym zaułku, wzdłuż drogi od doków do dzielnicy domów publicznych. Ktoś porzucił je tam w środku nocy.","W bocznej uliczce, wzdłuż drogi od doków do dzielnicy domów publicznych. Ktoś porzucił to tam w środku nocy.",0.5484927421015147,0.12512236921161915,0.8808544874191284,0.7843047976493835,0.6602601241418414,0.13317411761699138,0.9284579157829285,0.8297325372695923
Watch how you walk!,Jakże chodzisz!,"Uważaj, jak chodzisz!","Uważaj, jak chodzisz!",0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567,0.5788725186279041,0.11362193664674995,0.8561610579490662,0.8022443056106567
"Behave yourself. Do what you must, but behave.","Zachowuj się. Byle jak, ale się zachowuj, człowieku.","Bądź grzeczny. Rób co musisz, ale zachowuj się.","Bądź grzeczny. Rób co musisz, ale zachowuj się.",0.31210341927613944,0.03303164318013808,0.797848105430603,0.7889241576194763,0.31210341927613944,0.03303164318013808,0.797848105430603,0.7889241576194763
We promised to remain friends. I hope nothing'll change that.,"Obiecaliśmy sobie pozostać przyjaciółmi i mam nadzieję, że nic tego nie zmieni.","Obiecaliśmy pozostać przyjaciółmi. Mam nadzieję, że nic tego nie zmieni.","Obiecaliśmy pozostać przyjaciółmi. Mam nadzieję, że nic tego nie zmieni.",0.8215723175024595,0.4548244246960421,0.9604025483131409,0.9780954122543335,0.8215723175024595,0.4548244246960421,0.9604025483131409,0.9780954122543335
Made no offerin'.,Ofiary nie złożył.,Nie złożył żadnej oferty.,Nie złożyłem żadnej propozycji.,0.44112973545707684,0.0,0.7906374931335449,0.7585417628288269,0.4236389523900597,0.0,0.7227452397346497,0.7419583201408386
You heard? They raided Cleaver's house.,"Słyszałeś, że napadli na dom Tasaka?",Słyszałeś? Przeszukali dom Cleavera.,Słyszałeś? Przeszukali dom Cleavera.,0.3156102936296495,0.04873039689743777,0.8270865082740784,0.7843775153160095,0.3156102936296495,0.04873039689743777,0.8270865082740784,0.7843770980834961
And then?,A potem?,I co potem?,A potem?,0.7004744807164163,0.11362193664674995,0.8743336796760559,0.9533432126045227,1.0,0.316227766016838,0.9999998807907104,0.9899871349334717
Guards!,Straże!,Strażnicy!,Strażnicy!,0.46517046018149005,0.0,0.9113820195198059,0.955353856086731,0.46517046018149005,0.0,0.9113820195198059,0.955353856086731
Bloede glewynn!,Bloede glewynn!,Krew wilka!,Krew wilka!,0.06224712107065056,0.0,0.7368267774581909,0.7579085826873779,0.06224712107065056,0.0,0.7368267774581909,0.7579085826873779
Family doesn't mind having a race track right by their house?,Rodzinie nie przeszkadza tor wyścigowy pod domem?,"Rodzina nie ma nic przeciwko temu, żeby mieć tor wyścigowy tuż obok swojego domu?","Rodzina nie ma nic przeciwko temu, żeby mieć tor wyścigowy tuż obok ich domu?",0.4333460973678689,0.03342866121562732,0.8192480206489563,0.9144411087036133,0.42986675544055525,0.03342866121562732,0.8156720995903015,0.9081775546073914
Weapon!,Broń!,Broń!,Broń!,0.8333333333333334,0.1778279410038923,1.0000001192092896,0.9955602288246155,0.8333333333333334,0.1778279410038923,1.0000001192092896,0.9955602288246155
The sword is un… necessary.,Miecz eee.. jest tu niepotrzebny...,Miecz jest... niepotrzebny.,Miecz jest... niepotrzebny.,0.5505744580146308,0.05833544737207805,0.8649080991744995,0.8869944214820862,0.5505744580146308,0.05833544737207805,0.8649080991744995,0.8869944214820862
What're you sniffin' at?,Co tak niuchasz?,Co takiego wąchasz?,Co tam wąchasz?,0.4877041922150021,0.11362193664674995,0.7497379779815674,0.7721449732780457,0.42085556825163883,0.11362193664674995,0.7742835283279419,0.7588067650794983
"Tsk, tsk. Be on your way.","No, no. Idźcie sobie.",Idź już stąd.,Idź już stąd.,0.07951270077795221,0.0,0.782910943031311,0.7856536507606506,0.07951270077795221,0.0,0.782910943031311,0.7856536507606506
Help!,Na pomoc!,Pomocy!,Pomocy!,0.2684597807668724,0.0,0.821942925453186,0.9631022810935974,0.2684597807668724,0.0,0.821942925453186,0.9631022810935974
The Eternal Fire will guide us…,Wieczny Ogień nas prowadzi...,Wieczny Ogień nas poprowadzi...,Wieczny ogień poprowadzi nas...,0.9162930315865863,0.3976353643835253,0.9179612398147583,0.966241180896759,0.5583138053924579,0.08034284189446518,0.8572543859481812,0.9549921154975891
"Wouldn't hit a halfling, would you?",Chyba nie uderzysz niziołka?,"Nie uderzysz półorka, prawda?","Nie uderzysz półorka, prawda?",0.38167676178668986,0.08034284189446518,0.835436224937439,0.7975141406059265,0.38167676178668986,0.08034284189446518,0.835436224937439,0.7975141406059265
Blasphemers! Oughta teach them respect for the faith!,Bluźniercy! Szacunku do wiary trzeba ich nauczyć!,Trzeba nauczyć ich szacunku dla wiary!,Bluźniercy! Powinni nauczyć ich szacunku dla wiary!,0.4091603569459796,0.03455747170954952,0.7914876341819763,0.9053523540496826,0.5529043440413531,0.039281465090051315,0.8363722562789917,0.918692409992218
We will conquer or perish. Hjalmar and Cerys showed us how to die like heroes.,"Zwyciężymy albo zginiemy. Hjalmar i Cerys dali przykład, jak umierają prawdziwi bohaterowie.","Poddamy się lub zwyciężymy. Hjalmar i Cerys pokazali nam, jak umierać jak bohaterowie.","Podbijemy lub zginiemy. Hjalmar i Cerys pokazali nam, jak umierać jak bohaterowie.",0.5217740431613965,0.08737167851715875,0.8901678323745728,0.928238570690155,0.5136211296845874,0.23462350320528,0.8859298229217529,0.8923977017402649
You haven't changed a lick.,Nic się nie zmieniłeś.,Nie zmieniłeś się ani trochę.,Nie zmieniłeś się ani trochę.,0.6053103848329635,0.05372849659117709,0.8907254934310913,0.9548247456550598,0.6053103848329635,0.05372849659117709,0.8907254934310913,0.9548247456550598
"Aye, felt it comin' in me bones.",Na deszcz mnie tak łamało.,"Tak, czułem to nadchodzące w moich kościach.","Tak, czułem to nadchodzące w moich kościach.",0.14924253787310643,0.0,0.7002006769180298,0.5233330130577087,0.14924253787310643,0.0,0.7002006769180298,0.5233330130577087
Maybe you've seen her. Young... Ashen hair.,Może ją widziałaś. Młoda... Ma szare włosy.,Może ją widziałeś. Młoda... Popielate włosy.,Może ją widziałeś. Młoda... Popielate włosy.,0.6471750234129232,0.08690744034581972,0.9371778964996338,0.9403494000434875,0.6471750234129232,0.08690744034581972,0.9371778964996338,0.9403494000434875
Doing a population count? Is that it?,A co? Robisz spis powszechny?,Robisz spis ludności? Czyż nie tak?,Robisz spis ludności? Czyż nie tak?,0.37462302353482374,0.08633400213704504,0.7754243016242981,0.8291222453117371,0.37462302353482374,0.08633400213704504,0.7754243016242981,0.8291222453117371
Man'll be thrilled. Come on! Go!,Na pewno się ucieszy. No? No idź!,Będzie zachwycony. Ruszajmy! Jedźmy!,Będzie zachwycony. Chodźmy! Ruszajmy!,0.12771966147252195,0.0,0.7511551976203918,0.7884749174118042,0.12725519093912402,0.0,0.7427730560302734,0.8104280829429626
"Actually, I see a few monsters…",Widzę nawet kilka potworów...,W rzeczywistości widzę kilka potworów...,Właściwie widzę kilka potworów...,0.6377115074941162,0.11362193664674995,0.9089742302894592,0.9417399764060974,0.6535856011542409,0.16990442448471224,0.9091534614562988,0.8750882148742676
"But I'll not dress like a Novigrad doll. I'll stick with wool, thank you very much.",Ja się nie muszę stroić jak te novigradzkie lalki. Wełna mi wystarczy.,"Ale nie będę się ubierać jak lalka z Novigradu. Zostanę przy wełnie, dziękuję bardzo.","Ale nie ubiorę się jak lalka z Novigradu. Zostanę przy wełnie, dziękuję bardzo.",0.2752695674847829,0.018798317647335087,0.762220561504364,0.8114628791809082,0.2661706103785673,0.020448007360218394,0.7408063411712646,0.7796829342842102
It's not that.,Nie w tym rzecz.,To nie jest takie proste.,To nie tak.,0.08548460144927543,0.0,0.7705231308937073,0.7557351589202881,0.06727786900200701,0.0,0.8004888296127319,0.6543282866477966
"Don't touch 'im. Don't even look at 'im. Worse than lepers, that lot.",Nie tykać go. Nawet nie patrzeć. To gorsze niż trędowaty.,"Nie dotykaj go. Nawet na niego nie patrz. Gorsi od trędowatych, ta cała banda.","Nie dotykaj go. Nawet na niego nie patrz. Gorsi od trędowatych, ta banda.",0.49052816365416074,0.03592143420342892,0.819350004196167,0.7798460721969604,0.49466318393825764,0.039073802494525016,0.8269987106323242,0.7892350554466248
Oh fuck me…,Ja pierdolę...,Cholera jasna...,Cholera jasna...,0.17053586213422275,0.0,0.7346733212471008,0.4823541045188904,0.17053586213422275,0.0,0.7346733212471008,0.48235416412353516
From who?,Od kogo?,Od kogo?,Od kogo?,1.0,0.316227766016838,1.0,0.9915814995765686,1.0,0.316227766016838,1.0,0.9915814995765686
Wonderful.,Świetnie.,Wspaniale.,Wspaniale.,0.11441233663455895,0.0,0.7752763032913208,0.8891872763633728,0.11441233663455895,0.0,0.7752763032913208,0.8891872763633728
He's a witcher. The very one who first foiled an attempt on Foltest's life and then killed that monarch.,"To wiedźmin. Ten sam, który najpierw powstrzymał zamach na Foltesta, a potem go zabił.","To jest wiedźmin. Ten sam, który po raz pierwszy udaremnił zamach na życie Foltesta, a potem zabił tego monarchę.","To jest wiedźmin. Ten sam, który po raz pierwszy udaremnił zamach na życie Foltesta, a potem zabił tego monarchę.",0.6355558430848439,0.209734257913107,0.9003136157989502,0.8586414456367493,0.6355558430848439,0.209734257913107,0.9003136157989502,0.8586414456367493
What am I supposed to parry? I'm fighting a stupid dummy!,Co ja mam blokować? Walczę z głupią kukłą!,Co mam się bronić? Walczę z głupim manekinem!,Co mam parować? Walczę ze zwykłą kukłą!,0.415637529258877,0.06985342056580097,0.8974336981773376,0.8073340654373169,0.4920133111562928,0.04049515890265692,0.9146550297737122,0.7340803742408752
Something tells me he's not gonna like this…,"Coś mi mówi, że to mu się nie spodoba...","Coś mi mówi, że on nie będzie tym zachwycony...","Coś mi mówi, że on nie będzie lubił tego...",0.42596382371293967,0.3155984539112945,0.8822365403175354,0.9430971145629883,0.42108156590693363,0.3155984539112945,0.8849449753761292,0.9505814909934998
"You'll not get food, not from me.",Nie dostaniesz nic do jedzenia. Nie ode mnie.,"Nie dostaniesz jedzenia, nie ode mnie.","Nie dostaniesz jedzenia, nie ode mnie.",0.6748720440372792,0.08748468738276342,0.9343035221099854,0.9509531855583191,0.6748720440372792,0.08748468738276342,0.9343035221099854,0.9509531855583191
"Graden'll show up, and Zoltan awaits your signal.","Graden się zjawi, a Zoltan czeka na twój sygnał.","Graden się pojawi, a Zoltan czeka na twój sygnał.","Graden się pojawi, a Zoltan czeka na twój sygnał.",0.901986627977203,0.6606328636027614,0.986434280872345,0.9246610403060913,0.901986627977203,0.6606328636027614,0.986434280872345,0.9246610403060913
That is no meteorite crater…,To nie był meteoryt...,To nie jest krater uderzeniowy...,To nie jest krater uderzeniowy meteorytu...,0.2534650556128884,0.11362193664674995,0.8406363129615784,0.7606133818626404,0.47856044598468156,0.08633400213704504,0.8605837821960449,0.8866934180259705
"Fine, so be it, I'll take ye… Old man's like to throw a fit elsewise.","Dobra, niech będzie... Bo stary się będzie pluł.","Dobrze, niech tak będzie, wezmę cię... Stary inaczej dostanie szału.","Dobrze, niech tak będzie, wezmę cię... Stary pewnie dostanie szału, jeśli tego nie zrobię.",0.3567637198811941,0.021105340631872645,0.7994676232337952,0.6845521330833435,0.35315569840093586,0.01428363257865929,0.7760212421417236,0.7095515131950378
Gladly. I was about to ask the same.,Chętnie. Sama miałam to zaproponować.,Chętnie. Miałem właśnie zapytać o to samo.,Chętnie. Miałem właśnie zapytać o to samo.,0.3230567483454439,0.039281465090051315,0.8405704498291016,0.7916713356971741,0.3230567483454439,0.039281465090051315,0.8405704498291016,0.7916713356971741
"It's always been comin' and just… never arrives. Black Ones, though, they've come. Sittin' right across the river. War's the real worry, not prophecies.","Idzie, idzie i przyjść nie może. Za to Czarni za rzeką stoją. Wojną trzeba się martwić, nie przepowiedniami.","Zawsze nadchodziło i po prostu... nigdy nie dociera. Czarni, jednakże, przybyli. Siedzą dokładnie po drugiej stronie rzeki. Prawdziwym zmartwieniem jest wojna, a nie proroctwa.","To zawsze nadchodziło i... nigdy nie docierało. Czarne Jedynki jednak przyszły. Siedzą dokładnie po drugiej stronie rzeki. Prawdziwym zmartwieniem jest wojna, a nie proroctwa.",0.2960671402052005,0.01041441909198652,0.7191471457481384,0.7450081706047058,0.2771828585934842,0.009410489957951634,0.7158187031745911,0.7832885384559631
Right. Mean to say you're a she-witcher?,"Ta. Chcesz powiedzieć, że jesteś wiedźminką?","No tak. To znaczy, że jesteś czarownicą-wiedźminem?","Czyli chcesz powiedzieć, że jesteś czarownicą-wiedźminem?",0.37891596433789115,0.06985342056580097,0.8103866577148438,0.8824933171272278,0.7281944912893378,0.20205155046766235,0.853559672832489,0.894086480140686
Call the cavalry!,Wezwać posiłki!,Wezwij kawalerię!,Wezwij kawalerię!,0.19834221007448896,0.0,0.8012933731079102,0.6320420503616333,0.19834221007448896,0.0,0.8012933731079102,0.6320420503616333
"She's a great lady, now, 'cause her son sails with Holger, brings back riches.","Ona teraz wielka pani, bo jej syn z Holgerem pływa i bogate łupy przywozi.","To jest wspaniała dama teraz, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.","To jest wspaniała kobieta teraz, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.",0.4665740627158601,0.047275266063115634,0.8566052913665771,0.8142174482345581,0.46961586852096193,0.047275266063115634,0.8518177270889282,0.8276304602622986
Don't know. I swear on me mum!,Nie wiem. Klnę się na matkę!,Nie wiem. Przysięgam na moją mamę!,Nie wiem. Przysięgam na moją mamę!,0.3790034990324864,0.09554427922043669,0.8663821816444397,0.7416303157806396,0.3790034990324864,0.09554427922043669,0.8663821816444397,0.7416306734085083
Hey…,Ejże...,Co jest...?,Hej...,0.19851184493210858,0.0,0.7631763815879822,0.7218043208122253,0.21128372744332322,0.0,0.8759406208992004,0.8167374134063721
Ugh!,Uch!,Uff!,Uff!,0.08333333333333343,0.0,0.9289565086364746,0.9264519810676575,0.08333333333333343,0.0,0.9289565086364746,0.9264519810676575
I knew this one was stubborn. I did not know she would hire a witcher.,"Wiedziałem, że jest uparta, ale nie miałem pojęcia, że wynajmie wiedźmina.","Wiedziałem, że jest uparta. Nie spodziewałem się, że wynajmie czarodzieja.","Wiedziałem, że ten jest uparty. Nie spodziewałem się, że wynajmie czarodzieja.",0.5561141906178952,0.11884631831419354,0.8743239641189575,0.9289171695709229,0.5039333117270836,0.059609942732681,0.8532475233078003,0.8711926341056824
