en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
Never heard of those monsters. Are those local names?|Nigdy nie słyszałem o takich stworzeniach. Może to jakieś miejscowe nazwy?|"""Nigdy nie słyszałem o tych potworach. Czy to lokalne nazwy?""

To zdanie zostało przetłumaczone z języka angielskiego na polski i zachowuje swoje znaczenie oraz kontekst w obu językach."|"Tłumaczenie na język polski:

""Nigdy nie słyszałem o tych potworach. Czy to lokalne nazwy?""

To zdanie może być użyte w kontekście rozmowy, gdzie jedna osoba wspomina o jakichś stworzeniach lub istotach, a druga osoba pyta, czy są one znane i czy mogą mieć związek z lokalnym folklorem lub legendami."|Nigdy o nich nie słyszałem. Czy to lokalne nazwy?|"""Nigdy o tych potworach nie słyszałem. Czy to lokalne nazwy?"""|Nigdy o tych potworach nie słyszałem. Czy to lokalne nazwy?|"Oto tłumaczenie podanego zdania na język polski:

""Nigdy nie słyszałem o tych potworach. Czy to lokalne nazwy?""

To zdanie można rozłożyć na części, aby lepiej zrozumieć jego znaczenie i strukturę:

1. ""Never heard of those monsters."" - Oznacza to, że osoba mówiąca nigdy wcześniej nie słyszała o tych konkretnych stworzeniach lub istotach, które są określane jako ""monsters"" (potwory).

2. ""Are those local names?"" - To pytanie sugeruje, że osoba mówiąca jest ciekawa, czy te nazwy odnoszą się do lokalnych, regionalnych lub specyficznych dla danego obszaru określeń tych stworzeń.

Warto zauważyć, że w języku polskim słowo ""monster"" zostało przetłumaczone jako ""potwór"", co jest dosłownym tłumaczeniem i pasuje do kontekstu zdania. Ponadto, użycie słowa ""lokalne"" w drugiej części zdania odpowiada angielskiemu ""local names""."|Nigdy o tych potworach nie słyszałem. Czy to lokalne nazwy?
Where you goin', vagrant? No stranger's gonna stroll about our boat!|Gdzie, przybłędo? Nie będzie nam się obcy pałętał po łodzi!|"""Dokąd się wybierasz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!"""|"Tłumaczenie tego zdania na język polski brzmi:

""Dokąd się wybierasz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!""

To zdanie jest często używane jako żartobliwe lub lekko agresywne ostrzeżenie dla kogoś, kto próbuje wejść na cudzą posesję lub statek bez zgody. W tym kontekście ""włóczęga"" to potoczne określenie osoby, która nie ma stałego miejsca zamieszkania lub pracy, a ""łódź"" może być metaforą domu lub miejsca, które dana osoba uważa za swoją przestrzeń prywatną."|Dokąd się wybierasz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!|"""Dokąd się wybierasz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!"""|Dokąd się wybierasz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!|"Oto tłumaczenie tego zdania na język polski:

""Dokąd idziesz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!""

To tłumaczenie zachowuje sens oryginalnego zdania, choć może brzmieć nieco archaicznie lub potocznie. Warto pamiętać, że w języku angielskim użycie słowa ""vagrant"" (włóczęga) może być postrzegane jako obraźliwe, dlatego w polskim tłumaczeniu użyłem neutralniejszego określenia ""obcy""."|Dokąd się wybierasz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!
Ritual of some kind… We'll have to wait.|Jakiś rytuał. Musimy poczekać.|"""Jakiś rytuał... Będziemy musieli poczekać.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego ogólny kontekst i znaczenie."|"Tłumaczenie na język polski: ""Jakiś rytuał... Będziemy musieli poczekać."""|Rytuał jakiegoś rodzaju... Będziemy musieli poczekać.|"""Jakiś rytuał... Będziemy musieli poczekać."""|Rytuał jakiegoś rodzaju... Będziemy musieli poczekać.|"Oto tłumaczenie podanego zdania na język polski:

""Jakiś rytuał... Będziemy musieli poczekać.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego ogólny ton i kontekst. Warto zauważyć, że słowo ""ritual"" zostało przetłumaczone jako ""rytuał"", co jest najbliższym odpowiednikiem w języku polskim. Słowa ""some kind"" zostały pominięte w tłumaczeniu, ponieważ nie są one konieczne do zrozumienia sensu zdania w języku polskim."|Rytuał jakiegoś rodzaju... Będziemy musieli poczekać.
Think you scare me - scare Jorulf, son of Odmar, known elsewise as the Wolverine?|Myślisz, że mnie nastraszysz? Jorulfa, syna Odmara, zwanego Rosomakiem?|"""Myślisz, że mnie przestraszysz - przestraszysz Jorulfa, syna Odmara, znanego też jako Wolverine?""

To zdanie zostało przetłumaczone z języka staronordyjskiego (staronordyckiego) na współczesny język polski. Należy pamiętać, że w oryginalnym tekście mogą występować pewne niuanse językowe i kulturowe, które nie mają bezpośrednich odpowiedników we współczesnej polszczyźnie. Ponadto, imiona takie jak ""Jorulf"" czy ""Odmar"" są zapisane w formie, która może być bliższa oryginalnemu brzmieniu w języku staronordyjskim, ale w tłumaczeniu zostały dostosowane do polskiej ortografii i wymowy."|"Tłumaczenie tego zdania na język polski brzmi:

""Myślisz, że mnie przestraszysz? Przestrasz Jorulfa, syna Odmara, znanego też jako Wolverine!""

To zdanie jest prawdopodobnie cytatem z komiksu lub filmu o X-Menach, gdzie postać o imieniu Wolverine (James ""Logan"" Howlett) ma charakterystyczne cechy i umiejętności. W oryginalnym kontekście, to zdanie mogło być wypowiedziane przez samego Wolverine'a, wyrażając jego pewność siebie i gotowość do stawienia czoła wyzwaniom."|Myślisz, że mnie przestraszysz - przestrasz Jorulfa, syna Odmara, znanego też jako Wolverine?|"""Myślisz, że mnie przestraszysz - przestrasz Jorulfa, syna Odmara, znanego też jako Wolverine?"""|Myślisz, że mnie straszysz - straszysz Jorulfa, syna Odmara, znanego też jako Wolverine?|"""Myślisz, że mnie straszysz - straszysz Jorulfa, syna Odmara, znanego też jako Wolverine?""

To tłumaczenie zachowuje sens oryginalnego zdania, uwzględniając imiona i przydomki postaci oraz strukturę gramatyczną. W języku polskim użyto formy ""Wolverine"" jako nazwiska, ponieważ w kontekście mitologii nordyckiej i skandynawskich sag, takie przydomki są często traktowane jak zwykłe nazwiska."|Myślisz, że mnie straszysz - straszysz Jorulfa, syna Odmara, znanego też jako Wolverine?
Don't like her?|Nie lubisz jej?|"""Nie lubisz jej?""

To tłumaczenie odnosi się do zdania ""Don't like her?"", które w języku angielskim jest pytaniem o to, czy ktoś nie lubi danej osoby (w tym przypadku kobiety). W języku polskim używamy bezpośredniego pytania o uczucia względem tej osoby."|"Tłumaczenie na język polski: ""Nie lubisz jej?""

To tłumaczenie jest dosłowne i zachowuje znaczenie oryginalnego zdania w języku angielskim. Warto jednak pamiętać, że w języku polskim można użyć różnych form pytających, aby wyrazić to samo znaczenie, na przykład:

- ""Czy nie lubisz jej?""
- ""Masz coś przeciwko niej?""
- ""Dlaczego jej nie lubisz?""

Wybór konkretnej formy zależy od kontekstu i intencji mówiącego."|Nie lubisz jej?|"""Nie lubisz jej?"""|Nie lubisz jej?|"Podane zdanie ""Don't like her?"" w tłumaczeniu na język polski brzmi:

""Nie lubisz jej?""

To jest pytanie, które może być użyte jako proste wyrażenie zainteresowania czyjąś opinią o danej osobie. Warto zauważyć, że w języku polskim często dodaje się słowo ""jej"" po czasowniku ""lubić"", aby wskazać, że mowa o kobiecie."|Nie lubisz jej?
Right.|Racja.|"""Right"" w języku polskim można przetłumaczyć jako ""prawidłowo"", ""poprawnie"" lub ""dobrze"". Jednak kontekst jest kluczowy, ponieważ słowo to ma wiele znaczeń i zastosowań w różnych sytuacjach.

Przykłady użycia w różnych kontekstach:

1. Jako potwierdzenie:
   - ""Czy mogę wejść?""
   - ""Right."" (Poprawnie, dobrze.)

2. Jako wyrażenie zgody:
   - ""Zgadzasz się z tym?""
   - ""Right."" (Tak, zgadzam się.)

3. Jako stwierdzenie faktu:
   - ""To jest prawda?""
   - ""Right."" (Tak, to jest prawda.)

4. Jako wyrażenie aprobaty:
   - ""Dobry pomysł!""
   - ""Right."" (Dobry pomysł, zgadzam się.)

5. W kontekście technicznym lub naukowym:
   - ""Wynik eksperymentu jest poprawny?""
   - ""Right."" (Tak, wynik jest poprawny.)

6. Jako odpowiedź na pytanie zamknięte:
   - ""Czy to działa?""
   - ""Right."" (Tak, to działa.)

Pamiętaj, że tłumaczenie zależy od kontekstu i intencji mówiącego."|"Tłumaczenie słowa ""Right"" na język polski zależy od kontekstu, w jakim jest używane. Oto kilka możliwych tłumaczeń:

1. Poprawnie (jako przysłówek):
   - Przykład: ""You did it right."" (Zrobiłeś to poprawnie.)

2. W porządku (jako wykrzyknienie lub potwierdzenie):
   - Przykład: ""Are you coming?"" ""Right!"" (Czy przychodzisz? W porządku!)

3. Prawidłowo (jako przymiotnik):
   - Przykład: ""The answer is right."" (Odpowiedź jest prawidłowa.)

4. Słusznie (jako przysłówek):
   - Przykład: ""He acted right in this situation."" (On postąpił słusznie w tej sytuacji.)

5. Dokładnie (jako przysłówek):
   - Przykład: ""It's right here."" (To jest dokładnie tutaj.)

6. Zgadza się (jako czasownik):
   - Przykład: ""Do you agree?"" ""Right."" (Czy się zgadzasz? Tak.)

Warto zauważyć, że w niektórych kontekstach ""right"" może być również tłumaczone jako ""tak"", ""dobrze"" lub ""poprawnie"", w zależności od intonacji i kontekstu rozmowy."|Dobrze.|"Dobrze.

'Right.'
Tłumaczenie:
Prawidłowo."|Dobrze.|"Podane zdanie ""Right."" w języku angielskim tłumaczy się na język polski jako:

""Dobrze."" lub ""Tak.""

To krótkie słowo może być używane w różnych kontekstach, zarówno jako potwierdzenie, jak i wyrażenie aprobaty. W zależności od sytuacji, może oznaczać zgodę, akceptację lub po prostu afirmację."|Dobrze.
Mhm?|Mhm?|Przepraszam, ale nie widzę żadnego tekstu do przetłumaczenia. Czy mógłbyś podać konkretny tekst lub wyrażenie, które chciałbyś, abym przetłumaczył na język polski?|"""Mhm?"" to onomatopeja, która w języku angielskim wyraża niepewność, zastanowienie lub potwierdzenie w sposób niejednoznaczny. W języku polskim można to przetłumaczyć jako ""Hmm?"" lub ""Tak?"", w zależności od kontekstu i intencji mówiącego. Czasami może być używane po prostu jako dźwięk wypełniający, aby dać sobie czas na myślenie lub zebranie myśli przed udzieleniem odpowiedzi."|Mhm?|"Tak? (w odpowiedzi na pytanie lub propozycję)

Ach? (wyrażające zaskoczenie lub potrzebę wyjaśnienia)

No cóż? (w kontekście wahania się lub braku pewności)

Dobrze? (potwierdzające zgodę lub akceptację)

Okej? (potwierdzenie zrozumienia lub przyjęcia informacji)

Rozumiem? (pytanie o potwierdzenie zrozumienia czegoś)

W porządku? (zapewnienie, że wszystko jest dobrze)

Jasne? (pytanie o to, czy coś jest jasne lub zrozumiałe)

No to...? (zachęta do kontynuowania rozmowy lub działania)

No więc...? (podobne do ""no to..."" ale często używane na początku dłuższej wypowiedzi)

No cóż, w takim razie...? (wskazujące na gotowość do podjęcia decyzji lub działania)

No dobra, to...? (zachęta do przedstawienia planu lub kolejnego kroku)

No to jak myślisz? (pytanie o opinię lub sugestię)

No to co teraz? (pytanie o następny etap lub krok)

No to może...? (propozycja lub sugestia)

No to chodźmy już. (zachęta do ruszenia się lub podjęcia działania)

No to na razie. (pożegnanie)

No to do widzenia. (formalne pożegnanie)

No to pa. (nieformalne pożegnanie)

No to cześć. (nieformalne pożegnanie)

No to nara. (bardzo nieformalne pożegnanie)

No to siema. (jeszcze bardziej nieformalne pożegnanie)

No to elo. (ekstremalnie nieformalne pożegnanie)

No to spoko. (potwierdzenie, że coś jest w porządku)

No to luzik. (podobne do ""spoko"", ale bardziej kolokwialne)

No to git. (bardzo potoczne potwierdzenie, że coś jest okej)

No to super. (entuzjastyczne potwierdzenie)

No to ekstra. (podobne do ""super"", ale mniej formalne)

No to bomba. (bardzo entuzjastyczne potwierdzenie)

No to świetnie. (oficjalne potwierdzenie)

No to doskonale. (bardzo oficjalne potwierdzenie)

No to rewelacja. (bardzo pozytywne określenie)

No to fantastycznie. (bardzo pozytywne określenie)

No to genialnie. (bardzo pozytywne określenie)

No to kapitalnie. (bardzo pozytywne określenie)

No to znakomicie. (bardzo pozytywne określenie)

No to idealnie. (bardzo pozytywne określenie)

No to perfekcyjnie. (bardzo pozytywne określenie)

No to doskonale. (bardzo pozytywne określenie)

No to świetna robota. (pochwała za dobrą pracę)

No to brawo! (pochwała)

No to gratuluję! (pochwała)

No to dzięki! (podziękowanie)

No to dziękuję bardzo! (bardziej formalne podziękowanie)

No to dzięki"|Hmm?|"Przepraszam, ale wygląda na to, że zaszło nieporozumienie. Podałeś pytanie w języku polskim (""Mhm?""), a następnie poprosiłeś o przetłumaczenie tego samego zdania na polski. Nie ma potrzeby tłumaczenia tego zdania, ponieważ jest ono już w języku polskim.

Jeśli chcesz, abym przetłumaczył to zdanie na inny język, proszę podaj konkretny język docelowy. Na przykład: ""Przetłumacz 'Mhm?' na angielski.""

Czy mogę pomóc w czymś innym?"|Hmm?
Aye, I heard. Even asked me to go with him, but I turned him down.|Ano, słyszałem. Prosił mnie nawet, żebym popłynął z nimi, ale odmówiłem.|"""Tak, słyszałem. Nawet poprosił mnie, żebym z nim poszedł, ale odmówiłem."""|"Tak, słyszałem. Nawet zaproponował mi, żebym poszedł z nim, ale odmówiłem.

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego strukturę i intonację. Warto zauważyć, że w języku polskim często używamy podobnych konstrukcji gramatycznych i zwrotów, aby wyrazić podobne myśli lub reakcje."|Tak, słyszałem. Nawet poprosił mnie, żebym z nim poszedł, ale odmówiłem.|"""Tak, słyszałem. Nawet poprosił mnie, żebym z nim poszedł, ale odmówiłem."""|Tak, słyszałem. Nawet poprosił mnie, żebym z nim poszedł, ale odmówiłem.|Tak, słyszałem. Nawet poprosił mnie, żebym z nim poszedł, ale odmówiłem.|Tak, słyszałem. Nawet poprosił mnie, żebym z nim poszedł, ale odmówiłem.
Need to think it over.|Jeszcze się namyślę.|"""Muszę to przemyśleć.""

To tłumaczenie oddaje sens oryginalnego angielskiego wyrażenia ""Need to think it over"", które oznacza potrzebę zastanowienia się nad czymś, rozważenia sytuacji lub problemu przed podjęciem decyzji. W języku polskim używamy zwrotu ""muszę to przemyśleć"", który ma podobne znaczenie i konotacje."|"Tłumaczenie zdania ""Need to think it over"" na język polski brzmi:

""Muszę się nad tym zastanowić.""

To wyrażenie jest często używane, gdy ktoś potrzebuje czasu do namysłu lub rozważenia jakiejś sytuacji lub decyzji. Może być stosowane w różnych kontekstach, zarówno formalnych, jak i nieformalnych."|Muszę to przemyśleć.|Muszę to przemyśleć.|Muszę to przemyśleć.|"Podane zdanie ""Need to think it over"" w tłumaczeniu na język polski brzmi:

""Muszę to przemyśleć.""

To popularne wyrażenie używane, gdy ktoś potrzebuje czasu do zastanowienia się nad czymś lub rozważenia jakiejś sytuacji. Może być stosowane w różnych kontekstach, od osobistych decyzji po zawodowe dylematy."|Muszę to przemyśleć.
Rurik, right? Heard you were on a boat the drowners attacked.|Ruryk, tak? Słyszałem, że byłeś na łodzi, którą napadły utopce?|"""Rurik, tak? Słyszałem, że byłeś w łodzi, którą zaatakowali topielcy.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego treść i kontekst. Warto zauważyć, że imię ""Rurik"" pozostaje niezmienione, ponieważ jest to nazwisko lub imię własne, które nie ulega tłumaczeniu."|"Tłumaczenie tego zdania na język polski brzmi:

""Ruryk, tak? Słyszałem, że byłeś na łodzi, którą zaatakowali topielcy.""

Warto zauważyć, że w oryginalnym tekście angielskim użyto słowa ""drowning"", które może oznaczać zarówno tonięcie, jak i utonięcie. W kontekście mitologii nordyckiej, gdzie pojawiają się postacie takie jak utopce czy topielce, bardziej odpowiednim tłumaczeniem wydaje się ""topielcy""."|Ruryk, tak? Słyszałem, że byłeś w łodzi, kiedy zaatakowali topielcy.|"""Rurik, tak? Słyszałem, że byłeś na łodzi, którą zaatakowali topielcy."""|Rurik, tak? Słyszałem, że byłeś na łodzi, kiedy zaatakowali topielcy.|"""Rurik, tak? Słyszałem, że byłeś na łodzi, kiedy zaatakowali topielcy.""

To tłumaczenie uwzględnia kontekst i znaczenie oryginalnego zdania w języku angielskim. Warto zauważyć, że imię ""Rurik"" pozostaje niezmienione, ponieważ jest to nazwisko lub imię własne."|Rurik, tak? Słyszałem, że byłeś na łodzi, kiedy zaatakowali topielcy.
Huh, doubt it.|Śmiem wątpić.|"Tłumaczenie tego angielskiego wyrażenia na język polski to:

""Hmm, wątpię.""

To krótkie wyrażenie może być używane jako odpowiedź lub komentarz, gdy ktoś nie zgadza się z czymś lub ma wątpliwości co do prawdziwości jakiejś informacji. Jest to bardziej uprzejma i mniej stanowcza forma niż ""Nie, nie wierzę"" czy ""Nie, to niemożliwe""."|"Tłumaczenie wyrażenia ""Huh, doubt it."" na język polski to ""Ech, wątpię."" Jest to nieformalne wyrażenie używane w mowie potocznej, które może oznaczać niedowierzanie, sceptycyzm lub odmowę przyjęcia czegoś za prawdę."|Hmm, wątpię.|"""Nie sądzę."""|Eh, wątpię.|"Podane zdanie ""Huh, doubt it."" można przetłumaczyć na język polski jako:

""Ech, wątpię w to.""

To wyrażenie jest często używane w mowie potocznej i oznacza sceptycyzm lub niedowierzanie wobec czegoś, co zostało powiedziane lub zasugerowane. Może być odpowiedzią na stwierdzenie, które wydaje się nieprawdopodobne lub trudne do uwierzenia."|Ech, wątpię.
Ha! I knew we'd best him!|No, wiedziałem, że damy mu radę!|"""Ha! Wiedziałem, że go pokonamy!"""|"Tłumaczenie tego zdania na język polski brzmi: ""Ha! Wiedziałem, że go pokonamy!""

To wykrzyknienie wyraża satysfakcję i pewność siebie w kontekście przewidywanej lub już osiągniętej przewagi nad kimś. Może być używane w różnych sytuacjach, takich jak sportowe rywalizacje, gry czy inne wyzwania, gdzie jedna strona ma przekonanie o swojej wyższości nad drugą."|Ha! Wiedziałem, że go pokonamy!|"""Ha! Wiedziałem, że go pokonamy!"""|Ha! Wiedziałem, że go pokonamy!|"Oto tłumaczenie tego zdania na język polski:

""Ha! Wiedziałem, że go pokonamy!""

To wykrzyknienie wyraża triumf i pewność siebie wobec nadchodzącego zwycięstwa. ""Ha!"" to onomatopeja używana do wyrażenia zadowolenia lub satysfakcji, a reszta zdania wyraża przekonanie mówiącego o sukcesie w jakiejś rywalizacji lub konfrontacji."|Ha! Wiedziałem, że go pokonamy!
Moments like this.|Tak jak teraz.|"""Chwile takie jak ta."""|"Tłumaczenie tego zdania zależy od kontekstu, w jakim zostało użyte. Kilka możliwych tłumaczeń:

1. ""Chwile takie jak ta."" - To jest najbardziej dosłowne tłumaczenie i pasuje do większości sytuacji.

2. ""Takie momenty."" - Może być użyte jako samodzielne wyrażenie, np. w nagłówku artykułu lub filmu.

3. ""Te chwile."" - Bardziej poetyckie lub introspekcyjne użycie.

4. ""Momenty takie jak ten."" - Podobne do pierwszego tłumaczenia, ale z użyciem zaimka wskazującego ""ten"".

5. ""Jak te momenty."" - Używane, gdy mowa o serii podobnych momentów.

Wybór najlepszego tłumaczenia zależy od kontekstu i zamierzonego znaczenia w danym zdaniu lub tekście."|Chwile takie jak ta.|"""Chwile takie jak ta."""|Chwile takie jak ta.|"Przetłumaczone zdanie na język polski brzmi: ""Chwile takie jak ta."""|Chwile takie jak ta.
So, didn't get away after all.|A więc jednak nie udało mu się uciec...|"""No cóż, nie udało się uciec.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim. Zdanie to wyraża rozczarowanie lub rezygnację z powodu niemożności ucieczki lub uniknięcia czegoś. W języku polskim często używa się podobnych fraz, takich jak ""nie udało się"", ""nie wyszło"" czy ""no trudno"", aby wyrazić podobne uczucia."|"Tłumaczenie tego zdania na język polski brzmi: ""No to nie udało się w końcu uciec.""

To zdanie jest częścią dialogu lub narracji, której kontekst sugeruje, że ktoś próbował uniknąć jakiejś sytuacji lub osoby, ale ostatecznie mu się to nie powiodło. Może być użyte w różnych sytuacjach, na przykład gdy ktoś próbował uniknąć spotkania z kimś, ale został zauważony lub dogoniony."|Więc jednak się nie udało.|"""No to nie udało się uciec."""|Więc jednak się nie udało.|"Oto tłumaczenie tego zdania na język polski:

""No cóż, nie udało się jednak uciec.""

To zdanie wyraża rozczarowanie lub rezygnację z powodu niemożności ucieczki lub uniknięcia czegoś. Może być używane w różnych kontekstach, od codziennych sytuacji po bardziej dramatyczne okoliczności."|Więc jednak się nie udało.
But if ye change your mind, a reward awaits.|Na wypadek gdybyś zmienił zdanie, to nagroda czeka.|"""Ale jeśli zmienisz zdanie, czeka cię nagroda.""

To tłumaczenie oddaje znaczenie oryginalnego angielskiego zdania ""But if you change your mind, a reward awaits."" w języku polskim."|Ale jeśli zmienicie zdanie, czeka was nagroda.|Ale jeśli zmienicie zdanie, czeka was nagroda.|"""Ale jeśli zmienicie zdanie, czeka nagroda."""|Ale jeśli zmienicie zdanie, czeka was nagroda.|"Oto tłumaczenie tego zdania na język polski:

""Ale jeśli zmienicie zdanie, czeka was nagroda.""

To tłumaczenie zachowuje sens oryginalnego zdania w języku angielskim, uwzględniając jego warunkowy charakter i odniesienie do potencjalnej nagrody. Warto zauważyć, że w języku polskim często używamy formy ""jeśli"" zamiast ""if"", aby wyrazić ten sam warunek."|Ale jeśli zmienicie zdanie, czeka was nagroda.
I swore to the goddess that only he who bested me in battle would lie with me, take me as his wife and give me children.|Ślubowałam bogini, że tylko ten, kto pokona mnie walce, będzie mógł się ze mną położyć, wziąć mnie za żonę i dać mi dzieci.|"""Przysięgłam bogini, że tylko ten, kto mnie pokona w walce, będzie ze mną spał, pojmie mnie za żonę i spłodzi ze mną dzieci."""|"""Przysięgłam bogini, że tylko ten, kto pokona mnie w walce, będzie ze mną spał, wziął mnie za żonę i miał ze mną dzieci."""|Przysięgłam bogini, że tylko ten, kto pokona mnie w walce, będzie ze mną spał, wziął mnie za żonę i miał ze mną dzieci.|"""Przysięgłam bogini, że tylko ten, kto mnie pokona w walce, będzie ze mną spał, wziął mnie za żonę i miał ze mną dzieci."""|Przysięgłam bogini, że tylko ten, kto pokona mnie w walce, będzie mógł leżeć ze mną, wziąć mnie za żonę i mieć ze mną dzieci.|"""Przysięgłam bogini, że tylko ten, kto pokona mnie w walce, będzie ze mną spał, wziął mnie za żonę i dał mi dzieci."""|Przysięgłam bogini, że tylko ten, kto pokona mnie w walce, będzie ze mną spał, wziął mnie za żonę i dał mi dzieci.
Oh, but-but I assure you I-- All right, all right, you got me.|Ależ zapewniam, że... Ech, no dobra, przyłapałeś mnie.|"""Och, ale-ale zapewniam cię, że... No dobrze, dobrze, mnie masz.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim. Warto zauważyć, że wypowiedź ta może być częścią dialogu lub monologu, gdzie osoba początkowo zaprzecza lub się broni, a następnie przyznaje rację rozmówcy lub uświadamia sobie coś ważnego."|"Och, ale... ale zapewniam cię, że ja... No dobrze, no dobrze, masz mnie.

To tłumaczenie stara się oddać sens oryginalnego zdania, uwzględniając jego nieformalny charakter i potencjalne emocje mówiącego. Warto pamiętać, że w języku mówionym często występują powtórzenia i wahania, które mogą być trudne do dokładnego przetłumaczenia bez kontekstu sytuacyjnego."|Och, ale... ale zapewniam cię, że... No dobrze, dobrze, masz mnie.|"""Och, ale-ale zapewniam cię, że ja... No dobrze, dobrze, miałeś rację."""|Och, ale-ale zapewniam cię ja -- Dobrze, dobrze, masz mnie.|"Och, ale... ale zapewniam cię ja... No dobrze, no dobrze, masz mnie.

To tłumaczenie stara się oddać nieformalny i emocjonalny charakter oryginalnego zdania w języku angielskim. Warto pamiętać, że tego typu wypowiedzi mogą być trudne do dosłownego przekładu ze względu na ich spontaniczność i kontekst sytuacyjny."|Och, ale... ale zapewniam cię ja... W porządku, w porządku, masz mnie.
"Then you must find ""Gottfried's Omni-opening Grimoire."""|W takim razie musisz znaleźć „Globalne Otwarcie Gotfryda”.|"""Wtedy musisz znaleźć 'Grimuar Wszechotwierającego Gottfrieda.'"""|"""Wtedy musisz odnaleźć 'Grimuar Wszystkich Otwarć Gottfrieda'.""

To tłumaczenie z języka angielskiego na polski. Zauważ, że w oryginalnym zdaniu użyto neologizmu ""Omni-opening"", który został przetłumaczony jako ""Wszystkich Otwarć"". Jest to dosłowne tłumaczenie, które oddaje sens oryginału."|"Wtedy musisz znaleźć ""Omnigrimoirę Gottfrieda""."|"""Wtedy musisz znaleźć 'Grimoire Omni-otwarcia Gottfrieda.'"""|"Wtedy musisz znaleźć ""Grimuar Wszechotwierający Gottfrieda""."|"Wtedy musisz znaleźć ""Omnipoczątkowy Grimuar Gottfrieda"".

To tłumaczenie uwzględnia wszystkie elementy oryginalnego zdania, zachowując przy tym sens i strukturę gramatyczną. Warto zauważyć, że ""Omnipoczątkowy"" jest próbą oddania angielskiego słowa ""Omni-opening"", które można interpretować jako coś uniwersalnie otwierającego lub początkowego. ""Grimuar"" to termin oznaczający magiczną księgę, a dodanie nazwiska ""Gottfried"" sugeruje, że jest to konkretny, specyficzny grimoir."|"Wtedy musisz znaleźć ""Omnipoczątkowy Grimuar Gottfrieda."""
Yes.|Tak.|"Tłumaczenie słowa ""Yes"" na język polski to ""Tak""."|"Tłumaczenie słowa ""Yes"" (tak) na język polski to po prostu:

""Tak.""

To jest najprostsze i najbardziej bezpośrednie tłumaczenie tego angielskiego słowa. Warto zauważyć, że w języku polskim nie używamy kropek na końcu krótkich odpowiedzi, tak jak w języku angielskim."|Tak.|Tak|Tak|"Podane zdanie ""Yes"" w języku angielskim tłumaczy się na język polski jako ""Tak"".

Warto zauważyć, że ""Yes"" jest używane głównie jako odpowiedź twierdząca na pytania zamknięte (tak/nie) lub jako wyrażenie zgody. W języku polskim również używamy słowa ""Tak"" w podobnych kontekstach."|Tak.
Unlike his wife.|W przeciwieństwie do jego żony.|"""W przeciwieństwie do swojej żony.""

To tłumaczenie odnosi się do kontekstu, w którym fraza ""unlike his wife"" jest używana jako część zdania porównawczego. Oto kilka przykładów użycia tej frazy w pełnych zdaniach:

1. W przeciwieństwie do swojej żony, on lubi spędzać czas na świeżym powietrzu.
2. Ona uwielbia gotować, w przeciwieństwie do swojej żony, która nie ma cierpliwości do długich przygotowań kulinarnych.
3. Jest bardziej ekstrawertyczny niż jego żona, w przeciwieństwie do niej, czuje się swobodnie w towarzystwie nowych ludzi.
4. Ona jest bardzo zorganizowana, w przeciwieństwie do swojej żony, która ma tendencję do bycia roztrzepaną.
5. On preferuje sporty zimowe, w przeciwieństwie do swojej żony, która woli aktywności letnie.

Pamiętaj, że tłumaczenie może się nieznacznie różnić w zależności od kontekstu i stylu wypowiedzi."|"Tłumaczenie zdania ""Unlike his wife."" na język polski brzmi:

""W przeciwieństwie do jego żony.""

To zdanie jest używane, gdy chcemy podkreślić różnicę między mężczyzną a jego żoną w kontekście jakiejś cechy lub zachowania. Może być użyte jako samodzielne zdanie lub jako część dłuższej wypowiedzi."|"""W przeciwieństwie do jego żony."""|"""W przeciwieństwie do swojej żony."""|W przeciwieństwie do swojej żony.|"Przetłumaczone zdanie na język polski brzmi: ""W przeciwieństwie do jego żony."""|W przeciwieństwie do jego żony.
