en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
Her hand's all he'll get. Not a one don't know she's only got eyes for Hroker.|Rękę może mu da... Ale nic więcej. Wszyscy wiedzą przecie, że ona w Hrokrze się kocha.|"""Jej ręka to wszystko, co dostanie. Nikt nie ma złudzeń, że ona widzi tylko Hrokrę.""

To tłumaczenie uwzględnia kilka kluczowych elementów oryginalnego zdania:
- ""Her hand's all he'll get"": Wskazuje, że mężczyzna otrzyma tylko jej rękę (w kontekście małżeństwa lub związku).
- ""Not a one don't know"": Oznacza, że nikt nie jest w błędzie lub nikt nie jest nieświadomy sytuacji.
- ""she's only got eyes for Hroker"": Sugeruje, że kobieta jest zakochana wyłącznie w Hrokrze i nie interesuje się innymi mężczyznami.

Warto zauważyć, że imię ""Hroker"" pozostało bez zmian, ponieważ wydaje się być nazwą własną, prawdopodobnie pochodzenia skandynawskiego."|"Tłumaczenie tego zdania na język polski brzmi:

""Dostanie tylko jej rękę. Nikt nie wie, że ona ma oczy tylko dla Hroker.""

Warto zauważyć, że w oryginalnym tekście występuje błąd gramatyczny - powinno być ""nikt nie wie"", a nie ""not a one"". W tłumaczeniu poprawiłem ten błąd. Ponadto, imię ""Hroker"" pozostawiłem bez zmian, ponieważ wydaje się być nazwą własną lub pseudonimem."|Jej ręka to wszystko, co dostanie. Żaden z nich nie wie, że ona ma oczy tylko dla Hroker.|"""Jej ręka to wszystko, co dostanie. Nikt nie jest głupi, wszyscy wiedzą, że ma oczy tylko dla Hrokr."""|Jedyne, co dostanie, to jej ręka. Nikt nie wie, że ona patrzy tylko na Hroker.|"Tłumaczenie tego zdania na język polski brzmi:

""Jej ręka to wszystko, co dostanie. Żaden nie wie, że ona ma oczy tylko dla Hroker.""

Warto zauważyć, że oryginalne zdanie zawiera błąd gramatyczny i jest nieco niejasne. W tłumaczeniu starałem się oddać jego ogólny sens, ale może istnieć kilka interpretacji tego tekstu. Zakładam, że ""Hroker"" to imię lub nazwisko osoby, do której odnosi się ta wypowiedź."|Jej ręka to wszystko, co dostanie. Żaden nie wie, że ona patrzy tylko na Hroker.
[Place the infant in the oven.]|[Wsadź dziecko do pieca.]|"""Włożyć niemowlę do piekarnika.""

To zdanie jest dosłownym tłumaczeniem podanego tekstu. Jednakże, warto zaznaczyć, że takie polecenie może być niebezpieczne i szkodliwe dla dziecka. Nigdy nie należy umieszczać niemowląt w gorących urządzeniach domowych."|"Tłumaczenie tego zdania na język polski brzmi:

""[Połóż niemowlę w piecu.]""

To zdanie jest dosłownym tłumaczeniem oryginalnego tekstu, ale należy pamiętać, że może ono być uznane za kontrowersyjne lub nieodpowiednie w kontekście kulturowym i społecznym. W rzeczywistości, takie działanie byłoby uznane za niebezpieczne i niewłaściwe wobec dziecka."|Umieść niemowlę w piekarniku.|Włóż niemowlę do piekarnika.|Umieść niemowlę w piekarniku.|"Przetłumaczone zdanie na język polski brzmi:

""Włóż niemowlę do piekarnika.""

To zdanie jest dosłownym tłumaczeniem oryginalnego angielskiego tekstu. Należy jednak pamiętać, że w kontekście kulturowym i społecznym takie polecenie jest nieakceptowalne i może być uznane za obraźliwe lub szokujące. W rzeczywistości, umieszczanie niemowląt w piekarniku jest absolutnie niebezpieczne i zabronione."|Włóż niemowlę do piekarnika.
Ran into your brother. He's scouring all Skellige for you.|Spotkałem twojego brata. Szuka cię po całym Skellige.|"""Wpadłem na twojego brata. Szuka cię po całym Skellige.""

To tłumaczenie zachowuje znaczenie oryginalnego zdania w języku angielskim, uwzględniając kontekst spotkania z bratem i poszukiwań prowadzonych przez niego w regionie Skellige."|"Tłumaczenie tego zdania na język polski brzmi:

""Wpadłem na twojego brata. Przeszukuje całe Skellige w poszukiwaniu ciebie.""

To zdanie jest prawdopodobnie częścią dialogu z gry ""Wiedźmin"", ponieważ zawiera odniesienia do świata przedstawionego tej serii, takie jak postać Geralta (brat) i lokalizacja Skellige."|Natknąłem się na twojego brata. Przeszukuje całe Skellige w poszukiwaniu ciebie.|"""Wpadłem na twojego brata. Szuka cię po całym Skellige."""|Wpadłem na twojego brata. Przeszukuje całe Skellige w poszukiwaniu ciebie.|"Oto tłumaczenie tego zdania na język polski:

""Wpadłem na twojego brata. Przeszukuje całe Skellige w poszukiwaniu ciebie.""

To zdanie jest częścią dialogu z gry ""Wiedźmin"", w której postać Geralt spotyka kogoś, kto informuje go o poszukiwaniach prowadzonych przez jego brata. Warto zauważyć, że w oryginalnym kontekście gry, to zdanie może mieć dodatkowy kontekst fabularny i emocjonalny, który nie jest bezpośrednio wyrażony w samym tłumaczeniu."|Wpadłem na twojego brata. Przeszukuje całe Skellige w poszukiwaniu ciebie.
Not sure I follow…|Chyba nie bardzo nadążam...|"""Nie jestem pewien, czy rozumiem...""

To tłumaczenie odnosi się do wyrażenia ""Not sure I follow..."", które w języku angielskim oznacza, że ktoś nie jest pewny, czy rozumie coś lub sytuację. W języku polskim można to wyrazić jako ""Nie jestem pewien, czy rozumiem..."" lub podobnie."|"Tłumaczenie zdania ""Not sure I follow..."" na język polski brzmi:

""Nie jestem pewien, czy rozumiem...""

To wyrażenie jest często używane w sytuacjach, gdy ktoś nie do końca rozumie coś, o czym mowa, lub potrzebuje dodatkowych wyjaśnień. Jest to grzeczny sposób na zasygnalizowanie, że potrzebujesz pomocy w zrozumieniu jakiegoś tematu lub koncepcji."|Nie jestem pewien, czy rozumiem...|"""Nie jestem pewien, czy rozumiem..."""|Nie jestem pewien, czy rozumiem...|"Podane zdanie ""Not sure I follow..."" można przetłumaczyć na język polski jako:

""Nie jestem pewien, czy rozumiem...""

To tłumaczenie oddaje sens oryginalnego wyrażenia, które oznacza, że ktoś nie jest w pełni świadomy lub nie rozumie czegoś. Jest to często używane w sytuacjach, gdy osoba chce poprosić o dodatkowe wyjaśnienia lub powtórzenie informacji."|Nie jestem pewien, czy rozumiem...
What do you think - who'll get the nod?|I jak myślisz – na kogo padnie?|"""Co myślisz - kto dostanie nominację?""

To tłumaczenie odnosi się do pytania, które może być używane w kontekście wyboru lub nominacji kogoś na jakieś stanowisko lub do jakiegoś programu. W języku polskim jest to nieco bardziej dosłowne niż oryginalne angielskie zdanie, ale oddaje jego sens i intencję."|"Tłumaczenie tego zdania na język polski brzmi:

""Co myślisz - kto dostanie zielone światło?""

To popularne wyrażenie w języku angielskim, które może być używane w różnych kontekstach. Oznacza ono pytanie o opinię rozmówcy na temat tego, kto najprawdopodobniej uzyska aprobatę lub poparcie w danej sytuacji. Może to dotyczyć np. wyboru kandydata na stanowisko, decyzji o przyznaniu funduszy czy innej formy akceptacji."|Co myślisz - kto dostanie zgodę?|"""Jak myślisz - kto dostanie nominację?"""|Co myślisz - kto dostanie zgodę?|"Oto tłumaczenie tego zdania na język polski:

""Co myślisz - kto dostanie zielone światło?""

To tłumaczenie oddaje sens oryginalnego zdania, choć może nie być dosłowne. ""Get the nod"" to idiom oznaczający uzyskanie aprobaty lub poparcia w jakiejś sytuacji. W tym kontekście ""zielone światło"" jest metaforą otrzymania pozwolenia lub akceptacji dla czegoś."|Co myślisz - kto dostanie akceptację?
Human bones… Guess they're all that's left of the lumberjacks.|Ludzkie kości... To chyba wszystko, co zostało z drwali.|"""Ludzkie kości... Chyba to wszystko, co zostało z drwali."""|"Tłumaczenie tego zdania na język polski brzmi:

""Ludzkie kości... Chyba to wszystko, co zostało z drwali.""

To zdanie sugeruje, że znaleziono szczątki ludzkie, prawdopodobnie należące do grupy drwali, którzy mogli zginąć lub zaginąć w lesie. Jest to potencjalnie makabryczne odkrycie, które może wskazywać na tragiczny los tych osób."|Ludzkie kości... Pewnie to wszystko, co zostało z drwali.|"""Ludzkie kości... Chyba to wszystko, co zostało z drwali."""|Ludzkie kości... Pewnie to wszystko, co zostało po drwalach.|"Oto tłumaczenie tego zdania na język polski:

""Ludzkie kości... Pewnie to wszystko, co zostało z drwali.""

To tłumaczenie oddaje sens oryginalnego zdania, choć może nie być dosłowne. Warto zauważyć, że kontekst sugeruje, iż te kości mogły należeć do drwali, którzy prawdopodobnie zginęli lub zaginęli w lesie. Zdanie wyraża smutek i refleksję nad losem tych osób."|Ludzkie kości... Pewnie to wszystko, co zostało z drwali.
Close.|Prawie.|"Słowo ""close"" w języku angielskim może mieć kilka znaczeń, które mogą się różnić w zależności od kontekstu. Oto kilka tłumaczeń tego słowa na język polski:

1. Blisko (w sensie przestrzennym):
   - Przykład: ""The store is close to my house."" (Sklep jest blisko mojego domu.)

2. Zamknąć (czasownik):
   - Przykład: ""Please close the door."" (Proszę zamknij drzwi.)

3. Wynik (w kontekście sportowym lub gier):
   - Przykład: ""They scored a close game."" (Rozegrali bliski mecz.)

4. Intymny (w kontekście relacji międzyludzkich):
   - Przykład: ""We are very close friends."" (Jesteśmy bardzo bliskimi przyjaciółmi.)

5. Pieniądze (w kontekście finansowym):
   - Przykład: ""I need some close money."" (Potrzebuję trochę gotówki.)

6. Dokładny (w kontekście precyzji):
   - Przykład: ""The measurement was very close."" (Pomiar był bardzo dokładny.)

7. Zbliżony (w kontekście podobieństwa):
   - Przykład: ""Their ideas were very close."" (Ich pomysły były bardzo zbliżone.)

8. Zakończyć (w kontekście końca czegoś):
   - Przykład: ""The meeting will be closed soon."" (Spotkanie zostanie wkrótce zakończone.)

Wybór odpowiedniego tłumaczenia zależy od kontekstu, w jakim słowo ""close"" jest użyte. Jeśli masz konkretne zdanie lub kontekst, w którym chcesz użyć tego słowa, mogę Ci pomóc wybrać najbardziej odpowiednie tłumaczenie."|"Tłumaczenie słowa ""Close"" na język polski zależy od kontekstu, w jakim jest używane. Oto kilka możliwych tłumaczeń:

1. Blisko (w znaczeniu fizycznym lub emocjonalnym)
2. Zamknąć (czasownik)
3. Kończyć (np. w grach komputerowych)
4. Zbliżać się do końca (np. o książce lub filmie)
5. W pobliżu (w znaczeniu geograficznym)
6. Zamykać (np. drzwi, okno)
7. Przestać (np. dyskusję)
8. Zakończyć (np. spotkanie)
9. Zbliżony (w znaczeniu podobny)

Proszę podać więcej informacji o kontekście, aby móc wybrać najlepsze tłumaczenie dla danego przypadku."|Zamknij.|Blisko.|Zamknij.|"Podane zdanie ""Close"" w języku angielskim można przetłumaczyć na język polski jako:

""Blisko.""

Warto zauważyć, że słowo ""close"" w języku angielskim ma kilka znaczeń i kontekst jest kluczowy dla prawidłowego tłumaczenia. W tym przypadku, bez dodatkowego kontekstu, najbardziej odpowiednim tłumaczeniem wydaje się być ""blisko"". Jeśli jednak miałoby to oznaczać coś innego (np. ""zamknąć"", ""kończyć""), potrzebny byłby szerszy kontekst lub dodatkowe informacje."|Blisko.
Shut it!|Cicho tam!|"""Zamknij się!""

To tłumaczenie jest dosłownym przekładem angielskiego wyrażenia ""Shut it!"" na język polski. Warto zauważyć, że w języku polskim istnieją również inne sposoby wyrażenia tej samej myśli, takie jak ""Milcz!"", ""Cicho bądź!"" czy ""Przestań gadać!"". Wybór konkretnego zwrotu może zależeć od kontekstu i stopnia formalności sytuacji."|"Tłumaczenie wyrażenia ""Shut it!"" na język polski to:

""Zamknij się!""

To potoczne i dość dosadne wyrażenie, które jest używane w sytuacjach, gdy ktoś chce, aby druga osoba przestała mówić lub zamilkła. Jest to forma polecenia lub prośby o zaprzestanie rozmowy lub komentarzy."|Zamknij się!|Zamknij to!|Zamknij się!|"Podane zdanie ""Shut it!"" w tłumaczeniu na język polski brzmi:

""Zamknij się!""

To krótkie, potoczne wyrażenie używane jest jako polecenie lub ostrzeżenie skierowane do kogoś, aby przestał mówić lub zamilkł. Jest to forma nieformalna i często stosowana w sytuacjach, gdy ktoś chce przerwać czyjąś wypowiedź lub zwrócić uwagę na konieczność milczenia."|Zamknij się!
I must see it.|Muszę to zobaczyć.|"""Muszę to zobaczyć.""

To tłumaczenie jest dosłowne i oddaje znaczenie oryginalnego angielskiego zdania. W języku polskim, podobnie jak w angielskim, wyraża ono silną potrzebę lub determinację osoby mówiącej, aby coś zobaczyć."|"Tłumaczenie zdania ""I must see it"" na język polski brzmi:

""Muszę to zobaczyć.""

To wyrażenie może być używane w różnych kontekstach, aby wyrazić silne pragnienie lub potrzebę zobaczenia czegoś. Może odnosić się do czegoś fascynującego, ważnego lub po prostu czegoś, co bardzo chcesz zobaczyć."|Muszę to zobaczyć.|"""Muszę to zobaczyć."""|Muszę to zobaczyć.|"Podane zdanie ""I must see it."" w tłumaczeniu na język polski brzmi:

""Muszę to zobaczyć.""

To proste zdanie wyraża silną potrzebę lub konieczność zobaczenia czegoś. Może być używane w różnych sytuacjach, gdy ktoś jest bardzo zainteresowany lub zdeterminowany, aby coś zobaczyć."|Muszę to zobaczyć.
Girl… You was blue as a whale when we brought you in here! Your blood needs thawin'!|Dziewczyno... Byłaś sina z zimna, jak cię tu przynieśli! Musisz się porządnie wygrzać!|"""Dziewczyno... Byłaś tak niebieska jak wieloryb, kiedy cię tu przynieśliśmy! Twoja krew potrzebuje rozmrożenia!""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego kolokwialny charakter i specyficzne wyrażenia. Warto jednak pamiętać, że jest to stylizacja językowa, która może nie być typowym sposobem mówienia w codziennych sytuacjach medycznych."|"Tłumaczenie tego zdania na język polski brzmi:

""Dziewczyno... Byłaś niebieska jak wieloryb, kiedy cię tu przynieśli! Twoja krew potrzebuje rozmrożenia!""

To zdanie jest prawdopodobnie częścią dialogu z filmu lub serialu medycznego, gdzie lekarze lub ratownicy medyczni komentują stan pacjenta. Wyrażenie ""być niebieskim jak wieloryb"" to idiomatyczne określenie bardzo bladego koloru skóry, często używane w kontekście hipotermii lub niskiego poziomu tlenu we krwi."|Dziewczyno... Byłaś błękitna jak wieloryb, kiedy cię tu przynieśliśmy! Twoja krew potrzebuje rozmrożenia!|"""Dziewczyno... Byłaś błękitna jak wieloryb, kiedy cię tu przynieśli! Twoja krew musi odtajać!"""|Dziewczyno... Byłaś błękitna jak wieloryb, kiedy cię tu przynieśliśmy! Twoja krew potrzebuje rozmrożenia!|Dziewczyno... Byłaś niebieska jak wieloryb, kiedy cię tu przynieśliśmy! Twoja krew potrzebuje rozmrożenia!|Dziewczyno... Byłaś błękitna jak wieloryb, kiedy cię tu przynieśliśmy! Twoja krew potrzebuje rozmrożenia!
Mind if we, uh, never mention this again?|Może oboje zapomnimy o tym incydencie?|"""Przepraszam, czy mógłbyśmy po prostu nigdy więcej o tym nie wspominać?""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego nieformalny i uprzejmy ton. W języku polskim często używa się podobnych zwrotów grzecznościowych, aby delikatnie poprosić kogoś o zaprzestanie dyskusji na jakiś temat."|"Tłumaczenie tego zdania na język polski brzmi: ""Czy miałbyś coś przeciwko temu, żebyśmy nigdy więcej o tym nie wspominali?""

To zdanie jest często używane w sytuacjach, gdy ktoś chce zakończyć dyskusję lub temat, który jest dla obu stron niekomfortowy lub bolesny. Wyraża ono prośbę o unikanie powracania do danego tematu w przyszłości."|"""Masz coś przeciwko temu, żebyśmy nigdy więcej o tym nie wspominali?"""|"""Nie będziesz miał nic przeciwko, jeśli nigdy więcej o tym nie wspomnimy?"""|Czy masz coś przeciwko temu, żebyśmy nigdy więcej o tym nie wspominali?|"Oto tłumaczenie tego zdania na język polski:

""Masz coś przeciwko temu, żebyśmy nigdy więcej o tym nie wspominali?""

To tłumaczenie oddaje sens oryginalnego zdania, które wyraża prośbę lub pytanie o zgodę na to, aby dany temat nie był już poruszany w przyszłości. Użycie słowa ""nigdy więcej"" jest dosłownym odpowiednikiem angielskiego ""never mention it again"". Warto zauważyć, że w języku polskim często używamy takich zwrotów w kontekście chęci uniknięcia nieprzyjemnych lub delikatnych tematów."|"""Masz coś przeciwko temu, żebyśmy nigdy więcej o tym nie wspominali?"""
What do ya say to that, eh? Fat lot o' help they did you, them… mutations or what's it you call 'em. We Skelligers got our own ways. We live, eat, breathe, drink and fuck in the bracin' air of these isles. Strength follows naturally.|I co...? Na nic twoje mutacje czy jak to tam nazywacie. Na Skellige mamy swoje metody. Trzeba się tu urodzić, żreć i pić, co daje ta ziemia, i oddychać naszym powietrzem. Krzepa przychodzi sama.|"""Co ty na to, co? Jaki z nich pożytek, te... mutacje czy jak je tam zwiesz? My, mieszkańcy Skelligów, mamy swoje sposoby. Żyjemy, jemy, oddychamy i pijemy w chłodnym powietrzu tych wysp. Siła przychodzi naturalnie.""

To tłumaczenie stara się uchwycić nieformalny, potoczny charakter oryginalnego tekstu oraz jego specyficzne słownictwo i strukturę zdaniową. Warto zauważyć, że wypowiedź ta zawiera elementy gwarowe i idiomatyczne, które mogłyby być trudne do dosłownego przetłumaczenia na język polski."|"Tłumaczenie tego fragmentu na język polski:

""Co ty na to, co? Tyle ci pomogli, oni... mutanci czy jak ich tam zwiesz. My Skelligers mamy swoje sposoby. Żyjemy, jemy, oddychamy i pijemy w chłodnym powietrzu tych wysp. Siła przychodzi naturalnie.""

To tłumaczenie stara się zachować kolokwialny charakter oryginalnego tekstu oraz jego specyficzne sformułowania, jednocześnie dostosowując go do norm języka polskiego."|Co ty na to, co? Jaki z nich pożytek dla ciebie, tych... mutantów czy jak ich tam zwiesz. My Skelligersi mamy swoje sposoby. Żyjemy, jemy, oddychamy, pijemy i pieprzymy się w chłodnym powietrzu tych wysp. Siła przychodzi naturalnie.|"""Co ty na to, co? Jaki z nich pożytek, tych... mutantów czy jak ich tam zwiesz. My, mieszkańcy Skellinga, mamy swoje sposoby. Żyjemy, jemy, oddychamy, pijemy i kochamy się w orzeźwiającym powietrzu tych wysp. Siła przychodzi naturalnie."""|Co ty na to, co? Jaki z nich pożytek, ci... mutanci czy jak ich tam zwiesz. My ze Skellingaru mamy swoje sposoby. Żyjemy, jemy, oddychamy, pijemy i kochamy się w chłodnym powietrzu tych wysp. Siła przychodzi naturalnie.|"""Co ty na to, co? Jaki z nich pożytek, ci... mutanci czy jak ich tam zwiesz. My ze Skellingów mamy swoje sposoby. Żyjemy, jemy, oddychamy i pijemy w chłodnym powietrzu tych wysp. Siła przychodzi naturalnie.""

To tłumaczenie stara się uchwycić nieformalny, potoczny charakter oryginalnego tekstu oraz jego specyficzne słownictwo i strukturę. Warto zauważyć, że niektóre wyrażenia mogą być trudne do dosłownego przekładu ze względu na kontekst kulturowy i regionalizmy obecne w oryginalnym tekście."|Co ty na to, co? Jaki z nich pożytek, ci... mutanci czy jak ich tam zwiesz. My ze Skellingów mamy swoje sposoby. Żyjemy, jemy, oddychamy, pijemy i pieprzymy się w rześkim powietrzu tych wysp. Siła przychodzi naturalnie.
Oh, and wenches. If we don't make proper use of 'em, who will?|No i kobiety, bo przecież ktoś musi robić z nich użytek.|"""Ach, i dziewczyny. Jeśli my ich nie wykorzystamy w odpowiedni sposób, to kto to zrobi?""

To tłumaczenie oddaje sens oryginalnego cytatu, który wydaje się być częścią dialogu lub monologu, prawdopodobnie z jakiegoś dzieła literackiego lub filmowego. Cytat ten sugeruje, że mówiący uważa, że oni (prawdopodobnie grupa mężczyzn) mają obowiązek lub powinność ""wykorzystania"" dziewczyn w jakiś sposób, co może być kontrowersyjne lub dwuznaczne. Warto zauważyć, że kontekst jest kluczowy dla pełnego zrozumienia intencji autora i znaczenia tego cytatu."|"Och, a dziewczyny! Jeśli my ich nie wykorzystamy prawidłowo, to kto?

To tłumaczenie zachowuje ducha oryginalnego cytatu, jednocześnie dostosowując go do polskiego kontekstu językowego i kulturowego. Warto zauważyć, że w oryginalnym tekście słowo ""wenches"" może być interpretowane jako odnoszące się do młodych kobiet lub dziewcząt, co jest oddane w tłumaczeniu jako ""dziewczyny"". Cytat ten wydaje się sugerować pewną odpowiedzialność za wykorzystanie potencjału lub zasobów, które są przedmiotem rozmowy, i podkreśla, że jeśli nikt inny tego nie zrobi, to obowiązek spoczywa na osobie wypowiadającej te słowa."|Och, a dziewczyny. Jeśli my ich nie wykorzystamy prawidłowo, to kto?|"""Ach, a co z dziewczynami. Jeśli my ich nie wykorzystamy, to kto?"""|Och, a dziewczyny. Jeśli my ich nie wykorzystamy prawidłowo, to kto?|Och, a dziewczyny! Jeśli my nie zrobimy z nich właściwego użytku, to kto?|Och, a dziewki! Jeśli my ich nie wykorzystamy odpowiednio, to kto?
Farewell.|Bywaj.|"""Farewell"" w języku polskim tłumaczy się jako ""Pożegnanie"" lub ""Do widzenia"".

W zależności od kontekstu i sytuacji, można użyć różnych form pożegnania:

1. Formalne: ""Żegnam"", ""Dziękuję za spotkanie/rozmowę"", ""Do widzenia"".
2. Nieformalne: ""Cześć"", ""Trzymaj się"", ""Pa!"".
3. W liście lub e-mailu: ""Z wyrazami szacunku"", ""Serdecznie pozdrawiam"".

Wybór odpowiedniej formy zależy od relacji między osobami oraz okoliczności pożegnania."|"Tłumaczenie wyrażenia ""Farewell"" na język polski to ""Pożegnanie"" lub w formie czasownikowej ""Żegnać się"".

Jeśli chcesz użyć tego słowa jako pozdrowienia na końcu wiadomości, możesz napisać:

""Do widzenia.""
lub
""Żegnam.""

Oba te zwroty są powszechnie używane w języku polskim jako pożegnania."|Żegnaj.|Żegnaj.|Żegnaj.|"Podane zdanie ""Farewell"" w języku angielskim tłumaczy się na język polski jako ""Pożegnanie"" lub ""Żegnaj"".

Warto zauważyć, że słowo ""farewell"" jest używane głównie w kontekście formalnym lub oficjalnym pożegnania. Może być stosowane w różnych sytuacjach, takich jak:

1. Pożegnanie przed długą podróżą
2. Odejście z pracy lub szkoły
3. Rozstanie z przyjaciółmi lub rodziną
4. W kontekście ceremonii pogrzebowej

W mowie potocznej często używa się bardziej bezpośredniego i nieformalnego ""Goodbye"", które można przetłumaczyć jako ""Do widzenia"" lub ""Cześć""."|Pożegnanie.
If we gotta, we gotta. So be it.|Jak trzeba, to trzeba.|"""Jeśli musimy, to musimy. Niech tak będzie.""

To tłumaczenie oddaje ducha oryginalnego angielskiego powiedzenia ""If we gotta, we gotta. So be it."", które wyraża akceptację i pogodzenie się z koniecznością lub nieuniknionością jakiejś sytuacji. W języku polskim używamy podobnych fraz, takich jak ""jeśli musimy"", ""nie ma rady"" czy ""tak trzeba"", aby wyrazić podobne znaczenie."|"Tłumaczenie tego angielskiego powiedzenia na język polski brzmi: ""Jeśli musimy, to musimy. No cóż.""

To wyrażenie jest używane w sytuacjach, gdy ktoś akceptuje konieczność zrobienia czegoś, nawet jeśli nie jest to dla niego idealne lub pożądane. Oznacza ono pogodzenie się z faktem, że coś trzeba zrobić, mimo że może to być trudne lub niechciane."|Jeśli musimy, to musimy. Niech tak będzie.|"""Jeśli musimy, to musimy. Niech tak będzie."""|Jeśli musimy, to musimy. Niech tak będzie.|"Oto tłumaczenie tego zdania na język polski:

""Jeśli musimy, to musimy. Niech tak będzie.""

To tłumaczenie oddaje sens oryginalnego angielskiego wyrażenia, które wyraża akceptację dla konieczności lub obowiązku, niezależnie od osobistych uczuć w tej sprawie."|Jeśli musimy, to musimy. Niech tak będzie.
I was afraid you'd never talk to each other again. After that contest for the crown?|Bałem się, że po tym całym wyścigu o koronę już nigdy się do siebie nie odezwiecie.|"""Bałam się, że już nigdy więcej ze sobą nie porozmawiacie. Po tym konkursie o koronę?""

To tłumaczenie zachowuje oryginalne znaczenie zdania, uwzględniając kontekst rozmowy między dwiema osobami oraz odniesienie do jakiegoś wydarzenia, które mogło wpłynąć na ich relacje. W języku polskim użyto czasu przeszłego (""byłam"", ""bałam się""), co jest typowe dla mówienia o przeszłych emocjach lub obawach. Dodatkowo, fraza ""po tym konkursie o koronę"" została zachowana dosłownie, ponieważ nie ma bezpośredniego odpowiednika w języku polskim, który by dokładnie oddawał ten specyficzny kontekst."|"Tłumaczenie tego zdania na język polski brzmi:

""Bałem się, że już nigdy więcej ze sobą nie porozmawiacie. Po tym konkursie o koronę?""

To zdanie wyraża obawę mówiącego, że dwie osoby mogłyby przestać ze sobą rozmawiać po jakimś wydarzeniu lub sytuacji (w tym przypadku ""konkursie o koronę""). Mówiący używa czasu przeszłego (""baliłem się""), co sugeruje, że ta obawa była realna w pewnym momencie w przeszłości. Zdanie jest skierowane do obu osób, które są tematem tej wypowiedzi."|Obawiałem się, że już nigdy więcej ze sobą nie porozmawiacie. Po tym konkursie o koronę?|"""Obawiałem się, że już nigdy ze sobą nie porozmawiacie. Po tym konkursie o koronę?"""|Obawiałem się, że już nigdy więcej ze sobą nie porozmawiacie. Po tym konkursie o koronę?|"Tłumaczenie tego zdania na język polski brzmi:

""Bałem się, że już nigdy więcej ze sobą nie porozmawiacie. Po tym konkursie o koronę?""

To zdanie wyraża obawę mówiącego, że dwie osoby mogłyby przestać ze sobą rozmawiać po jakimś wydarzeniu, w tym przypadku prawdopodobnie po konkursie lub rywalizacji o coś ważnego (np. o tron czy koronę)."|Bałem się, że już nigdy więcej ze sobą nie porozmawiacie. Po tym konkursie o koronę?
Need to go.|Muszę już iść.|"""Muszę iść.""

To tłumaczenie jest dosłowne i oddaje znaczenie oryginalnego angielskiego wyrażenia ""Need to go"". W języku polskim, podobnie jak w angielskim, może być używane w różnych kontekstach, aby wyrazić potrzebę opuszczenia miejsca lub zakończenia czegoś."|"Tłumaczenie wyrażenia ""Need to go"" na język polski zależy od kontekstu, w jakim jest używane. Kilka możliwych tłumaczeń:

1. Potrzebuję iść - ogólne wyrażenie potrzeby opuszczenia miejsca lub udania się gdzieś.
2. Muszę iść - sugeruje konieczność lub pilną potrzebę pójścia dokądś.
3. Chcę iść - wyraża chęć lub pragnienie opuszczenia danego miejsca.
4. Idę - proste stwierdzenie faktu, że ktoś zamierza lub już idzie.

Wybór najlepszego tłumaczenia zależy od sytuacji i intencji mówiącego. Na przykład:

- ""Need to go"" w kontekście rozmowy o planach: ""Muszę iść.""
- ""Need to go"" jako odpowiedź na pytanie o plany: ""Chcę iść.""
- ""Need to go"" w kontekście nagłej potrzeby: ""Potrzebuję iść.""

Jeśli masz konkretny kontekst, mogę dostarczyć bardziej precyzyjne tłumaczenie."|Muszę iść.|Muszę iść.|Muszę iść.|"Podane zdanie ""Need to go"" w tłumaczeniu na język polski brzmi:

""Muszę iść.""

To krótkie, potoczne wyrażenie może być używane w różnych kontekstach, aby poinformować kogoś o konieczności opuszczenia danego miejsca lub udania się gdzieś. Może też wyrażać pilną potrzebę zrobienia czegoś lub dotarcia dokądś."|Muszę iść.
What?|Co?|"""Co?""

To tłumaczenie jest najbliższe znaczeniowo oryginalnemu wyrażeniu ""What?"" w języku angielskim, które zazwyczaj używane jest jako wykrzyknienie wyrażające zdziwienie, pytanie lub prośbę o powtórzenie. W języku polskim odpowiednikiem może być również ""Jak to?"", ""Co takiego?"" lub po prostu ""Co?"" w zależności od kontekstu."|"Tłumaczenie wyrażenia ""What?"" na język polski to po prostu:

""Co?""

To jest powszechnie używane wyrażenie w języku angielskim, które służy do wyrażania zdziwienia, zaskoczenia lub prośby o powtórzenie czegoś. W języku polskim odpowiednikiem tego wyrażenia jest ""Co?"", które pełni podobną funkcję komunikacyjną."|Co?|"""Co?"""|Co?|"Przetłumaczone zdanie ""What?"" na język polski brzmi:

""Co?""

To krótkie, jednowyrazowe pytanie wyraża zaskoczenie, niedowierzanie lub prośbę o powtórzenie. Jest często używane w codziennych rozmowach jako reakcja na coś nieoczekiwanego lub trudnego do zrozumienia."|Co?
