en_text,pl_text,result_one_shot,translation_one_shot,result_three_shot,translation_three_shot,chrf_translation_one_shot,bleu_translation_one_shot,bertscore_translation_one_shot,comet_translation_one_shot,chrf_translation_three_shot,bleu_translation_three_shot,bertscore_translation_three_shot,comet_translation_three_shot
What do you have on offer?,Pokaż mi swoje towary.,"Zdanie po angielsku: What do you have on offer?

Tłumaczenie: [Co masz do zaoferowania?]",Co masz do zaoferowania?,Tłumaczenie: [Co masz do zaoferowania?],Co masz do zaoferowania?,0.12349105190674965,0.0,0.6933394074440002,0.7815016508102417,0.12349105190674965,0.0,0.6933394074440002,0.7815016508102417
"Yeah, a whole lot.",Tak... Sporo przeszłam.,"Zdanie po angielsku: Yeah, a whole lot.

Tłumaczenie: [Tak, całkiem sporo.]","Tak, całkiem sporo.","Tłumaczenie: [Tak, całkiem sporo.]","Tak, całkiem sporo.",0.18404641773003372,0.0,0.714743435382843,0.7720045447349548,0.18404641773003372,0.0,0.714743435382843,0.7720045447349548
I'm a witcher. Could go with you and help.,"Jestem wiedźminem, mogę pójść tam z wami.","Zdanie po angielsku: I'm a witcher. Could go with you and help.

Tłumaczenie: [Jestem wiedźminem. Mogę pójść z tobą i pomóc.]",Jestem wiedźminem. Mogę pójść z tobą i pomóc.,Tłumaczenie: [Jestem wiedźminem. Mogę pójść z tobą i pomóc.],Jestem wiedźminem. Mogę pójść z tobą i pomóc.,0.5990056029325067,0.03655552228545124,0.8974924683570862,0.9320327639579773,0.5990056029325067,0.03655552228545124,0.8974924683570862,0.9320327639579773
Thank you once more.,Dziękuję wam raz jeszcze.,"Zdanie po angielsku: Thank you once more.

Tłumaczenie: [Dziękuję raz jeszcze.]",Dziękuję raz jeszcze.,"Dziękuję raz jeszcze.

Tłumaczenie: [Dziękuję jeszcze raz.]",Dziękuję jeszcze raz.,0.7189719405547255,0.19053627645285995,0.9361597895622253,0.9711275100708008,0.5642526033194545,0.0814136751754278,0.9009652137756348,0.9706916809082031
You said the creature wants revenge. Why? For what?,"Dlaczego powiedzieliście, że ta istota mści się na was?","Zdanie po angielsku: You said the creature wants revenge. Why? For what?

Tłumaczenie: [Powiedziałeś, że stworzenie pragnie zemsty. Dlaczego? Za co?]","Powiedziałeś, że stworzenie pragnie zemsty. Dlaczego? Za co?","Tłumaczenie: [Powiedziałeś, że stworzenie chce zemsty. Dlaczego? Za co?]","Powiedziałeś, że stworzenie chce zemsty. Dlaczego? Za co?",0.3177416643724434,0.024512401940754224,0.7486369609832764,0.8712223768234253,0.30917590057140765,0.024512401940754224,0.7513167858123779,0.8714962005615234
"He's safe where he is, with the baron - least I think so. I'll get him once I know why Ciri went to Novigrad, what she did there… Still a chance I might find her there.","U Barona jest bezpieczny. Wrócę po niego, kiedy ustalę, co Ciri robiła w Novigradzie. I czy przypadkiem jeszcze jej tam nie ma.","Zdanie po angielsku: He's safe where he is, with the baron - least I think so. I'll get him once I know why Ciri went to Novigrad, what she did there… Still a chance I might find her there.

Tłumaczenie: [On jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak myślę. Dostanę go, kiedy dowiem się, dlaczego Ciri udała się do Novigradu, co tam robiła… Wciąż jest szansa, że mogę ją znaleźć tam.]","On jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak myślę. Dostanę go, kiedy dowiem się, dlaczego Ciri udała się do Novigradu, co tam robiła… Wciąż jest szansa, że mogę ją znaleźć tam.","Tłumaczenie: [On jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak myślę. Znajdę go, gdy dowiem się, dlaczego Ciri udała się do Novigradu i co tam robiła... Wciąż jest szansa, że znajdę ją tam.]","On jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak myślę. Znajdę go, gdy dowiem się, dlaczego Ciri udała się do Novigradu i co tam robiła... Wciąż jest szansa, że znajdę ją tam.",0.4337263419325707,0.008186841244220632,0.759857714176178,0.7741735577583313,0.40073722124310507,0.0077426364109627836,0.7637729048728943,0.8111414313316345
"Head through the door and you'll see the pier. Be careful, it's slippery.","Za tymi drzwiami jest wyjście na pomost. Uważaj tylko, bo śliski.","Zdanie po angielsku: Head through the door and you'll see the pier. Be careful, it's slippery.

Tłumaczenie: [Przejdź przez drzwi i zobaczysz molo. Uważaj, jest śliskie.]","Przejdź przez drzwi i zobaczysz molo. Uważaj, jest śliskie.","Tłumaczenie: [Wejdź przez drzwi i zobaczysz molo. Uważaj, jest śliskie.]","Wejdź przez drzwi i zobaczysz molo. Uważaj, jest śliskie.",0.2846873526375591,0.019201920550239778,0.7661444544792175,0.8840457797050476,0.2857609521099254,0.019201920550239778,0.7681511640548706,0.8815614581108093
Mean there've been those who've tried to defeat him?,"Znaczy, że byli już tacy, którzy próbowali go pokonać?","Zdanie po angielsku: Mean there've been those who've tried to defeat him?

Tłumaczenie: [Czy chodzi o to, że byli tacy, którzy próbowali go pokonać?]","Czy chodzi o to, że byli tacy, którzy próbowali go pokonać?","Tłumaczenie: [Czy tam byli tacy, którzy próbowali go pokonać?]","Czy tam byli tacy, którzy próbowali go pokonać?",0.7431369038728285,0.40352786374639904,0.9252147078514099,0.9542682766914368,0.6927790032988407,0.47750342648354643,0.9146173000335693,0.9396083950996399
The very devil we speak of. Never thought we'd meet so soon.,"Oto i wilk, o którym mowa. Nie myślałem, że tak szybko cię poznam.","Zdanie po angielsku: The very devil we speak of. Never thought we'd meet so soon.

Tłumaczenie: [Diabeł, o którym mówimy. Nigdy nie myślałem, że spotkamy się tak szybko.]","Diabeł, o którym mówimy. Nigdy nie myślałem, że spotkamy się tak szybko.","Tłumaczenie: [Diabeł, o którym mowa. Nigdy nie myślałem, że spotkamy się tak szybko.]","Diabeł, o którym mowa. Nigdy nie myślałem, że spotkamy się tak szybko.",0.5179924798300405,0.049556962927909884,0.8239478468894958,0.728092610836029,0.6076636983767228,0.10207580399073182,0.8500576019287109,0.7680696249008179
Thought you might object…,"Myślałem, że będziesz protestować...","Zdanie po angielsku: Thought you might object…

Tłumaczenie: [Pomyślałem, że możesz mieć zastrzeżenia…]","Pomyślałem, że możesz mieć zastrzeżenia…","Tłumaczenie: [Myślałem, że możesz mieć obiekcje...]","Myślałem, że możesz mieć obiekcje...",0.3321978519191976,0.05372849659117709,0.7668972015380859,0.7825822234153748,0.3750202435650735,0.11362193664674995,0.9015712738037109,0.785757839679718
Ughh. One more knee-slapper like that and you're goin' for a swim with 'em.,Mhm. Jeszcze jeden taki suchar i pójdziesz pływać z nimi.,"Zdanie po angielsku: Ughh. One more knee-slapper like that and you're goin' for a swim with 'em.

Tłumaczenie: [Uff. Jeszcze jeden taki żart kolanowy i pójdziesz z nimi popływać.]",Uff. Jeszcze jeden taki żart kolanowy i pójdziesz z nimi popływać.,Tłumaczenie: [Uff. Jeszcze jeden taki żart i pójdziesz popływać z nimi.],Uff. Jeszcze jeden taki żart i pójdziesz popływać z nimi.,0.613853845145716,0.12278260149096115,0.9087252616882324,0.5989524722099304,0.7180759356394804,0.1535259783865636,0.9424186944961548,0.8117010593414307
You're alive?! And in one piece?!,Żyjesz?! Cały jesteś?!,"Zdanie po angielsku: You're alive?! And in one piece?!

Tłumaczenie: [Żyjesz?! I w jednym kawałku?!]

[Żyjesz?! I w jednym kawałku?!]",Żyjesz?! I w jednym kawałku?!,Tłumaczenie: [Żyjesz?! I cały?!],Żyjesz?! I cały?!,0.38175651157555174,0.05372849659117709,0.84149169921875,0.4973032772541046,0.39586642968178004,0.11362193664674995,0.9023118615150452,0.9336010217666626
"Why the theatrics? If you wanted to hire a witcher, should've just said so. Would've been cheaper.","Po co ten teatr? Jak chciałeś wynająć wiedźmina, trzeba było powiedzieć od razu. Wyszłoby taniej.","Zdanie po angielsku: Why the theatrics? If you wanted to hire a witcher, should've just said so. Would've been cheaper.

Tłumaczenie: [Po co te teatralne sztuczki? Jeśli chciałeś zatrudnić wiedźmina, wystarczyło to powiedzieć. Byłoby taniej.]","Po co te teatralne sztuczki? Jeśli chciałeś zatrudnić wiedźmina, wystarczyło to powiedzieć. Byłoby taniej.","Tłumaczenie: [Po co te teatralne sztuczki? Jeśli chciałeś wynająć wiedźmina, wystarczyło powiedzieć. Byłoby taniej.]","Po co te teatralne sztuczki? Jeśli chciałeś wynająć wiedźmina, wystarczyło powiedzieć. Byłoby taniej.",0.5192505292305337,0.03536389861883236,0.844672679901123,0.9230983853340149,0.6237065933636496,0.08677093350233296,0.8717120289802551,0.9254627227783203
"I must say, he's rather handsome…","Muszę przyznać, że jest niczego sobie.","Zdanie po angielsku: I must say, he's rather handsome…

Tłumaczenie: [Muszę przyznać, że on jest raczej przystojny…]","Muszę przyznać, że on jest raczej przystojny…","Tłumaczenie: [Muszę przyznać, że on jest raczej przystojny...]","Muszę przyznać, że on jest raczej przystojny...",0.5388758368578179,0.17567205239427922,0.8177263140678406,0.9095265865325928,0.5404019878366285,0.17567205239427922,0.8249076008796692,0.9095265865325928
Svanrige's not vying for support?,Svanrige nie zamierza walczyć o poparcie?,"Zdanie po angielsku: Svanrige's not vying for support?

Tłumaczenie: [Svanrige nie zabiega o poparcie?]",Svanrige nie zabiega o poparcie?,"Tłumaczenie: [Dlaczego Szwecja nie stara się o wsparcie?]

Wyjaśnienie: Zdanie ""Svanrige's not vying for support?"" można przetłumaczyć jako pytanie ""Dlaczego Szwecja nie stara się o wsparcie?"". W tym kontekście ""Svanrige"" odnosi się do Szwecji (angielska nazwa ""Sweden""), a ""not vying for support"" sugeruje brak starań lub działań mających na celu uzyskanie wsparcia.",Dlaczego Szwecja nie stara się o wsparcie?,0.5655639152585362,0.1315583108973614,0.9290499091148376,0.9276742935180664,0.24861052069899317,0.039281465090051315,0.7995331287384033,0.7684691548347473
"The truth. I may be a woman, but I've got me honor!","Prawdę. Jestem kobietą, ale mam swój honor!","Zdanie po angielsku: The truth. I may be a woman, but I've got me honor!

Tłumaczenie: [Prawda. Mogę być kobietą, ale mam swój honor!]","Prawda. Mogę być kobietą, ale mam swój honor!","Tłumaczenie: [Prawda. Mogę być kobietą, ale mam swój honor!]","Prawda. Mogę być kobietą, ale mam swój honor!",0.6994301445679124,0.5169731539571706,0.9273773431777954,0.9415838122367859,0.6994301445679124,0.5169731539571706,0.9273773431777954,0.9415838122367859
Hahahahaha!,Hahahaha!,"Zdanie ""Hahahahaha!"" jest onomatopeją, która nie ma bezpośredniego tłumaczenia na inny język, ponieważ jej celem jest oddanie dźwięku śmiechu. W języku polskim można to zapisać jako:

[Ha ha ha ha ha!]

Warto zauważyć, że w języku polskim często używamy skróconej formy ""ha"" lub ""haha"", ale pełne ""ha ha ha ha ha!"" również jest poprawne i powszechnie rozumiane.",Ha ha ha ha ha!,"Zdanie po angielsku: Hahahahaha!

Tłumaczenie: [Hahahahaha!]

To zdanie jest onomatopeją śmiechu i nie ma bezpośredniego tłumaczenia na język polski. W mowie potocznej często używa się go w tej samej formie, aby oddać dźwięk śmiechu.",Hahahahaha!,0.9679590328813809,0.0,0.7586501836776733,0.7269854545593262,0.9679590328813809,0.0,0.9622810482978821,0.9821666479110718
"Follow me, Geralt!","Za mną, Geralt!","Zdanie po angielsku: Follow me, Geralt!

Tłumaczenie: [Chodź za mną, Geralt!]","Chodź za mną, Geralt!","Tłumaczenie: [Chodź za mną, Geralt!]","Chodź za mną, Geralt!",0.8602052730576083,0.16990442448471224,0.9173118472099304,0.9544572234153748,0.8602052730576083,0.16990442448471224,0.9173118472099304,0.9544572234153748
Not interested.,Nie jestem zainteresowany.,"Zdanie po angielsku: Not interested.

Tłumaczenie: [Niezainteresowany/niezainteresowana] (w zależności od płci osoby, o której mowa).

Warto zauważyć, że ""Not interested"" może być użyte jako krótka odpowiedź lub komentarz, często w kontekście romantycznym lub towarzyskim. W takich sytuacjach można je również przetłumaczyć jako ""Nie jestem zainteresowany/zainteresowana"".",Niezainteresowany/niezainteresowana,"Tłumaczenie: [Niezainteresowany/a.]

W tym przypadku ""Not interested"" można przetłumaczyć jako ""niezainteresowany"" lub ""niezainteresowana"", w zależności od płci osoby mówiącej. W języku polskim często używa się formy męskiej (""niezainteresowany""), ale dla pełnej precyzji można dodać rodzajnik żeński (""niezainteresowana"").",Niezainteresowany/a.,0.5873750899960252,0.0,0.6526365876197815,0.6263704895973206,0.592722693719464,0.0,0.7138247489929199,0.7686790823936462
What's the problem? Tell me.,"Mów, o co chodzi.","Zdanie po angielsku: What's the problem? Tell me.

Tłumaczenie: [Co jest problemem? Powiedz mi.]",Co jest problemem? Powiedz mi.,"Oczywiście! Oto tłumaczenie podanego zdania na język polski:

Zdanie po angielsku: What's the problem? Tell me.
Tłumaczenie: [Co jest problemem? Powiedz mi.]

W tym tłumaczeniu:
- ""What's the problem?"" zostało przetłumaczone jako ""Co jest problemem?""
- ""Tell me"" zostało przetłumaczone jako ""Powiedz mi.""

Całe zdanie brzmi naturalnie i jest poprawnie przetłumaczone na język polski.",Co jest problemem? Powiedz mi.,0.11119347664937,0.0,0.7228159308433533,0.8574883341789246,0.11119347664937,0.0,0.7228159308433533,0.8574880957603455
"Whoo-eey, that's some thunderin'. Think he's still alive?","Ło, ale gruchnął. Myślicie, że żyje?","Zdanie po angielsku: Whoo-eey, that's some thunderin'. Think he's still alive?

Tłumaczenie: [Uuu, ale grzmoty! Myślisz, że on nadal żyje?]","Uuu, ale grzmoty! Myślisz, że on nadal żyje?","[Uff, ale grzmi! Myślisz, że on nadal żyje?]","Uff, ale grzmi! Myślisz, że on nadal żyje?",0.3308828329413498,0.03655552228545124,0.8400252461433411,0.7251458764076233,0.3330917862914604,0.03655552228545124,0.8494853377342224,0.7810260057449341
So long.,Bywaj.,"Zdanie po angielsku: So long.

Tłumaczenie: [Do widzenia.]

Warto zauważyć, że ""So long"" to potoczne pożegnanie w języku angielskim, które może być używane jako nieformalny odpowiednik ""Goodbye"". W języku polskim najczęściej używanymi formami pożegnania są ""Do widzenia"", ""Cześć"" lub ""Pa pa"".",Do widzenia.,"Tłumaczenie: [Do widzenia.]

Warto zauważyć, że ""So long"" może być również tłumaczone jako ""Żegnaj"", ale ""Do widzenia"" jest bardziej formalne i powszechnie używane jako pożegnanie w języku polskim.",Do widzenia.,0.07692307692307702,0.0,0.6502469778060913,0.6715312004089355,0.07692307692307702,0.0,0.6502469778060913,0.6715312004089355
Take care.,Bywaj.,"Zdanie po angielsku: Take care.

Tłumaczenie: [Uważaj/Dbaj o siebie.]

W tym przypadku ""Take care"" jest idiomatycznym zwrotem, który może być tłumaczony jako ""Uważaj"" lub ""Dbaj o siebie"". Oba te tłumaczenia oddają ogólne znaczenie tego wyrażenia, które ma na celu wyrażenie troski i zachęcenie do ostrożności.",Uważaj/Dbaj o siebie.,"Oczywiście! Oto tłumaczenie podanego zdania ""Take care"" na język polski:

[Dbaj o siebie.]",Dbaj o siebie.,0.144234253823295,0.0,0.6317729353904724,0.6008949279785156,0.10551948051948058,0.0,0.6520816087722778,0.6376659870147705
"Tell me about this… dragon. What it looks like, for instance.","Powiedz coś o tym... Smoku. Jak wygląda, na przykład.","Oto tłumaczenie zgodnie z Twoją prośbą:

Tell me about this... dragon. What it looks like, for instance.

Tłumaczenie: [Powiedz mi o tym... smoku. Jak on wygląda, na przykład.]","Powiedz mi o tym... smoku. Jak on wygląda, na przykład.","Tłumaczenie: [Opowiedz mi o tym... smoku. Jak on wygląda, na przykład.]","Opowiedz mi o tym... smoku. Jak on wygląda, na przykład.",0.7261211270383626,0.14287202148494,0.9018953442573547,0.9466561079025269,0.700973973904639,0.13747081017605653,0.8851014375686646,0.9406174421310425
What's your name?,Jak się nazywasz?,"Zdanie po angielsku: What's your name?

Tłumaczenie: [Jak masz na imię?]",Jak masz na imię?,"Oczywiście! Oto tłumaczenie podanego zdania na język polski:

Zdanie po angielsku: What's your name?
Tłumaczenie: [Jak masz na imię?]",Jak masz na imię?,0.22082474491766035,0.08034284189446518,0.805314838886261,0.9444682598114014,0.22082474491766035,0.08034284189446518,0.805314838886261,0.9444682598114014
Not interested.,Nie jestem zainteresowany.,"Zdanie po angielsku: Not interested.

Tłumaczenie: [Niezainteresowany/niezainteresowana] (w zależności od płci osoby, o której mowa).

Warto zauważyć, że ""Not interested"" może być użyte jako krótka odpowiedź lub komentarz, często w kontekście romantycznym lub towarzyskim. W takich sytuacjach można je również przetłumaczyć jako ""Nie jestem zainteresowany/zainteresowana"".",Niezainteresowany/niezainteresowana,"Tłumaczenie: [Niezainteresowany/a.]

W tym przypadku ""Not interested"" można przetłumaczyć jako ""niezainteresowany"" lub ""niezainteresowana"", w zależności od płci osoby mówiącej. W języku polskim często używa się formy męskiej (""niezainteresowany""), ale dla pełnej precyzji można dodać rodzajnik żeński (""niezainteresowana"").",Niezainteresowany/a.,0.5873750899960252,0.0,0.6526365876197815,0.6263704895973206,0.592722693719464,0.0,0.7138247489929199,0.7686790823936462
What now?,To co teraz?,"Zdanie po angielsku: What now?

Tłumaczenie: [Co teraz?]",Co teraz?,Tłumaczenie: [Co teraz?],Co teraz?,0.5932121462040326,0.09069748827745895,0.9335166215896606,0.9851468205451965,0.5932121462040326,0.09069748827745895,0.9335166215896606,0.9851468205451965
All right. Let me pack.,"Już, już. Daj mi się spakować.","Zdanie po angielsku: All right. Let me pack.

Tłumaczenie: [Dobrze. Pozwól mi spakować.]

W tym tłumaczeniu ""All right"" oznacza ""Dobrze"", a ""Let me pack"" można przetłumaczyć jako ""Pozwól mi spakować"". Całe zdanie wyraża zgodę i chęć pomocy w pakowaniu.",Dobrze. Pozwól mi spakować.,Tłumaczenie: [W porządku. Pozwól mi spakować się.],W porządku. Pozwól mi spakować się.,0.3340092418411196,0.05795053470733952,0.8238067030906677,0.9135711193084717,0.3285777169014248,0.040824829046386304,0.8291295170783997,0.9124882817268372
I see the way out! Follow me!,Widzę wyjście! Za mną!,"Zdanie po angielsku: I see the way out! Follow me!

Tłumaczenie: [Widzę drogę ucieczki! Chodź za mną!]",Widzę drogę ucieczki! Chodź za mną!,Tłumaczenie: [Widzę drogę ucieczki! Chodź za mną!],Widzę drogę ucieczki! Chodź za mną!,0.32749328083176044,0.048549177170732344,0.8815386891365051,0.9068922400474548,0.32749328083176044,0.048549177170732344,0.8815386891365051,0.9068922400474548
How dare ye?! My lads--,Jak śmiesz. Moi synowie...,"Zdanie po angielsku: How dare ye?! My lads--

Tłumaczenie: [Jak śmiesz! Moje chłopaki--]",Jak śmiesz! Moje chłopaki--,Tłumaczenie: [Jak śmiesz! Moi chłopcy--],Jak śmiesz! Moi chłopcy--,0.35438933701737185,0.08034284189446518,0.815144419670105,0.8937482237815857,0.3733785542272287,0.09554427922043669,0.831436038017273,0.9042289853096008
Quite the adventure… Got a home to go back to? Or will you stay here?,Niezła przygoda... Masz dokąd wrócić? Czy chcesz tu zostać?,"Zdanie po angielsku: Quite the adventure… Got a home to go back to? Or will you stay here?

Tłumaczenie: [Całkiem niezła przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?]","Całkiem niezła przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?","Tłumaczenie: [Całkiem niezła przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?]","Całkiem niezła przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?",0.6431802050018812,0.05094110796339642,0.8784896731376648,0.9281965494155884,0.6431802050018812,0.05094110796339642,0.8784896731376648,0.9281965494155884
"Hornets' nest… Known to have therapeutic uses. In shock therapy, for instance.","Gniazdo os... Może dałoby się je wykorzystać do jakiejś kuracji. Szokowej, na przykład.","Zdanie po angielsku: Hornets' nest… Known to have therapeutic uses. In shock therapy, for instance.

Tłumaczenie: [Gniazdo szerszeni… Znany z terapeutycznych zastosowań. Na przykład w terapii szokowej.]",Gniazdo szerszeni… Znany z terapeutycznych zastosowań. Na przykład w terapii szokowej.,Tłumaczenie: [Gniazdo szerszeni... Znane z terapeutycznych zastosowań. Na przykład w terapii szokowej.],Gniazdo szerszeni... Znane z terapeutycznych zastosowań. Na przykład w terapii szokowej.,0.2830914054478512,0.01571650849186369,0.6718319058418274,0.72170490026474,0.2957537354880771,0.01571650849186369,0.6940906643867493,0.8000038862228394
You land rats are all the same - afeard o' your wenches.,Szczury lądowe są wszystkie takie same. Boją się swoich bab.,"Zdanie po angielsku: You land rats are all the same - afraid o' your wenches.

Tłumaczenie: [Wszyscy jesteście tacy sami - boicie się swoich dziewczyn.]",Wszyscy jesteście tacy sami - boicie się swoich dziewczyn.,Tłumaczenie: [Wszyscy jesteście tacy sami - boicie się swoich dziewczyn.],Wszyscy jesteście tacy sami - boicie się swoich dziewczyn.,0.29245498345160476,0.04537922867531812,0.7497075796127319,0.6782429814338684,0.29245498345160476,0.04537922867531812,0.7497075796127319,0.6782429814338684
They say the Wild Hunt destroyed this village…,"Mówią, że tę wioskę zniszczył Dziki Gon...","Zdanie po angielsku: They say the Wild Hunt destroyed this village…

Tłumaczenie: [Mówią, że Dziki Łów zniszczył tę wieś…]","Mówią, że Dziki Łów zniszczył tę wieś…","Tłumaczenie: [Mówią, że Dziki Łów zniszczył tę wieś...]","Mówią, że Dziki Łów zniszczył tę wieś...",0.47942520559214935,0.08783602619713961,0.8449249863624573,0.9451155662536621,0.5050681033701357,0.08783602619713961,0.8770904541015625,0.9451155662536621
"If you're lookin' for someone to cheer ye up, you've chosen badly.","Jak chcesz, żeby cię ktoś pocieszył, to źle wybrałeś.","Zdanie po angielsku: If you're lookin' for someone to cheer ye up, you've chosen badly.

Tłumaczenie: [Jeśli szukasz kogoś, kto cię rozweseli, dokonałeś złego wyboru.]","Jeśli szukasz kogoś, kto cię rozweseli, dokonałeś złego wyboru.","Tłumaczenie: [Jeśli szukasz kogoś, kto cię rozweseli, dokonałeś złego wyboru.]","Jeśli szukasz kogoś, kto cię rozweseli, dokonałeś złego wyboru.",0.20164349936847406,0.023980296761827107,0.7955464720726013,0.8456616997718811,0.20164349936847406,0.023980296761827107,0.7955464720726013,0.8456616997718811
"I could suck on it, at least… You could still toss it in a soup afterwards.",Chociaż bym sobie possał... A potem do zupy by się wrzuciło.,"Zdanie po angielsku: I could suck on it, at least… You could still toss it in a soup afterwards.

Tłumaczenie: [Mógłbym to ssać, przynajmniej... Moglibyście nadal wrzucić to do zupy później.]","Mógłbym to ssać, przynajmniej... Moglibyście nadal wrzucić to do zupy później.","Tłumaczenie: [Mógłbym ssać to przynajmniej... Moglibyśmy wrzucić to później do zupy.]

Warto zauważyć, że to zdanie jest nieco nieformalne i może być używane w kontekście rozmowy między bliskimi osobami lub w żartobliwej sytuacji. Można je interpretować jako sugestię dotyczącą jedzenia lub picia czegoś, co może być następnie wykorzystane w gotowaniu.",Mógłbym ssać to przynajmniej... Moglibyśmy wrzucić to później do zupy.,0.27623667829551296,0.03986357128268015,0.7591593861579895,0.5680335760116577,0.2735200679191449,0.01909690192411307,0.7574145197868347,0.6003714203834534
"It's a friend of the jarl's, maybe come to visit.","To przyjaciel jarla, może przyjechał w gościnę.","Zdanie po angielsku: It's a friend of the jarl's, maybe come to visit.

Tłumaczenie: [To jest przyjaciel jarla, może przyjechał z wizytą.]

Warto zauważyć, że w tym tłumaczeniu użyto słowa ""jarl"", które odnosi się do skandynawskiego tytułu szlacheckiego lub wodza. W języku polskim nie ma dokładnego odpowiednika tego terminu, dlatego pozostawiono go bez tłumaczenia, aby zachować kontekst oryginalnego zdania.","To jest przyjaciel jarla, może przyjechał z wizytą.","Tłumaczenie: [To jest przyjaciel jarla, może przyjechał z wizytą.]

Wyjaśnienie krok po kroku:
1. ""It's"" - To jest
2. ""a friend"" - przyjaciel
3. ""of the jarl's"" - jarla (jarl to tytuł używany w niektórych kulturach skandynawskich, odpowiednik hrabiego lub księcia)
4. ""maybe"" - może
5. ""come to visit"" - przyjechał z wizytą

Całość tworzy zdanie: ""To jest przyjaciel jarla, może przyjechał z wizytą.""","To jest przyjaciel jarla, może przyjechał z wizytą.",0.732509950326453,0.3655552228545123,0.9149348735809326,0.9306269288063049,0.732509950326453,0.3655552228545123,0.9149348735809326,0.9306269288063049
"Listen, if I lose on purpose, we'll both regret it, believe me.","Jak się podłożę, obaj będziemy żałowali nieuczciwej walki.","Zdanie po angielsku: Listen, if I lose on purpose, we'll both regret it, believe me.

Tłumaczenie: [Posłuchaj, jeśli celowo przegramy, oboje tego pożałujemy, uwierz mi.]","Posłuchaj, jeśli celowo przegramy, oboje tego pożałujemy, uwierz mi.","Tłumaczenie: [Posłuchaj, jeśli specjalnie przegramy, oboje tego pożałujemy, uwierz mi.]","Posłuchaj, jeśli specjalnie przegramy, oboje tego pożałujemy, uwierz mi.",0.16504588823659438,0.0,0.7020592093467712,0.746107280254364,0.17995837018436187,0.0,0.693888783454895,0.6824303269386292
"He was but a young lad. Younger than my Eric. As I raised my sword, he broke out sobbin'… I just couldn't!","To młody chłopak był. Młodszy niż mój Erik. Jak uniosłem miecz, rozpłakał się... Nie mogłem, no!","Oto tłumaczenie zdań na język polski wraz z końcowymi tłumaczeniami w nawiasach kwadratowych:

He was but a young lad. Younger than my Eric. As I raised my sword, he broke out sobbin'… I just couldn't!

[Był tylko młodym chłopcem. Młodszym od mojego Erica. Gdy uniosłem miecz, on wybuchnął płaczem... Nie mogłem!]","Był tylko młodym chłopcem. Młodszym od mojego Erica. Gdy uniosłem miecz, on wybuchnął płaczem... Nie mogłem!","Oto tłumaczenie podanego zdania na język polski:

[On był tylko młodym chłopakiem. Młodszym od mojego Erica. Kiedy uniosłem miecz, on zaczął płakać... Nie mogłem tego zrobić!]","On był tylko młodym chłopakiem. Młodszym od mojego Erica. Kiedy uniosłem miecz, on zaczął płakać... Nie mogłem tego zrobić!",0.4626669774156451,0.02878787818101127,0.8581432104110718,0.9168766736984253,0.5130801484394524,0.023830412565256146,0.8585423231124878,0.8981200456619263
Ye back? Come to see how we unburden the world o' ghouls?,"A ty co? Przyszedłeś popatrzeć, jak rozprawiamy się z ghulami?","Zdanie po angielsku: Ye back? Come to see how we unburden the world o' ghouls?

Tłumaczenie: [Czy wróciłeś? Przyjdź zobaczyć, jak uwalniamy świat od upiorów.]","Czy wróciłeś? Przyjdź zobaczyć, jak uwalniamy świat od upiorów.","Tłumaczenie: [Czy wróciłeś? Przyjdź zobaczyć, jak uwalniamy świat od upiorów?]

Warto zauważyć, że słowo ""ghouls"" zostało przetłumaczone jako ""upiory"", co jest najbliższym odpowiednikiem w języku polskim dla tego terminu.","Czy wróciłeś? Przyjdź zobaczyć, jak uwalniamy świat od upiorów?",0.22286775604239295,0.02145851237135921,0.7655891180038452,0.650897204875946,0.22600058812259347,0.02145851237135921,0.7825935482978821,0.6790956258773804
