en_text,pl_text,default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,comet_default,chrf_no_details,bleu_no_details,bertscore_no_details,comet_no_details,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,comet_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets,comet_translation_extraction_brackets
Thought you might object…,"Myślałem, że będziesz protestować...","Tłumaczenie na język polski:

""Myślałem, że możesz się sprzeciwić...""

To zdanie jest próbą oddania znaczenia oryginalnego angielskiego wyrażenia ""Thought you might object…"", które sugeruje przewidywanie czyjejś potencjalnej reakcji lub obiekcji. W tym kontekście, osoba mówiąca wyraża swoją świadomość, że dana sytuacja lub działanie mogłoby spotkać się z niezgodą lub sprzeciwem ze strony rozmówcy.","Myślałem, że możesz zaprotestować...","Myślałem, że możesz się sprzeciwić...","Myślałem, że możesz się sprzeciwić...",0.2600689033380828,0.0034537838276078457,0.6697123646736145,0.6260296702384949,0.6874949689570102,0.16990442448471224,0.9482696652412415,0.9252568483352661,0.4101572695009848,0.11362193664674995,0.9174107313156128,0.8780248761177063,0.4101572695009848,0.11362193664674995,0.9174107313156128,0.8780251741409302
Ughh. One more knee-slapper like that and you're goin' for a swim with 'em.,Mhm. Jeszcze jeden taki suchar i pójdziesz pływać z nimi.,"Tłumaczenie na polski:

""Ughh. Jeszcze jeden taki żart i pójdziesz z nimi popływać.""

To zdanie jest potoczne i może być używane w sytuacji, gdy ktoś opowiada dowcip lub robi coś zabawnego, ale przesadzonego lub irytującego. Oznacza ono, że jeśli dana osoba będzie kontynuować takie zachowanie, to spotka ją jakaś forma ""kary"" lub konsekwencji (w tym przypadku prawdopodobnie dosłowna kąpiel).",Uff. Jeszcze jeden taki cios w kolano i pójdziesz z nimi popływać.,Ughh. Jeszcze jeden taki żart i pójdziesz z nimi popływać.,Uff. Jeszcze jeden taki żart kolanowy i pójdziesz popływać z nimi.,0.40047047749794157,0.02014802143886965,0.6945676207542419,0.568983793258667,0.615101111774908,0.11094660471566163,0.9017549157142639,0.6554651260375977,0.6301376997713394,0.13747081017605653,0.9192221164703369,0.8079000115394592,0.7057118152206888,0.13712233890675465,0.9169380068778992,0.5879592895507812
You're alive?! And in one piece?!,Żyjesz?! Cały jesteś?!,"Tłumaczenie tego zdania na język polski brzmi:

""Żyjesz?! I w jednym kawałku?!""

To wykrzyknienie wyraża zaskoczenie i ulgę, że dana osoba nie tylko przeżyła jakąś trudną sytuację, ale także jest cała i zdrowa.",Żyjesz?! I w jednym kawałku?!,Żyjesz?! I w jednym kawałku?!,Żyjesz?! I cały?!,0.25936603675637787,0.0,0.6520601511001587,0.6422550678253174,0.38175651157555174,0.05372849659117709,0.84149169921875,0.4973033368587494,0.38175651157555174,0.05372849659117709,0.84149169921875,0.49730393290519714,0.39586642968178004,0.11362193664674995,0.9023118615150452,0.9336010217666626
"Why the theatrics? If you wanted to hire a witcher, should've just said so. Would've been cheaper.","Po co ten teatr? Jak chciałeś wynająć wiedźmina, trzeba było powiedzieć od razu. Wyszłoby taniej.","Dlaczego teatrzyk? Jeśli chciałeś wynająć wiedźmina, wystarczyło powiedzieć. Byłoby taniej.","Dlaczego teatrzyk? Jeśli chciałeś zatrudnić wiedźmina, powinieneś był po prostu powiedzieć. Byłoby taniej.","Dlaczego teatrzyk? Jeśli chciałeś wynająć wiedźmina, wystarczyło powiedzieć. Byłoby taniej.","Po co te ceregiele? Gdybyś chciał wynająć wiedźmina, wystarczyło powiedzieć. Byłoby taniej.",0.594177616161231,0.06807969817630247,0.8717090487480164,0.9066906571388245,0.4838726019391008,0.017532201649672802,0.8388561606407166,0.8511833548545837,0.594177616161231,0.06807969817630247,0.8717090487480164,0.9066906571388245,0.537257338797572,0.04194906345955737,0.8511911630630493,0.8497336506843567
"I must say, he's rather handsome…","Muszę przyznać, że jest niczego sobie.","Muszę przyznać, że jest dość przystojny...","Muszę przyznać, że jest dość przystojny...","Muszę przyznać, że jest dość przystojny...","Muszę powiedzieć, że on jest raczej przystojny...",0.594951416996219,0.5081327481546147,0.8253355026245117,0.9242417812347412,0.594951416996219,0.5081327481546147,0.8253355026245117,0.9242417812347412,0.594951416996219,0.5081327481546147,0.8253355026245117,0.9242417812347412,0.34927784395350486,0.043472087194499145,0.7945644855499268,0.8872161507606506
Svanrige's not vying for support?,Svanrige nie zamierza walczyć o poparcie?,"Tłumaczenie na polski: ""Svanrige nie zabiega o poparcie?""

To tłumaczenie odnosi się do zdania w języku szwedzkim ""Svanrige's not vying for support?"". W tym kontekście, słowo ""Svanrige"" prawdopodobnie jest błędne lub niepoprawnie użyte, ponieważ nie ma takiego regionu czy kraju o tej nazwie w Szwecji. Być może chodziło o inny region lub kraj, np. ""Sverige"" (Szwecja) lub ""Svealand"" (region geograficzny w Szwecji). Jeśli jednak ""Svanrige"" miało być poprawną nazwą, to tłumaczenie pozostaje bez zmian.",Szwecja nie zabiega o poparcie?,Czy Svanrige nie zabiega o poparcie?,Czy Szwecja nie stara się o wsparcie?,0.29792942043920756,0.0029172331677203463,0.6364981532096863,0.5319278836250305,0.3593378114373773,0.10294994188297393,0.8259864449501038,0.8398951292037964,0.5746766912669103,0.12209471671615688,0.8833028078079224,0.9354182481765747,0.23345594380436538,0.039281465090051315,0.7983312010765076,0.7311767339706421
"The truth. I may be a woman, but I've got me honor!","Prawdę. Jestem kobietą, ale mam swój honor!","Tłumaczenie tego zdania na język polski brzmi:

""Prawda. Mogę być kobietą, ale mam swój honor!""

To zdanie jest cytatem z filmu ""W samo południe"" (ang. High Noon) w reżyserii Freda Zinnemanna z 1952 roku. Wypowiada je postać grana przez Audrey Hepburn, która odpowiada na oskarżenia o tchórzostwo ze strony innej osoby. Cytat ten stał się bardzo znany i często przytaczany jako symbol siły charakteru i godności kobiety.","Prawda. Mogę być kobietą, ale mam swój honor!","Prawda. Mogę być kobietą, ale mam swój honor!","Prawda. Mogę być kobietą, ale mam swój honor.",0.3944601290084486,0.03379673864027907,0.6724151968955994,0.649840772151947,0.6994301445679124,0.5169731539571706,0.9273773431777954,0.9415838122367859,0.6994301445679124,0.5169731539571706,0.9273773431777954,0.9415838122367859,0.6704576980768073,0.345720784641941,0.8851906657218933,0.9350985288619995
Hahahahaha!,Hahahaha!,"Hahahahaha!

To wyrażenie jest onomatopeją, która ma na celu oddanie dźwięku śmiechu. W języku polskim również używamy ""hahahahaha"" do wyrażenia głośnego śmiechu. Nie ma potrzeby tłumaczenia tego słowa na inne wyrażenie w języku polskim, ponieważ jego funkcja polega właśnie na imitacji dźwięku śmiechu.",Hahahahaha!,"Hahahahaha!

To wyrażenie jest onomatopeją, która ma na celu oddanie dźwięku śmiechu. W języku polskim również używamy hahahahaha do wyrażenia głośnego śmiechu. Nie ma potrzeby tłumaczenia tego słowa na inne wyrażenie w języku polskim, ponieważ jego funkcja polega właśnie na imitacji dźwięku śmiechu.",Jestem bardzo dobrym kucharzem.,0.20336434066573728,0.0,0.5900294780731201,0.6157411932945251,0.9679590328813809,0.0,0.9622810482978821,0.9821666479110718,0.20464844976885643,0.0,0.5900862812995911,0.6045358180999756,0.06270657646804444,0.0,0.62129807472229,0.5153334736824036
"Follow me, Geralt!","Za mną, Geralt!","Tłumaczenie na język polski:

""Chodź za mną, Geralcie!""

To zdanie jest bezpośrednim tłumaczeniem oryginalnego tekstu ""Follow me, Geralt!"" z języka angielskiego na polski. Jest to wezwanie lub prośba skierowana do postaci o imieniu Geralt, prawdopodobnie znanej z serii książek Andrzeja Sapkowskiego ""Wiedźmin"".","Podążaj za mną, Geralt!","Chodź za mną, Geralcie!","Chodź za mną, Geralt!",0.26222577606225767,0.004392487796991638,0.6340060830116272,0.5888679027557373,0.8445360767102014,0.16990442448471224,0.9030100703239441,0.9498237371444702,0.6738027935497399,0.08034284189446518,0.8742985725402832,0.9298998117446899,0.8602052730576083,0.16990442448471224,0.9173118472099304,0.9544572234153748
Not interested.,Nie jestem zainteresowany.,"Tłumaczenie na język polski: ""Niezainteresowany"" (dla mężczyzn) lub ""Niezainteresowana"" (dla kobiet).

Warto zauważyć, że w języku polskim nie ma jednego uniwersalnego słowa, które mogłoby być użyte bez względu na płeć osoby wyrażającej brak zainteresowania. Dlatego też należy dostosować formę gramatyczną do płci osoby, którą chcemy opisać.",Niezainteresowany.,Niezainteresowany (dla mężczyzn) lub Niezainteresowana (dla kobiet).,Niezainteresowany/a,0.2976982841205375,0.0,0.6532185077667236,0.5225276350975037,0.6394076592097804,0.0,0.757647693157196,0.8456764817237854,0.537332625521089,0.0,0.656177818775177,0.5112269520759583,0.5884357416561953,0.0,0.6996237635612488,0.7778424620628357
What's the problem? Tell me.,"Mów, o co chodzi.","Tłumaczenie tego zdania na język polski brzmi:

""Co jest problemem? Powiedz mi.""

To zdanie może być używane w różnych kontekstach, gdy ktoś pyta o wyjaśnienie lub szczegóły dotyczące jakiegoś problemu lub sytuacji, która wydaje się trudna lub niejasna.",Jaki jest problem? Powiedz mi.,Co jest problemem? Powiedz mi.,Co jest nie tak? Powiedz mi.,0.07887700534759366,0.0048742862874500996,0.6244179606437683,0.6813490986824036,0.10022856436866823,0.0,0.718031644821167,0.8250172138214111,0.11119347664937,0.0,0.7228159308433533,0.8574880361557007,0.10228059163407537,0.0,0.7325376868247986,0.798018753528595
"Whoo-eey, that's some thunderin'. Think he's still alive?","Ło, ale gruchnął. Myślicie, że żyje?","Tłumaczenie tego zdania na język polski brzmi:

""Ojejku, ale grzmoty! Myślisz, że on wciąż żyje?""

To zdanie wydaje się pochodzić z dialogu między dwiema osobami, które obserwują intensywną burzę i zastanawiają się nad losem kogoś, kto mógł być w pobliżu. ""Whoo-eey"" to wyrażenie używane do określenia nagłego dźwięku lub hałasu, a ""thunderin'"" oznacza głośne grzmoty. Całe zdanie wyraża zaskoczenie i troskę o bezpieczeństwo innej osoby podczas burzy.","Och, to jest grzmot! Myślisz, że on wciąż żyje?","Ojejku, ale grzmoty! Myślisz, że on wciąż żyje?","Uuuu, ale grzmoty! Myślisz, że on jeszcze żyje?",0.18427162498883096,0.0032290850333869447,0.6292516589164734,0.5914645195007324,0.27042092783351873,0.028517539529041507,0.8020418882369995,0.6912714242935181,0.3539162968286358,0.03655552228545124,0.8243707418441772,0.645584225654602,0.3669776272469008,0.03655552228545124,0.8325085043907166,0.7043694853782654
So long.,Bywaj.,"Tłumaczenie tego angielskiego wyrażenia na język polski brzmi:

""Do widzenia.""

To jest powszechnie używane pożegnanie w języku polskim, które może być stosowane zarówno w sytuacjach formalnych, jak i nieformalnych. ""Do widzenia"" oznacza ""żegnam się teraz"", ale może też sugerować ""do zobaczenia w przyszłości"".",Do widzenia.,Do widzenia.,Do widzenia.,0.047574808957592425,0.0,0.5037589073181152,0.5288269519805908,0.07692307692307702,0.0,0.6502469778060913,0.6715312004089355,0.07692307692307702,0.0,0.6502469778060913,0.6715310215950012,0.07692307692307702,0.0,0.6502469778060913,0.6715312004089355
Take care.,Bywaj.,"Tłumaczenie tego zdania na język polski brzmi:

""Dbaj o siebie.""

To popularne wyrażenie, które może być używane w różnych kontekstach jako forma pożegnania lub zachęty do dbania o swoje zdrowie i samopoczucie. Może też być skierowane do kogoś, kto przechodzi przez trudny okres lub potrzebuje wsparcia emocjonalnego.",Dobrze się miej.,Dbaj o siebie.,Dbaj o siebie.,0.047274784551225434,0.0,0.5087330937385559,0.5669158101081848,0.07775524002704538,0.0,0.6714840531349182,0.49468377232551575,0.10551948051948058,0.0,0.6520816087722778,0.6376660466194153,0.10551948051948058,0.0,0.6520816087722778,0.6376660466194153
"Tell me about this… dragon. What it looks like, for instance.","Powiedz coś o tym... Smoku. Jak wygląda, na przykład.","Tłumaczenie na polski:

Powiedz mi o tym... smoku. Na przykład jak wygląda.

To zdanie jest dosłownym tłumaczeniem oryginalnego tekstu angielskiego na język polski. Zawiera ono prośbę o opisanie smoka, z naciskiem na jego wygląd.","Opowiedz mi o tym... smoku. Na przykład, jak wygląda.","Powiedz mi o tym... smoku. Na przykład jak wygląda.

To zdanie jest dosłownym tłumaczeniem oryginalnego tekstu angielskiego na język polski. Zawiera ono prośbę o opisanie smoka, z naciskiem na jego wygląd.

---

Sam tłumaczenie:

Powiedz mi o tym... smoku. Na przykład jak wygląda.","Opowiedz mi o tym... smoku. Jak wygląda, na przykład.",0.4536663162800682,0.013768570909032773,0.7139450907707214,0.7078883647918701,0.5531474940366033,0.050712153369465586,0.8641811013221741,0.9401182532310486,0.4236318906571732,0.0107801449228252,0.6659457683563232,0.7371509671211243,0.7610862869300193,0.3549481056010053,0.9020296335220337,0.9450429081916809
What's your name?,Jak się nazywasz?,"Jak masz na imię?

To tłumaczenie jest dosłownym odpowiednikiem angielskiego pytania ""What's your name?"" w języku polskim. Pytanie to jest często używane jako proste wprowadzenie do rozmowy lub przedstawienie się komuś.",Jak masz na imię?,Jak masz na imię?,Jak masz na imię?,0.15264971734020458,0.007173775053353474,0.6222580075263977,0.6510593295097351,0.22082474491766035,0.08034284189446518,0.805314838886261,0.9444682598114014,0.22082474491766035,0.08034284189446518,0.805314838886261,0.9444682598114014,0.22082474491766035,0.08034284189446518,0.805314838886261,0.9444682598114014
Not interested.,Nie jestem zainteresowany.,"Tłumaczenie na język polski: ""Niezainteresowany"" (dla mężczyzn) lub ""Niezainteresowana"" (dla kobiet).

Warto zauważyć, że w języku polskim nie ma jednego uniwersalnego słowa, które mogłoby być użyte bez względu na płeć osoby wyrażającej brak zainteresowania. Dlatego też należy dostosować formę gramatyczną do płci osoby, którą chcemy opisać.",Niezainteresowany.,Niezainteresowany (dla mężczyzn) lub Niezainteresowana (dla kobiet).,Niezainteresowany/a,0.2976982841205375,0.0,0.6532185077667236,0.5225276350975037,0.6394076592097804,0.0,0.757647693157196,0.8456764817237854,0.537332625521089,0.0,0.656177818775177,0.5112269520759583,0.5884357416561953,0.0,0.6996237635612488,0.7778424620628357
What now?,To co teraz?,"Co teraz?

To tłumaczenie jest dosłowne i bezpośrednie. ""What now?"" w języku angielskim może być używane jako pytanie o to, co się dzieje w danym momencie lub co należy zrobić dalej. W języku polskim odpowiednikiem tego wyrażenia jest po prostu ""Co teraz?"".",Co teraz?,Co teraz?,Co teraz?,0.18526455913359782,0.00578083904183164,0.5811796188354492,0.6040336489677429,0.5932121462040326,0.09069748827745895,0.9335166215896606,0.9851468205451965,0.5932121462040326,0.09069748827745895,0.9335166215896606,0.9851468205451965,0.5932121462040326,0.09069748827745895,0.9335166215896606,0.9851468205451965
All right. Let me pack.,"Już, już. Daj mi się spakować.","Dobrze. Pozwól mi spakować się.

To tłumaczenie jest dosłowne i odzwierciedla oryginalny tekst w języku angielskim. W kontekście codziennej rozmowy, osoba mówiąca ""All right. Let me pack."" zgadza się na coś (prawdopodobnie na propozycję pomocy lub pozwolenie) i wyraża chęć zajęcia się pakowaniem.",Dobrze. Pozwól mi spakować.,Dobrze. Pozwól mi spakować się.,Dobrze. Pozwól mi spakować się.,0.19712121845304545,0.005097615802300061,0.6718400120735168,0.5925247669219971,0.3340092418411196,0.05795053470733952,0.8238067030906677,0.9135709404945374,0.33278549961106313,0.0439891724758422,0.8316927552223206,0.9153822660446167,0.33278549961106313,0.0439891724758422,0.8316927552223206,0.9153822660446167
I see the way out! Follow me!,Widzę wyjście! Za mną!,"Tłumaczenie tego zdania na język polski brzmi:

""Widzę wyjście! Chodź za mną!""

To krótkie, ale ekspresyjne wezwanie do działania i zaufania. Osoba wypowiadająca te słowa sugeruje, że znalazła rozwiązanie problemu lub sposób na wydostanie się z trudnej sytuacji i prosi innych, aby jej towarzyszyli.",Widzę drogę ucieczki! Chodź za mną!,Widzę wyjście! Chodź za mną!,Widzę wyjście! Chodź za mną!,0.3219369423688512,0.004185635735742376,0.6786140203475952,0.6589728593826294,0.32749328083176044,0.048549177170732344,0.8815386891365051,0.9068922400474548,0.7520166572446882,0.12574334296829354,0.9569355845451355,0.9512076377868652,0.7520166572446882,0.12574334296829354,0.9569355845451355,0.9512076377868652
How dare ye?! My lads--,Jak śmiesz. Moi synowie...,"Tłumaczenie tego zdania na język polski brzmi:

""Jak śmiesz! Moi chłopcy -""

To wykrzyknienie w języku angielskim, które może być użyte jako pytanie retoryczne lub okrzyk zaskoczenia lub oburzenia. W kontekście historycznym, takie sformułowanie mogło być używane przez szlachcica lub dowódcę do swoich podwładnych, wyrażając zdziwienie lub gniew.",Jak śmiesz?! Moi chłopcy--,Jak śmiesz! Moi chłopcy -,Jak śmiesz! Moi chłopcy--,0.20141075260822017,0.0038253628844009133,0.6285815238952637,0.5330002307891846,0.3715956007718022,0.09554427922043669,0.8192062973976135,0.89649498462677,0.37517881993789454,0.06389431042462725,0.8281736969947815,0.9081574082374573,0.3733785542272287,0.09554427922043669,0.831436038017273,0.9042289853096008
Quite the adventure… Got a home to go back to? Or will you stay here?,Niezła przygoda... Masz dokąd wrócić? Czy chcesz tu zostać?,"Tłumaczenie na polski:

Całkiem niezła przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego pytający charakter i emocjonalny wydźwięk.","Całkiem przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?","Całkiem niezła przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?","Całkiem niezła przygoda... Masz dom, do którego możesz wrócić? Czy zostaniesz tutaj?",0.5294952711880769,0.018041089138224272,0.7222404479980469,0.6652107238769531,0.5699945229602909,0.05637560315259291,0.8690298199653625,0.8077273368835449,0.6431802050018812,0.05094110796339642,0.8784896731376648,0.9281965494155884,0.6431802050018812,0.05094110796339642,0.8784896731376648,0.9281965494155884
"Hornets' nest… Known to have therapeutic uses. In shock therapy, for instance.","Gniazdo os... Może dałoby się je wykorzystać do jakiejś kuracji. Szokowej, na przykład.","Gniazdo szerszeni... Znane z tego, że ma właściwości terapeutyczne. Na przykład w leczeniu szokowym.

Wyjaśnienie krok po kroku:

1. Tekst oryginalny: ""Hornets' nest… Known to have therapeutic uses. In shock therapy, for instance.""
2. Tłumaczenie dosłowne: ""Gniazdo szerszeni... Znane z tego, że ma właściwości terapeutyczne. Na przykład w leczeniu szokowym.""
3. Wyjaśnienie kontekstu: W medycynie tradycyjnej niektóre gatunki owadów, takie jak szerszenie, były używane do celów leczniczych. Ich jad lub inne części ciała miały rzekomo działać przeciwbólowo i przeciwzapalnie.
4. Leczenie szokowe (shock therapy) odnosi się do metod leczenia, które wykorzystują silne bodźce fizyczne lub psychiczne w celu wywołania szybkiej reakcji organizmu.
5. W tym kontekście, ""leczenie szokowe"" może oznaczać stosowanie ekstremalnych metod, takich jak ukąszenia szerszeni, aby wywołać natychmiastową reakcję organizmu i potencjalnie przyspieszyć proces zdrowienia.
6. Należy pamiętać, że współczesna medycyna nie popiera takich praktyk ze względu na ryzyko powikłań i brak naukowych dowodów na ich skuteczność.
7. Tłumaczenie zostało dostosowane do polskiego kontekstu kulturowego i językowego, zachowując jednocześnie sens oryginalnego tekstu.",Gniazdo szerszeni... Znane z terapeutycznego zastosowania. Na przykład w leczeniu szokiem.,"Tłumaczenie samego tekstu:

Gniazdo szerszeni... Znane z tego, że ma właściwości terapeutyczne. Na przykład w leczeniu szokowym.",Gniazdo szerszeni… Znane jest z terapeutycznych zastosowań. Na przykład w terapii szokowej.,0.21025597917757885,0.0015476470066811934,0.5908010601997375,0.7413497567176819,0.2605828565558302,0.01571650849186369,0.6936631798744202,0.7588756680488586,0.28023290671709283,0.011502783619900045,0.6663538813591003,0.7372434735298157,0.2860345456276848,0.015671287677272196,0.6817134618759155,0.8081066012382507
You land rats are all the same - afeard o' your wenches.,Szczury lądowe są wszystkie takie same. Boją się swoich bab.,"Tłumaczenie na język polski:

""Wszystkie szczury lądowe są takie same - boją się swoich panienek.""

To zdanie jest prawdopodobnie fragmentem dialogu lub powiedzenia w języku angielskim, które zostało przetłumaczone dosłownie na język polski. Warto zauważyć, że ""szczury lądowe"" to potoczne określenie osób, które nie mają doświadczenia w żeglarstwie lub marynarce, często używane przez żeglarzy i marynarzy w odniesieniu do ludzi z lądu.",Szczury lądowe jesteście wszyscy takie same - boicie się swoich panien.,Wszystkie szczury lądowe są takie same - boją się swoich panienek.,Wszyscy jesteście tacy sami - boicie się swoich dziewczyn.,0.4208399742182683,0.009296485652342295,0.6904985904693604,0.5761314034461975,0.559757873689574,0.059609942732681,0.8665975332260132,0.7299751043319702,0.6791286307610235,0.059609942732681,0.8953893184661865,0.8306388854980469,0.29245498345160476,0.04537922867531812,0.7497075796127319,0.6782429814338684
They say the Wild Hunt destroyed this village…,"Mówią, że tę wioskę zniszczył Dziki Gon...","Mówią, że Dziki Łów zniszczył tę wieś...","Mówią, że Dziki Łów zniszczył tę wieś...","Mówią, że Dziki Łów zniszczył tę wieś...","Mówi się, że Dziki Łów zniszczył tę wieś...",0.5050681033701357,0.08783602619713961,0.8770904541015625,0.9451155066490173,0.5050681033701357,0.08783602619713961,0.8770904541015625,0.9451155066490173,0.5050681033701357,0.08783602619713961,0.8770904541015625,0.9451155066490173,0.42534259304894984,0.039281465090051315,0.8586418032646179,0.9461356401443481
"If you're lookin' for someone to cheer ye up, you've chosen badly.","Jak chcesz, żeby cię ktoś pocieszył, to źle wybrałeś.","Jeśli szukasz kogoś, kto cię rozweseli, wybrałeś źle.

To tłumaczenie zachowuje ducha oryginalnego zdania w języku angielskim, używając potocznego stylu i nieformalnej gramatyki, typowej dla mówionego języka angielskiego. Warto zauważyć, że w języku polskim również istnieją podobne zwroty, które mogą być używane w kontekście humorystycznym lub ironicznym.","Jeśli szukasz kogoś, kto cię rozweseli, dokonałeś złego wyboru.","Jeśli szukasz kogoś, kto cię rozweseli, wybrałeś źle.","Jeśli szukasz kogoś, kto cię rozweseli, dokonałeś złego wyboru.",0.23415485945198614,0.0039094870602888725,0.6919788122177124,0.5737183690071106,0.20164349936847406,0.023980296761827107,0.7955464720726013,0.8456616997718811,0.28082725117106894,0.024512401940754224,0.8346208333969116,0.8611520528793335,0.20164349936847406,0.023980296761827107,0.7955464720726013,0.8456616997718811
"I could suck on it, at least… You could still toss it in a soup afterwards.",Chociaż bym sobie possał... A potem do zupy by się wrzuciło.,"Tłumaczenie tego zdania na język polski brzmi:

""Mógłbym to ssać, przynajmniej... Moglibyśmy to wrzucić do zupy później.""

To zdanie wydaje się być częścią większej rozmowy lub opisu sytuacji, w której ktoś mówi o czymś, co można wykorzystać w różny sposób - najpierw jako coś do ssania, a potem jako składnik zupy. Kontekst jest nieco niejasny bez dodatkowych informacji, ale samo tłumaczenie jest poprawne gramatycznie i stylistycznie.","Mógłbym to ssać, przynajmniej... Moglibyśmy to potem wrzucić do zupy.","Mógłbym to ssać, przynajmniej... Moglibyśmy to wrzucić do zupy później.",Mogłabym ssać je przynajmniej... Mógłbyś nadal wrzucić je do zupy później.,0.23076375729179233,0.006934586087029742,0.642218828201294,0.5592532157897949,0.3080969546313746,0.022710171642664416,0.7591943144798279,0.6728668212890625,0.2729733360951375,0.04038503063059995,0.7561360597610474,0.6460604667663574,0.2654656603043307,0.03986357128268015,0.7466648817062378,0.5743260979652405
"It's a friend of the jarl's, maybe come to visit.","To przyjaciel jarla, może przyjechał w gościnę.","To przyjaciel jarla, może przyszedł z wizytą.","To przyjaciel jarla, może przyszedł z wizytą.","To przyjaciel jarla, może przyszedł z wizytą.","To jest przyjaciel jarla, może przyjechał z wizytą.",0.6332308667183706,0.41113361690051975,0.912696361541748,0.9198299646377563,0.6332308667183706,0.41113361690051975,0.912696361541748,0.9198299646377563,0.6332308667183706,0.41113361690051975,0.912696361541748,0.9198299646377563,0.732509950326453,0.3655552228545123,0.9149348735809326,0.9306269288063049
"Listen, if I lose on purpose, we'll both regret it, believe me.","Jak się podłożę, obaj będziemy żałowali nieuczciwej walki.","Słuchaj, jeśli specjalnie przegram, oboje tego pożałujemy, uwierz mi.","Posłuchaj, jeśli specjalnie przegram, oboje będziemy tego żałować, uwierz mi.","Słuchaj, jeśli specjalnie przegram, oboje tego pożałujemy, uwierz mi.","Posłuchaj, jeśli specjalnie przegram, oboje tego pożałujemy, uwierz mi.",0.18100553041729514,0.0,0.6962798833847046,0.6706892251968384,0.304534795805466,0.021105340631872645,0.7343060970306396,0.7258729338645935,0.18100553041729514,0.0,0.6962798833847046,0.6706892251968384,0.18030607455236525,0.0,0.6931220889091492,0.6844105124473572
"He was but a young lad. Younger than my Eric. As I raised my sword, he broke out sobbin'… I just couldn't!","To młody chłopak był. Młodszy niż mój Erik. Jak uniosłem miecz, rozpłakał się... Nie mogłem, no!","Tłumaczenie na język polski:

""Był tylko małym chłopcem. Młodszym niż mój Eric. Kiedy podniosłem miecz, zaczął płakać..."" Nie mogłam tego zrobić!

To zdanie wydaje się pochodzić z dialogu lub narracji w powieści lub filmie, opisując emocjonalną scenę, w której bohater stoi przed trudnym wyborem moralnym.","Był zaledwie młodym chłopcem. Młodszym niż mój Eric. Gdy podnosiłem miecz, on wybuchnął płaczem... Nie mogłem po prostu!","Był tylko małym chłopcem. Młodszym niż mój Eric. Kiedy podniosłem miecz, zaczął płakać... Nie mogłam tego zrobić!","Był tylko młodym chłopakiem. Młodszym od mojego Erica. Gdy podniosłem miecz, on wybuchnął płaczem... Nie mogłem tego zrobić!",0.41177698973598825,0.010874186245524662,0.7167355418205261,0.7143422961235046,0.468735272379255,0.027166383723579154,0.8508719801902771,0.9040530323982239,0.4951534061794112,0.028927969316143217,0.8543734550476074,0.8646498918533325,0.47908441592948675,0.01284618972676772,0.8292255401611328,0.9024100303649902
Ye back? Come to see how we unburden the world o' ghouls?,"A ty co? Przyszedłeś popatrzeć, jak rozprawiamy się z ghulami?","Tłumaczenie na język polski:

""Wracasz? Przychodzisz zobaczyć, jak uwalniamy świat od upiorów?""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, używając bardziej formalnego słownictwa i struktury gramatycznej typowej dla języka polskiego.","Czy wrócisz? Przyjdź zobaczyć, jak uwalniamy świat od upiorów.","Wracasz? Przychodzisz zobaczyć, jak uwalniamy świat od upiorów?","Czy wróciłeś? Przyjdź zobaczyć, jak uwalniamy świat od upiorów.",0.22762340542693085,0.005834347180338519,0.650376558303833,0.5771591067314148,0.2168339563357876,0.02145851237135921,0.7607512474060059,0.6869391798973083,0.23176137297091615,0.02163211878762423,0.7849277853965759,0.7651165127754211,0.22286775604239295,0.02145851237135921,0.7655891180038452,0.650897204875946
"But… but I lied to Yorg. Uncle did nothin' to me. He stank, and I didn't like 'im, that's it! And now… now Yorg'll die, 'cause o' me.",Ale... Ale ja okłamałam Yorga. Wujek nic mi nie robił. Tylko śmierdział i go nie lubiłam... A teraz Yorg przez to umrze.,"Ale... ale ja okłamałam Jorga. Wujek nic mi nie zrobił. On tylko śmierdział, i nie lubiłam go, ot co! A teraz... a teraz Jorg umrze przeze mnie.","Ale... ale skłamałem Yorgowi. Wujek nic mi nie zrobił. Śmierdział, i nie lubiłem go, tyle! A teraz... teraz Yorg umrze przeze mnie.","Ale... ale ja okłamałam Jorga. Wujek nic mi nie zrobił. On tylko śmierdział, i nie lubiłam go, ot co! A teraz... a teraz Jorg umrze przeze mnie.","Ale... ale okłamałem Yorga. Wujek nic mi nie zrobił. Śmierdział, i nie lubiłem go, ot co! A teraz... teraz Yorg umrze przeze mnie.",0.647180585486674,0.12022604964426993,0.9017033576965332,0.8820003867149353,0.5392510793524736,0.1461053448657972,0.8808958530426025,0.8689820170402527,0.647180585486674,0.12022604964426993,0.9017033576965332,0.8820003867149353,0.5835204563152442,0.19850823739068116,0.8919474482536316,0.8689201474189758
