default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets
"Tak...

To tłumaczenie jest bardzo proste i bezpośrednie. Słowo ""Yes"" w języku angielskim oznacza ""tak"" w języku polskim. Warto zauważyć, że w języku polskim nie ma znaku zapytania po słowie ""tak"", ponieważ jest to odpowiedź twierdząca, a nie pytanie.",Tak...,Tak,Tak...,0.1408980918960047,0.004744188024111083,0.6119425296783447,0.20368632910626192,0.0,0.7232218384742737,1.0,0.1778279410038923,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Przyjrzę się temu później.""

To zdanie wyraża zamiar zajęcia się czymś w przyszłości, ale nie teraz. Może być używane w różnych kontekstach, gdy ktoś chce odłożyć rozważenie lub działanie w sprawie jakiegoś problemu, zadania czy sytuacji do momentu, który uzna za bardziej odpowiedni.",Przyjrzę się temu później.,Przyjrzę się temu później.,Sprawdzę to później.,0.44105237337330244,0.00775588219660462,0.6577831506729126,1.0,1.0,1.0,0.3147793258967394,0.0814136751754278,0.8554610013961792
"Oto tłumaczenie na język polski:

""Porozmawiajmy o mojej nagrodzie.""

To zdanie jest dość dosłowne i bezpośrednie w swoim znaczeniu. Oznacza ono, że osoba mówiąca chce omówić temat związany z jakąś formą wynagrodzenia lub nagrody, która jej się należy lub o której chce porozmawiać. Może to dotyczyć różnych sytuacji, takich jak premie, podwyżki, bonusy czy inne formy rekompensaty za wykonaną pracę lub osiągnięcia.",Porozmawiajmy o mojej nagrodzie.,Porozmawiajmy o mojej nagrodzie.,Porozmawiajmy o mojej nagrodzie.,0.4494519635168328,0.006216934650356319,0.6969705820083618,1.0,1.0,1.0,1.0,1.0,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Walczyłem tak samo jak każdy inny.""

To zdanie wyraża podobne znaczenie, sugerując, że osoba mówiąca starała się walczyć z takim samym zaangażowaniem i determinacją jak inni uczestnicy danej sytuacji lub konfliktu.",Walczyłem tak samo jak każdy inny.,Walczyłem tak samo jak każdy inny.,Walczyłem tak samo jak każdy inny.,0.5755012419998901,0.06066858194850451,0.7226580381393433,1.0,1.0,1.0,1.0,1.0,1.0
"Tłumaczenie na język polski:

""Mm-mm. Gatunkowo. Topielec mniejszy od krokodyla.""

To zdanie wydaje się być fragmentem z jakiegoś tekstu, prawdopodobnie opisującego zwierzęta lub stworzenia. ""Mm-mm"" może być dźwiękiem wydawanym przez jedno ze wspomnianych stworzeń, a reszta zdania porównuje topielca (prawdopodobnie małego węża wodnego) do krokodyla, sugerując, że topielec jest mniejszy od tego ostatniego.",Mm-mm. Gatunek. Drowner mniej niż kokatrks.,Topielec mniejszy od krokodyla.,Niezrozumiałe. W odniesieniu do gatunku. Tonący jest mniej niebezpieczny niż kogut piekielny.,0.23975601696841053,0.0,0.6115051507949829,0.13361962038432632,0.0,0.67505943775177,0.26356232321472933,0.020255986027125642,0.6506849527359009
"Yennefer... Wystarczy.

To zdanie wydaje się być fragmentem dialogu lub myśli związanej z postacią o imieniu Yennefer, prawdopodobnie z serii ""Wiedźmin"" Andrzeja Sapkowskiego. Wyrażenie ""Wystarczy"" sugeruje, że osoba wypowiadająca te słowa chce zakończyć temat lub dyskusję dotyczącą Yennefer. Może to być wyraz zmęczenia, niechęci do kontynuowania rozmowy na ten temat lub po prostu potrzeby przerwania ciszy.",Yennefer... Wystarczy.,"Yennefer... Wystarczy.

To krótkie zdanie jest fragmentem dialogu lub myśli, które kończą temat związany z postacią o imieniu Yennefer. Słowo wystarczy sugeruje, że osoba wypowiadająca te słowa chce zakończyć dyskusję lub powstrzymać się od dalszego komentowania kwestii dotyczących Yennefer.",Yennefer... Wystarczy.,0.35644275708751455,0.0069016417535906855,0.6577511429786682,0.44270918221474576,0.010032736170107857,0.6695898175239563,1.0,0.316227766016838,1.0
"Przetłumaczone zdanie na język polski brzmi:

""Przyprowadź go do domu, a nie pożałuję żadnego grosza.""

To tłumaczenie zachowuje sens oryginalnego zdania w języku angielskim, ""Bring him home, and I'll spare no coin"", które wyraża gotowość zapłaty za przyprowadzenie kogoś do domu bez oszczędności na wydatki.","Przyprowadź go do domu, a nie pożałuję pieniędzy.","Przyprowadź go do domu, a nie pożałuję żadnego grosza.","Przyprowadź go do domu, a nie oszczędzę grosza.",0.5265640401559933,0.10016820495011315,0.7128669023513794,0.7585234078141112,0.7259795291154771,0.937849223613739,0.5864838883104079,0.6803749333171202,0.8963384628295898
"Coś go złapało, uniosło w górę, a potem odleciało w kierunku jaskiń nad brzegiem morza. Ale był żywy! Wrzeszczał moje imię...","Coś go złapało, podniosło w górę, a potem odleciało w stronę jaskiń na brzegu. Ale on żył! Krzyczał moje imię...","Coś go złapało, uniosło w górę, a potem odleciało w kierunku jaskiń nad brzegiem morza. Ale był żywy! Wrzeszczał moje imię...","Coś go chwyciło, uniosło, a potem odleciało w stronę jaskiń nad brzegiem. Ale był żywy! Krzyczał moje imię...",0.6608683839615331,0.3228213880040185,0.9306038618087769,0.6608683839615331,0.3228213880040185,0.9306038618087769,0.6446777791301123,0.334851704167788,0.9235482215881348
"Dobrze, oto tłumaczenie na język polski:

Pożegnanie.

To słowo ""Farewell"" w języku angielskim można przetłumaczyć jako ""pożegnanie"" lub ""do widzenia"" w języku polskim. Oba te wyrażenia są używane do wyrażenia rozstania się z kimś lub czymś, często w kontekście formalnym lub oficjalnym.",Żegnaj.,"Tłumaczenie samego słowa:

Pożegnanie.",Do widzenia.,0.07845842897517423,0.0,0.5668032765388489,0.2115475824693688,0.0,0.6859123110771179,0.09009009009009017,0.0,0.7615854144096375
"Tłumaczenie tego zdania na język polski brzmi:

""Powinienem iść.""

To zdanie wyraża intencję lub obowiązek zrobienia czegoś, w tym przypadku pójścia gdzieś. Może być używane w różnych kontekstach, na przykład gdy ktoś jest spóźniony, musi się gdzieś udać lub po prostu czuje, że powinien coś zrobić.",Powinienem iść.,Powinienem iść.,Powinienem iść.,0.3241944927921588,0.0,0.6889393925666809,1.0,0.316227766016838,0.9999999403953552,1.0,0.316227766016838,0.9999999403953552
"Tłumaczenie na język polski:

""Mistrz Geralt! Wartownik z wieży Cię wypatrzył. Posłał mnie, żebym otworzył bramę. Hehe.""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jednocześnie jego nieformalny i humorystyczny ton.","Mistrz Geralt! Wartownik zauważył cię z wieży. Wysłał mnie, żebym otworzył bramę. Hehe.","Mistrz Geralt! Wartownik z wieży Cię wypatrzył. Posłał mnie, żebym otworzył bramę. Hehe.","Mistrz Geralt! Strażnik dostrzegł cię z wieży. Wysłali mnie, żebym otworzył bramę. Haha.",0.6708098612335016,0.0960587088155178,0.7740506529808044,0.7716953470449917,0.39832871551569504,0.9395914077758789,0.6792862477333843,0.31170906522700675,0.9338390231132507
"Tłumaczenie tego zdania na język polski brzmi:

""Zdziwiło wszystkich.""

To zdanie wyraża zaskoczenie lub niespodziankę, która spotkała grupę osób. Może być użyte w różnych kontekstach, aby opisać sytuację, która była nieoczekiwana lub zaskakująca dla wielu ludzi.",Zdziwiło wszystkich.,Zdziwiło wszystkich.,Zdziwiło wszystkich.,0.4423712774372058,0.0,0.6829438209533691,1.0,0.316227766016838,1.0,1.0,0.316227766016838,1.0
"Słuchajcie, ludzie! Nasz zwycięzca to Geralt z Rivii!

To zdanie jest już przetłumaczone na język polski. Jest to popularne zawołanie używane w serii książek ""Wiedźmin"" Andrzeja Sapkowskiego oraz w grach komputerowych i innych adaptacjach tej sagi.","Słuchajcie, ludzie! Nasz zwycięzca to Geralt z Rivii!","Słuchajcie, ludzie! Nasz zwycięzca to Geralt z Rivii!",Posłuchajcie ludzie! Nasz zwycięzca to Geralt z Rivii!,0.7235703306735152,0.18566774805101346,0.7715879082679749,1.0,1.0,1.0,0.8927947035818654,0.8408964152537145,0.9772472381591797
"Czyli praca to głównie polityka?

To zdanie w języku angielskim brzmi: ""Job's been mainly politics, then?"" i jest pytaniem retorycznym, które sugeruje, że dana osoba uważa, iż praca, o której mowa, skupia się przede wszystkim na aspektach politycznych. W tłumaczeniu na język polski, zdanie to zachowuje swoje znaczenie i formę pytającą.",Twoja praca skupiała się głównie na polityce?,Czyli praca to głównie polityka?,"Twoja praca skupia się głównie na polityce, prawda?",0.31091484855916013,0.005081835741365613,0.6649032235145569,0.3122803797882317,0.04282963710525157,0.7753294110298157,0.866656899690439,0.17286039232097053,0.9185967445373535
"Tłumaczenie tego zdania na język polski brzmi:

""Załóż maskę. Nie mamy czasu.""

To krótkie, ale wyraziste wezwanie do natychmiastowego założenia maski, prawdopodobnie w kontekście sytuacji awaryjnej lub medycznej, gdzie każda sekunda może być kluczowa.",Załóż maskę. Nie mamy czasu.,Załóż maskę. Nie mamy czasu.,Załóż maskę. Nie mamy czasu.,0.5261294346640928,0.02709640533706218,0.7028095722198486,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552
"Tłumaczenie tego zdania na język polski brzmi:

""Mam but pod stołem.""

To dosłowne tłumaczenie, które zachowuje znaczenie oryginalnego angielskiego wyrażenia. Warto jednak pamiętać, że w języku polskim to wyrażenie nie ma takiego samego idiomatycznego znaczenia jak w języku angielskim, gdzie ""having a shoe under the table"" może oznaczać bycie w trudnej sytuacji lub mieć kłopoty. W języku polskim używamy raczej innych zwrotów, aby wyrazić podobne stany emocjonalne lub sytuacje.",Mam but pod stołem.,Mam but pod stołem.,Znalazłem but pod stołem.,0.2539417379353729,0.005572028299757559,0.6296929121017456,1.0,1.0,1.0,0.8228669985686521,0.3976353643835253,0.8575488328933716
"Tłumaczenie tego zdania na język polski brzmi:

""Nie piję.""

To proste stwierdzenie może być użyte w różnych kontekstach, na przykład gdy ktoś pyta o to, czy dana osoba spożywa alkohol lub inne napoje, albo gdy chcemy poinformować kogoś, że nie będziemy pić czegoś w danym momencie.",Nie piję.,Nie piję.,Nie piję.,0.19206424251875562,0.0,0.6560548543930054,1.0,0.316227766016838,1.0,1.0,0.316227766016838,1.0
"Wygląda jak laboratorium.

To tłumaczenie dosłowne zdania ""Looks like a laboratory"" z języka angielskiego na polski. Zdanie to można również wyrazić w bardziej naturalny sposób po polsku, np.:

- To miejsce przypomina mi laboratorium.
- Wydaje się, że to jest laboratorium.
- Miejsce to kojarzy mi się z laboratorium.

Każde z tych sformułowań oddaje sens oryginalnego zdania, ale używa nieco innej konstrukcji gramatycznej i stylistycznej.",Wygląda jak laboratorium.,Wygląda jak laboratorium.,Wygląda jak laboratorium.,0.36877124890271373,0.013862176372502795,0.6764711737632751,1.0,0.5623413251903491,1.0000001192092896,1.0,0.5623413251903491,1.0000001192092896
"Tłumaczenie tego zdania na język polski brzmi:

""Co sprzedajesz? Daj mi zobaczyć.""

To popularne wyrażenie używane w kontekście sprzedaży lub oferowania czegoś, często w slangu handlowym lub potocznym języku angielskim. W języku polskim może być używane w podobnych sytuacjach, gdy ktoś pyta o towar lub chce go obejrzeć przed zakupem.",Co sprzedajesz? Daj mi spojrzeć.,Co sprzedajesz? Daj mi zobaczyć.,Co sprzedajesz? Daj mi spojrzeć.,0.39194130735134874,0.018151458107790883,0.689312756061554,0.6754456801920569,0.668740304976422,0.9317005276679993,1.0,1.0,1.0
"""You Gundar?"" to pytanie w języku angielskim, które można przetłumaczyć na polski jako:

""Czy ty jesteś Gundar?""

To pytanie może być używane w różnych kontekstach, na przykład gdy ktoś próbuje zidentyfikować osobę o imieniu Gundar lub gdy jest to część dialogu w fikcyjnej historii lub grze.",Czy jesteś Gundarem?,Czy ty jesteś Gundar?,Czy jesteś Gundarem?,0.3192956096368033,0.003997395604823099,0.6324449181556702,0.7312211209270033,0.09554427922043669,0.939403235912323,1.0,0.5623413251903491,0.9999999403953552
"Tłumaczenie tego zdania na język polski brzmi:

""Zrobię to. Ale jest drogo.""

To zdanie można też przetłumaczyć jako:

""Zgadzam się, ale to kosztuje dużo pieniędzy.""

lub

""Wykonam to zadanie, jednak wiąże się to z wysokimi kosztami.""

Warto zauważyć, że w języku polskim często używamy bardziej rozbudowanych form wyrażania zgody lub niezgody, a także informowania o kosztach, niż w języku angielskim.","Tak, ale to jest drogie.","Zrobię to. Ale jest drogo.

lub

Zgadzam się, ale to kosztuje dużo pieniędzy.

lub

Wykonam to zadanie, jednak wiąże się to z wysokimi kosztami.",Robię to. Ale jest drogo.,0.21329057783422456,0.007115473177343403,0.6240420937538147,0.3639296951877727,0.01851974703879588,0.6869024634361267,0.37312227943343007,0.05372849659117709,0.8260162472724915
"Tłumaczenie tego zdania na język polski brzmi:

""Z moją siostrą z klanu MacRae. Najodważniejsza dziewczyna, jaką Hebrydy kiedykolwiek wydały.""

To zdanie jest częścią dialogu z powieści ""Wichrowe Wzgórza"" autorstwa Emily Brontë. Jest to opis młodej kobiety o imieniu Catherine Earnshaw, która jest przedstawiana jako niezwykle odważna i pełna pasji osoba. Klan MacRae to szkocki klan, a Hebrydy (ang. Hebrides) to archipelag wysp u wybrzeży Szkocji.","Z moją siostrą z klanu MacRae. Najdzielniejszą dziewczyną, jaką Wyspy kiedykolwiek stworzyły.","Z moją siostrą z klanu MacRae. Najodważniejsza dziewczyna, jaką Hebrydy kiedykolwiek wydały.","Z moją siostrą z klanu Craite. Najodważniejszą dziewczyną, jaką Wyspy kiedykolwiek wydały.",0.4936896644085593,0.056704944281279,0.7023577094078064,0.6353552631644871,0.44833867003844585,0.9228420257568359,0.7177569728106469,0.53107253497887,0.9456329345703125
"Tłumaczenie na język polski:

Hymn atakuje tych, którzy mają wyrzuty sumienia i naprawdę wierzą, że popełnili podły czyn. Hymn wzmacnia ich żal i żywi się nim.

To tłumaczenie oddaje sens oryginalnego tekstu, zachowując jego główne przesłanie o wpływie poczucia winy na osoby, które uważają, że dopuściły się czegoś złego.","Hym atakuje tych, którzy mają wyrzuty sumienia, szczerze wierząc, że popełnili podły czyn. Hym wzmacnia ich żal i żywi się nim.","Hymn atakuje tych, którzy mają wyrzuty sumienia i naprawdę wierzą, że popełnili podły czyn. Hymn wzmacnia ich żal i żywi się nim.

To tłumaczenie oddaje sens oryginalnego tekstu, zachowując jego główne przesłanie o wpływie poczucia winy na osoby, które uważają, że dopuściły się czegoś złego.

---

Sam tekst tłumaczenia:

Hymn atakuje tych, którzy mają wyrzuty sumienia i naprawdę wierzą, że popełnili podły czyn. Hymn wzmacnia ich żal i żywi się nim.","Hymn atakuje tych, którzy mają wyrzuty sumienia i naprawdę wierzą, że popełnili podły czyn. Hymn wzmacnia ich żal i czerpie z niego korzyści.",0.7260995356037133,0.23132208173331192,0.7936829328536987,0.6714667245956938,0.15807447412631,0.721112847328186,0.7362117989026059,0.3617640392425988,0.8996036648750305
"Tak! Skjall może przygotować dla ciebie konia. Będziesz musiał trochę poczekać, ale i tak dotrzesz tam szybciej niż pieszo.","Prawda! Skjall może przygotować dla ciebie konia. Będziesz musiał poczekać chwilę, ale i tak dotrzesz szybciej niż pieszo.","Tak! Skjall może przygotować dla ciebie konia. Będziesz musiał trochę poczekać, ale i tak dotrzesz tam szybciej niż pieszo.","Prawda! Skjall może przygotować dla ciebie konia. Będziesz musiał poczekać chwilę, ale mimo to dotrzesz tam szybciej pieszo.",0.8199963935618243,0.5685488870277223,0.9497330784797668,0.8199963935618243,0.5685488870277223,0.9497330784797668,0.8623473992833186,0.6705766800786569,0.9568080902099609
"Tłumaczenie tego zdania na język polski brzmi:

""Kto widział, jak niedźwiedzie weszły?""

To pytanie jest często używane jako idiomatyczne wyrażenie w języku angielskim, które może być użyte w różnych kontekstach, aby zasugerować, że ktoś nie wie lub nie rozumie, jak coś się stało. W języku polskim nie ma dokładnego odpowiednika tego wyrażenia, ale jego znaczenie można oddać za pomocą podobnych zwrotów, takich jak ""Skąd oni się tu wzięli?"" czy ""Jak to się mogło stać?"".","Ktoś widział, jak niedźwiedzie weszły?","Kto widział, jak niedźwiedzie weszły?","Ktokolwiek widział, jak niedźwiedzie dostały się do środka?",0.42680576884962074,0.012140916055914582,0.693192183971405,0.9055325008197666,0.668740304976422,0.9807761311531067,0.6852429464915722,0.1374708101760565,0.8735672235488892
"Tłumaczenie tego wyrażenia na język polski brzmi: ""Ach, zostawmy to, dajmy spokój.""

To jest potoczne wyrażenie używane w sytuacji, gdy ktoś chce zakończyć rozmowę lub temat, ponieważ nie ma ochoty go kontynuować lub uważa, że nie prowadzi on do niczego konstruktywnego. Czasami może być też używane jako reakcja na coś irytującego lub męczącego.","Argh, zostawmy to, zostawmy to.","Ach, zostawmy to, dajmy spokój.","Ach, dajmy temu spokój, zostawmy to.",0.26396544651770454,0.00730386353889659,0.5829300880432129,0.4753913531449763,0.11362193664674995,0.7040681838989258,0.45883834250095523,0.08633400213704504,0.6864700317382812
"Tłumaczenie tego zdania na język polski brzmi:

""Spotkamy się tam.""

To popularne wyrażenie używane w sytuacji, gdy dwie osoby lub grupa ludzi planują spotkać się w określonym miejscu. Może być użyte zarówno w kontekście formalnym, jak i nieformalnym.",Spotkamy się tam.,Spotkamy się tam.,Spotkamy się tam.,0.38646931041114624,0.0048742862874500996,0.6676045656204224,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Gotowy, gdy tylko będziesz.""

To popularne wyrażenie używane w różnych kontekstach, często w sytuacjach, gdy ktoś chce zaoferować swoją pomoc lub gotowość do działania, czekając jednocześnie na sygnał od drugiej osoby.",Gotowy kiedy jesteś.,"Gotowy, gdy tylko będziesz.","Gotowy, gdy jesteś.",0.18904522782231759,0.0,0.6671514511108398,0.3085034812420688,0.0,0.8497239947319031,0.6323773937636715,0.11362193664674995,0.9329485893249512
"Tak, nic nie może się równać z ucztami, na które uczęszczają magowie. Pamiętasz tę na Thanned?

To zdanie wydaje się odnosić do jakiejś wspólnej pamięci lub anegdoty między rozmówcami, dotyczącej uczty, na której byli obecni magowie, a konkretnie tej, która odbyła się w miejscu o nazwie Thanned. Można to interpretować jako żartobliwe nawiązanie do stereotypowych, hucznych i ekstrawaganckich imprez organizowanych przez magów w fantastycznym świecie.","Tak, nic nie dorównuje ucztom, na które uczęszczają magowie. Pamiętasz tę na Thanned?","Tak, nic nie może się równać z ucztami, na które uczęszczają magowie. Pamiętasz tę na Thanned?","Tak, nic nie dorównuje bankietom, na które uczęszczają magowie. Pamiętasz ten na Thanned?",0.5793790041785466,0.12084242095657813,0.7503216862678528,0.7974203561557617,0.5307074109851435,0.9376147389411926,0.8661802844887113,0.5266403878479265,0.9568160772323608
"Tłumaczenie na polski:

Ciri jest wyjątkowa. Przemieszcza się między miejscami - tutaj i w innych światach. Przestrzeń nie stanowi dla niej przeszkody.

To tłumaczenie zachowuje oryginalne znaczenie zdania, oddając ideę wyjątkowości Ciri oraz jej zdolności do podróżowania między różnymi miejscami i światami bez ograniczeń przestrzennych.",Ciri jest wyjątkowa. Podróżuje między miejscami - tutaj i w innych światach. Przestrzeń nie stanowi dla niej przeszkody.,Ciri jest wyjątkowa. Przemieszcza się między miejscami - tutaj i w innych światach. Przestrzeń nie stanowi dla niej przeszkody.,Ciri jest wyjątkowa. Podróżuje między miejscami - tutaj i w innych światach. Przestrzeń nie stanowi dla niej przeszkody.,0.7846121494644628,0.31777762903959234,0.795214831829071,0.8963732291460739,0.7912619863720214,0.9691755175590515,1.0,1.0,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Kurwa mać! Przyszedł czas, żeby odpowiedzieć za to!""

To wyrażenie jest dość wulgarne i emocjonalne. Oto kilka uwag dotyczących tego tłumaczenia:

1. ""Whoreson"" - To słowo nie ma bezpośredniego odpowiednika w języku polskim. Może być tłumaczone jako coś obraźliwego lub pogardliwego, ale najbliższym odpowiednikiem byłoby chyba ""skurwiel"". Jednak w tym kontekście użycie takiego słowa mogłoby być zbyt mocne, dlatego często pomija się to słowo w tłumaczeniu.

2. ""It's come time"" - W języku polskim można to przetłumaczyć jako ""przyszedł czas"" lub ""nadszedł czas"".

3. ""To answer for that"" - Najlepszym tłumaczeniem będzie ""odpowiedzieć za to"", co oznacza poniesienie konsekwencji za jakieś działanie lub decyzję.

4. ""Whoreson! It's come time to answer for that!"" - To zdanie jest wykrzyknieniem, które wyraża silną emocję, gniew lub frustrację. Tłumaczenie powinno oddawać ten ton, stąd użycie wulgarnego słowa ""kurwa mać"" na początku.

5. Należy pamiętać, że to zdanie zawiera wulgaryzm i jest bardzo emocjonalne. W zależności od kontekstu i odbiorców, można rozważyć użycie łagodniejszej formy lub całkowite pominięie wulgaryzmu.","Whoreson! Nadszedł czas, by odpowiedzieć za to!","Kurwa mać! Przyszedł czas, żeby odpowiedzieć za to!","Synu dziwki! Nadszedł czas, by odpowiedzieć za to!",0.2430916430750655,0.002440985883539991,0.6176273822784424,0.6320133051269158,0.1477219991186121,0.89894038438797,0.7917449691778994,0.6803749333171202,0.909060537815094
"Dobrze, oto tłumaczenie na język polski:

Pożegnanie.

To słowo ""Farewell"" w języku angielskim można przetłumaczyć jako ""pożegnanie"" lub ""do widzenia"" w języku polskim. Oba te wyrażenia są używane do wyrażenia rozstania się z kimś lub czymś, często w kontekście formalnym lub oficjalnym.",Żegnaj.,"Tłumaczenie samego słowa:

Pożegnanie.",Do widzenia.,0.07845842897517423,0.0,0.5668032765388489,0.2115475824693688,0.0,0.6859123110771179,0.09009009009009017,0.0,0.7615854144096375
"Zobaczysz... jeśli tylko dojdziesz do końca. Jeśli tylko harpie cię nie dostaną.

To tłumaczenie zachowuje oryginalny sens i styl wypowiedzi, jednocześnie dostosowując ją do polskiego kontekstu kulturowego i językowego.",Zobaczysz... pod warunkiem że dojdziesz do końca. Pod warunkiem że harpie cię nie dostaną.,Zobaczysz... jeśli tylko dojdziesz do końca. Jeśli tylko harpie cię nie dostaną.,"Zobaczysz... pod warunkiem, że dotrzesz do końca. Pod warunkiem, że harpie cię nie dostaną.",0.5433027017474285,0.12045422179467957,0.7488386034965515,0.5814979786902316,0.2683544415402698,0.8814387917518616,0.8473220418800672,0.4001601601922499,0.9674035906791687
"Tłumaczenie na język polski:

""Crach też? Czy może zachęcał ją do tego?""

To zdanie wydaje się być fragmentem dialogu lub narracji, w której mowa jest o jakiejś osobie (prawdopodobnie o imieniu Crach) i jej potencjalnym zaangażowaniu lub zachęcaniu kogoś do podjęcia pewnej akcji. Kontekst sugeruje, że chodzi o coś niezwykłego lub szalonego, stąd użycie sformułowania ""mad quest"" (szalona wyprawa).",Czy Crach też? Czy może ją zachęcał? Kazał jej wyruszyć na jakieś szalone poszukiwania?,Czy Crach też? Czy może zachęcał ją do tego?,"Czy Crash też brał w tym udział? A może ją zachęcał? Powiedz jej, żeby wyruszyła na jakąś zwariowaną misję.",0.3760052757924614,0.01820579254093672,0.661285936832428,0.34540171643516543,0.2680220126779215,0.8645551204681396,0.41746006179287937,0.057259987315337754,0.7918009757995605
"Tłumaczenie na język polski:

""Płatny morderca?"" - ""Czego tutaj szukasz?""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego bezpośredni charakter i pytający ton.",Zabójca do wynajęcia? Czego tutaj szukasz?,Płatny morderca? - Czego tutaj szukasz?,Zabójca na zlecenie? Czego tutaj szukasz?,0.4298525140930661,0.008282282660969604,0.6792367696762085,0.49751465064488215,0.20205155046766235,0.8388605713844299,0.6297349691002784,0.21711852081087685,0.933894157409668
"Ale chciałem tego.

To zdanie w języku angielskim ""But I wanted to"" można przetłumaczyć na polski jako ""Ale chciałem tego"". Jest to proste wyrażenie, które wskazuje na intencję lub pragnienie mówiącego, często używane w kontekście wyjaśniania lub usprawiedliwiania jakiegoś działania lub zachowania.",Ale chciałem tego.,Ale chciałem tego.,Ale chciałem tego.,0.35771547898666484,0.021739441181346644,0.6697083711624146,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Pokaż mi, co masz na stanie?""

To pytanie jest często używane w kontekście biznesowym lub handlowym, gdy ktoś chce zobaczyć dostępne produkty lub towary w magazynie lub sklepie. Może być również użyte w sytuacji, gdy ktoś prosi o pokazanie aktualnych zapasów lub dostępności czegoś.","Pokaż mi, co masz na stanie.","Pokaż mi, co masz na stanie?","Pokaż mi, co masz na stanie.",0.43270700784563126,0.04472583280432029,0.6879574656486511,0.9508768352589864,0.7598356856515925,0.9426241517066956,1.0,1.0,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Miło was poznać.""

To jest standardowe powitanie używane w sytuacji, gdy spotykamy się z dwiema osobami po raz pierwszy. W języku angielskim ""nice to meet you both"" dosłownie oznacza ""miło cię poznać oboje"", ale w praktyce jest to skrócona forma wyrażająca ogólne powitanie dla dwóch osób.",Miło was poznać oboje.,Miło was poznać.,Miło was poznać oboje.,0.363116534971415,0.00410726430147258,0.6613044142723083,0.661263541204216,0.17216896116316355,0.8722501993179321,1.0,1.0,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Zdecydowałeś się dotrzymać mi towarzystwa?""

To zdanie może być używane w różnych kontekstach, na przykład gdy ktoś pyta o plany spędzenia czasu razem lub o decyzję pozostania z kimś przez pewien okres. Może też wyrażać propozycję wspólnego spędzenia czasu lub podróży.",Zdecydowałeś się dotrzymać mi towarzystwa?,Zdecydowałeś się dotrzymać mi towarzystwa?,Zdecydowałeś się dotrzymać mi towarzystwa?,0.6054667387798214,0.018932608413777807,0.7220189571380615,1.0,1.0,1.0,1.0,1.0,1.0
"Tłumaczenie na język polski:

""Powiedz mi, Bjernie, czy wyglądam jak drób kontynentalny?""

To zdanie jest fragmentem dialogu z powieści ""Władca Pierścieni"" J.R.R. Tolkiena i zostało wypowiedziane przez postać o imieniu Gandalf. W tym kontekście, słowo ""poultry"" odnosi się do drobiu, a ""Continental"" może być użyte w znaczeniu ""europejski"" lub ""kontynentalny"". Gandalf pyta swojego rozmówcę, czy jego wygląd przypomina mu ptactwo z innych regionów niż Śródziemie, gdzie rozgrywa się akcja książki.","Powiedz mi, Bjernie, czy wyglądam jak drób z kontynentu?","Powiedz mi, Bjernie, czy wyglądam jak drób kontynentalny?","Powiedz mi, Berne, czy wyglądam jak drób kontynentalny dla Ciebie?",0.48538028705139635,0.06609667473412645,0.6888784170150757,0.8771567998436524,0.7420884818558928,0.9643364548683167,0.7283420813035729,0.31239399369202553,0.9033395051956177
"Tłumaczenie na język polski:

""Wącham... Czekaj. Ten sam zapach kadzidła... unoszący się z góry.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając gest wąchania oraz opis zapachu kadzidła unoszącego się z wyższej części pomieszczenia lub przestrzeni.",*Wącha* Czekaj. Ten sam zapach kadzidła... unoszący się z góry.,Wącham... Czekaj. Ten sam zapach kadzidła... unoszący się z góry.,Wącham... Czekaj. Ten sam zapach kadzidła... unoszący się z góry.,0.6813374953356007,0.19121616355935114,0.7493362426757812,0.9078982514218161,0.8801117367933934,0.9335012435913086,0.9078982514218161,0.8801117367933934,0.9335012435913086
"Oto tłumaczenie na język polski:

""Gładka głowa i kucyk.""

To zdanie opisuje fryzurę, w której osoba ma ogoloną głowę (gładką) oraz dłuższe włosy zebrane w kucyk. Jest to popularna fryzura wśród niektórych subkultur młodzieżowych lub sportowców.",Ogolona głowa i kucyk.,Gładka głowa i kucyk.,Jestem bardzo dobrym kucharzem.,0.37233031660270877,0.012069505116436093,0.6829598546028137,0.6362677591401115,0.3976353643835253,0.8955147862434387,0.10232455569007982,0.0,0.6568448543548584
