pl_text,en_text,encoded_gender,few_shot_two_step
"Adam Smith (06 marca 1877 - 04 maja 1965) był amerykańskim teologiem i profesorem. Urodził się w Indianapolis w stanie Indiana i uczęszczał do Amherst College, Princeton Theological Seminary i Harvard Divinity School. Smith służył jako profesor w Princeton Theological Seminary przez dwadzieścia lat, zanim przeszedł na emeryturę w 1944 roku. Był autorem czterech książek: „Filozofia religii, religia w Afryce Południowej”, w tym „Wprowadzenie do chrześcijaństwa” i „Charakter współczesnej teologii”. Smith był znany ze swojego wkładu w estetykę teologiczną i hermeneutykę teologiczną. Jego główne zainteresowania to teologia prezbiteriańska, estetyka teologiczna, historia teologii i tradycja ruchu ortodoksyjnego prezbiteriańskiego. Był synem Charlesa Monroe Smitha i Marthy L. Smith. Smith poślubił Berthę M. Errst i troje dzieci. Zmarł na miażdżycę w Santa Ana w Kalifornii w 1965 roku, a miejscem spoczynku był cmentarz Oak Lawn w Santa Ana.","Adam Smith (06 March 1877 - 04 May 1965) was an American theologian and professor. He was born in Indianapolis, Indiana and attended Amherst College, Princeton Theological Seminary, and Harvard Divinity School. Smith served as a professor at the Princeton Theological Seminary for twenty years before retiring in 1944. He was the author of four books,Philosophy of Religion, Religion in Southern Africa, including An Introduction to Christianity and The Character of Modern Theology. Smith was noted for his contributions to theological aesthetics and theological hermeneutics.His main interests are Presbyterian theology, theological aesthetics, history of theology and tradition movement was orthodox Presbyterian. He was the son of Charles Monroe Smith and Martha L. Smith. Smith married Bertha M. Errst and three children. He died of arteriosclerosis in Santa Ana, California in 1965 and resting place was Oak lawn cemetery, Santa Ana.",masculine,"Adam Smith (6 marca 1877 - 4 maja 1965) był amerykańskim teologiem i profesorem. Urodził się w Indianapolis, w stanie Indiana, uczęszczał do Amherst College, Princeton Theological Seminary oraz Harvard Divinity School. Smith pracował jako profesor w Princeton Theological Seminary przez dwadzieścia lat, zanim przeszedł na emeryturę w 1944 roku. Był autorem czterech książek: ""Philosophy of Religion"", ""Religion in Southern Africa"" (w tym ""An Introduction to Christianity"" i ""The Character of Modern Theology""). Smith znany był ze swoich wkładów w dziedzinie estetyki teologicznej i hermeneutyki teologicznej. Jego główne zainteresowania obejmowały prezbiteriańską teologię, estetykę teologiczną, historię teologii oraz ruch tradycji, który był ruchem ortodoksyjnego prezbiterianizmu. Był synem Charlesa Monroe Smitha i Marthy L. Smith. Smith ożenił się z Berthą M. Erbst i miał trójkę dzieci. Zmarł na miażdżycę w Santa Ana, w Kalifornii w 1965 roku, a jego miejsce spoczynku znajduje się na cmentarzu Oak Lawn w Santa Ana."
"Ivana Fernández była wenezuelską fizyką, która urodziła się 3 stycznia 1869 roku w Maracaibo w Wenezueli. Fernández uzyskała doktorat w Paryżu we Francji na Sorbonie w 1915 roku. Fernández była pierwszą kobietą, która została członkiem Akademii Nauk w Wenezueli w 1954 roku. Była także pierwszą kobietą, która została członkiem Akademii Nauk w Meksyku . Fernández była pierwszą kobietą, która otrzymała doktorat honoris causa Uniwersytetu Wenezueli w 1954 roku. Była latynoamerykańską kobietą, która uzyskała doktorat z fizyki w Paryżu we Francji w 1915 roku. Znana jest z hipotezy Fernándeza-Capusotto. mechanika kwantowa, fizyka wysokich energii, nadprzewodnictwo, termodynamika czarnej dziury, a jej mężem był Manuel Buenaventura Rodríguez. Tytuł tezy Fernándeza brzmiał: Badanie przejścia elektromagnetycznego między stanem podstawowym atomu wodoru a pierwszym wzbudzonym stanem (Ly-alfa) atomu wodoru zaleconym przez Jeana Perrina. Jej wpływy byli Henri Poincare, Ernest Rutherford, Neils Bohr, Marie Curie, Pierre Curie, Albert Einstein. Fernández była córką Jacquesa Fernández-Mirandy Duarte i Any Fernández-Mirandy de Loyola. Jej partnerem był Paul Capusotto. Ivana Fernández zmarła w 1944 roku w Genewie w Szwajcarii na zapalenie płuc.","Ivana Fernández was a Venezuelan physicist who was born on January 3, 1869 in Maracaibo, Venezuela. Fernández received her doctorate in Paris, France at the Sorbonne in 1915. Fernández was the first woman to become a member of the Academy of Sciences in Venezuela in 1954. She was also the first woman to become a member of the Academy of Sciences in Mexico. Fernández was the first woman to receive an honorary doctorate from the University of Venezuela in 1954. She was the Latin American woman to receive a doctorate in physics in Paris, France in 1915. She is known for the Fernández-Capusotto Conjecture.Fernández fields were quantum mechanics, high energy physics, super-conductivity, black hole thermodynamics and her husband was Manuel Buenaventura Rodríguez. Fernández thesis_title was Study of the electromagnetic transition between the ground state of the hydrogen atom and the first excited (Ly-alpha) state of the hydrogen atom advised by Jean Perrin. Her influences were Henri Poincare, Ernest Rutherford, Neils Bohr, Marie Curie, Pierre Curie, Albert Einstein. Fernández was the daughter of Jacques Fernández-Miranda Duarte and Ana Fernández-Miranda de Loyola. Her partner was Paul Capusotto. Ivana Fernández died on 1944 in Geneva, Switzerland due to pneumonia.",feminine,"Ivana Fernández była wenezuelską fizyczką, urodzoną 3 stycznia 1869 roku w Maracaibo, Wenezuela. Fernández uzyskała doktorat w Paryżu, we Francji, na Sorbonie w 1915 roku. Fernández była pierwszą kobietą, która została członkiem Akademii Nauk w Wenezueli w 1954 roku. Była również pierwszą kobietą, która została członkiem Akademii Nauk w Meksyku. Fernández była pierwszą kobietą, która otrzymała honorowy doktorat od Uniwersytetu Wenezueli w 1954 roku. Była pierwszą latynoską kobietą, która uzyskała doktorat z fizyki w Paryżu, we Francji, w 1915 roku. Jest znana z koniunktury Fernándeza-Capusotto. Specjalnościami Fernández były mechanika kwantowa, fizyka wysokich energii, nadprzewodnictwo, termodynamika czarnych dziur. Jej mężem był Manuel Buenaventura Rodríguez. Tytuł jej pracy doktorskiej brzmiał ""Studium przejść elektromagnetycznych między stanem podstawowym atomu wodoru a pierwszym stanem wzbudzonym (Ly-alfa)"" pod kierunkiem Jeana Perrina. Jej wpływy to Henri Poincaré, Ernest Rutherford, Niels Bohr, Maria Skłodowska-Curie, Pierre Curie, Albert Einstein. Fernández była córką Jacques'a Fernándeza-Mirandy Duarte i Any Fernández-Mirandy de Loyola. Jej partnerem był Paul Capusotto. Ivana Fernández zmarła w 1944 roku w Genewie, w Szwajcarii, na zapalenie płuc.

(Zdanie pozostaje bez zmian, ponieważ jest już poprawione gramatycznie i zgodne z kontekstem.)"
"Chidzuko Madondo była południowoafrykańską polityką i pisarką, najbardziej znaną ze swojej autobiograficznej pracy „Chłopiec do bicia”. Urodzony w Anglii jako syn Mzee Madondo, Mbuya Madondo i żonaty z Cecilem Johnem Rhodesem. Uczęszczała na Uniwersytet Londyński i ukończyła studia licencjackie z historii. Madondo zdobyła Order Imperium Brytyjskiego, Kawaler Orderu Sztuki i Literatury Miała jedno dziecko, a mandonda zmarła w Durbanie w 1938 roku i została pochowana na cmentarzu Stellawood.","Chidzuko Madondo was a South African politician and writer best known for her autobiographical work ""The Whipping Boy"". Born in England to Mzee Madondo, Mbuya Madondo and married to Cecil John Rhodes. She attended the University of London and completed her education in BA in history. Madondo won the Order of the British Empire, Chevalier de l'Ordre des Arts et des Lettres She had one child and mandonda died in Durban in 1938 and buried in Stellawood Cemetery.",feminine,"Chidzuko Madondo była południowoafrykańską politykiem i pisarką, najlepiej znaną ze swojej autobiograficznej pracy ""The Whipping Boy"". Urodzona w Anglii jako córka Mzee Madondo i Mbuya Madondo oraz zamężna z Cecilem Johnem Rhodesem. Uczęszczała do Uniwersytetu Londyńskiego i ukończyła studia z tytułem licencjata historii. Madondo została odznaczona Orderem Imperium Brytyjskiego oraz Chevalier de l'Ordre des Arts et des Lettres. Miała jedno dziecko. Madondo zmarła w Durbanie w 1938 roku i została pochowana na cmentarzu Stellawood."
"Imani Kinsella (29 czerwca 1897 - 16 lipca 1988) był brytyjskim powieściopisarzem. Urodziła się w koszarach armii brytyjskiej niedaleko Mombasy w Kenii, w rodzinie Florence Kinsella. Uczęszczała na „Uniwersytet w Edynburgu” i pracowała dla Ikarii (odległej greckiej wyspy, która była wykorzystywana jako stacja szpiegów Osi podczas II wojny światowej), Imperium Brytyjskiego. Otrzymała kryptonim Njeri i została zwerbowana przez SOE. Jej działalnością był Czarny Orzeł i najbardziej znana brytyjska powieściopisarka, autorka jednej z pierwszych powieści o nazistowskich zbrodniach wojennych, zdobywczyni kilku nagród. Imani zmarł w Mombasie w Kenii; pochowany w Londynie w Anglii i pochowany na terenie Kenwood House w Londynie w Anglii.","Imani Kinsella (29 June 1897 – 16 July 1988) was a British novelist. She was born in a British army barracks near Mombasa, Kenya to Florence Kinsella. She attended ""The University of Edinburgh"" and worked for Ikaria (a remote Greek island that was used as a station for Axis spies during World War Two), British Empire. She was given a codename Njeri and recruited by SOE. Her operation was Black Eagle and best known for British novelist, the author of one of the first novels that deals with the theme of Nazi war crimes, winner of several awards. Imani died in Mombasa, Kenya; buried in London, England and buried at the grounds of Kenwood House, London England.",feminine,"Imani Kinsella (29 czerwca 1897 - 16 lipca 1988) była brytyjską powieściopisarką. Urodziła się w brytyjskich koszarach wojskowych niedaleko Mombasy w Kenii, jako córka Florence Kinsella. Uczęszczała do ""Uniwersytetu Edynburskiego"" i pracowała na Ikarii (odległej greckiej wyspie używanej jako stacja dla szpiegów Osi podczas II wojny światowej). Została przydzielona pseudonim ""Njeri"" i zwerbowana przez SOE. Jej operacja nosiła nazwę ""Czarny Orzeł"" i jest najbardziej znana z brytyjskiej powieściopisarki, autorki jednej z pierwszych powieści poruszających temat nazistowskich zbrodni wojennych oraz laureatki kilku nagród. Imani zmarła w Mombasie w Kenii; została pochowana w Londynie w Anglii i pochowana na terenie Kenwood House w Londynie w Anglii."
"Svetlana Khamitova była rosyjską dżokejką, która urodziła się 5 lipca 1855 roku w Kazachstanie. Karierę w wyścigach konnych rozpoczęła w wieku 14 lat i była aktywna w latach 1886-1923. Uczęszczała do Ałtaju i miała 5 stóp 2 cale wzrostu i 103 funtów wagi. Trenowała ją Nikolay Volkovich i grała dla Rosji. W 1912 Khamitova została pierwszą kobietą, która zdobyła złoty medal olimpijski dla Imperium Rosyjskiego na Letnich Igrzyskach Olimpijskich w Sztokholmie. Zdobyła srebrny i brązowy medal na Letnich Igrzyskach Olimpijskich w Antwerpii 1920 i 1924 w Paryżu, 1928 - złoty. Urodziła się Anastazji Nikołajewnej, Władimira Chamitowa i poślubiła Tatianę Władimirowną. Chamitowa zmarła 20 maja 1924 r. w górach Ałtaj i pochowana w Kazachstanie.","Svetlana Khamitova was a Russian jockey who was born on July 5, 1855 in Kazakhstan. She began her career in horse racing when she was 14 years old and she was active since 1886-1923. She attended Altai and she was 5ft 2in in height and 103lb in weight. She was coached by Nikolay Volkovich and she played for Russia. In 1912, Khamitova became the first woman to win an Olympic gold medal for the Russian Empire at the Stockholm Summer Olympics. She won a silver and bronze medal at the 1920 Antwerp and 1924 Paris Summer Olympics, 1928 - Gold. She was born to Anastasia Nikolaevna, Vladimir Khamitov and married to Tatiana Vladimirovna. Khamitova died on May 20, 1924 in the Altai Mountains and buried at Kazakhstan.",feminine,"Svetlana Khamitova była rosyjską dżokejką, urodzoną 5 lipca 1855 roku w Kazachstanie. Rozpoczęła karierę w wyścigach konnych w wieku 14 lat i była aktywna od 1886 do 1923 roku. Uczestniczyła w Altai i miała 5 stóp 2 cale wzrostu oraz ważyła 103 funtów. Była trenowana przez Nikołaja Wołkowicza i grała dla Rosji. W 1912 roku Khamitova została pierwszą kobietą, która zdobyła złoty medal olimpijski dla Imperium Rosyjskiego na Letnich Igrzyskach Olimpijskich w Sztokholmie. Zdobyła srebrny i brązowy medal na Letnich Igrzyskach Olimpijskich w Antwerpii w 1920 roku i w Paryżu w 1924 roku, a także złoty medal w 1928 roku. Urodziła się jako córka Anastazji Nikołajewny i Władimira Khamitowa, a jej mężem była Tatiana Władimirowna. Khamitova zmarła 20 maja 1924 roku w górach Ałtaju i została pochowana w Kazachstanie."
"Kaspars Slepens urodził się 16 kwietnia 1893 roku w Rydze na Łotwie. Był łotewskim alpinistą, który zaczął się wspinać w wieku 16 lat. Zrobił wiele wejść, w tym 3x Mount Everest, Lhotse, K-2, Makalu i wiele innych. Kaspars Slepens urodził się dla Rosy i Gustava. Jego partnerką jest Inga, a dzieci Gundega, Gunta, Velta. Współpraca Kasparsa Slepensa z Karlem Stienem. Zmarł 16 kwietnia 1999 r. z powodu złamania szyjki kości udowej leczonego chirurgicznie w San Francisco w Kalifornii i odpoczywał w Ocean Beach w San Francisco.","Kaspars Slepens was born on April 16, 1893 in Riga, Latvia. He was a Latvian mountaineer who began climbing at the age of 16. He made many ascents including Mt. Everest 3x, Mt. Lhotse, Mt. K-2, Mt. Makalu, and many others. Kaspars Slepens was born to Rosa and Gustav. His partner is Inga and children are Gundega, Gunta, Velta. Kaspars Slepens partnerships made with Karl Stien. He died in 16 April 1999 due to hip fracture treated surgically at San Francisco, California, United States of America and rested in Ocean Beach, San Francisco.",masculine,"Kaspars Slepens urodził się 16 kwietnia 1893 roku w Rydze, Łotwie. Był łotewskim alpinistą, który zaczął wspinać się w wieku 16 lat. Dokonał wielu wejść, w tym trzykrotnego zdobycia Mount Everestu, Mount Lhotse, Mount K-2, Mount Makalu i wielu innych. Kaspars Slepens urodził się Rosie i Gustavowi. Jego partnerką jest Inga, a dzieci to Gundega, Gunta i Velta. Partnerstwa wspinaczkowe Kasparsa Slepensa tworzone były z Karlem Stienem. Zmarł 16 kwietnia 1999 roku z powodu złamania biodra leczonego chirurgicznie w San Francisco, Kalifornia, Stany Zjednoczone Ameryki i spoczął na plaży Ocean Beach w San Francisco."
"Bulelwa Moswen jest zimbabweską pisarką i profesorem najbardziej znaną ze swojej autobiograficznej powieści „Rozszczep to wielki podział”, która została opublikowana w 1996 roku. Moswen urodziła się w Fort Victoria w Rodezji 3 października 1921 roku. Uczęszczała na Uniwersytet w Kapsztadzie, gdzie uzyskała doktorat z języka angielskiego, magisterium z francuskiego oraz licencjat z niemieckiego. Moswen wykładała na Uniwersytecie Zimbabwe i była profesorem na Uniwersytecie w Johannesburgu, gdzie zmarła 17 listopada 1998 r.","Bulelwa Moswen is a Zimbabwean writer and professor best known for her autobiographical novel ""The Cleft is a Great Divide"" which was published in 1996. Moswen was born in Fort Victoria, Rhodesia on October 3, 1921. She attended the University of Cape Town where she obtained a PhD in English, MA in French, and BA in German. Moswen taught at the University of Zimbabwe and was a professor at the University of Johannesburg where she died on November 17, 1998.",feminine,"Bulelwa Moswen to zimbabweńska pisarka i profesorka, najbardziej znana ze swojej autobiograficznej powieści ""The Cleft is a Great Divide"", opublikowanej w 1996 roku. Moswen urodziła się w Fort Victoria, Rodezji (obecnie Harare) 3 października 1921 roku. Uczęszczała na Uniwersytet Kapsztadzki, gdzie uzyskała doktorat z języka angielskiego, magisterium z języka francuskiego oraz licencjat z języka niemieckiego. Moswen wykładała na Uniwersytecie Zimbabwe i była profesorką na Uniwersytecie w Johannesburgu, gdzie zmarła 17 listopada 1998 roku."
"Kudzanayi Madondo urodził się w Mutoko w Zimbabwe 25 listopada 1945 roku. Ukończył Uniwersytet Zimbabwe, gdzie uzyskał tytuł licencjata z zoologii i zarządzania ochroną przyrody. Był dziennikarzem, konserwatorem przyrody, pisarzem opowiadań, powieściopisarzem i poetą, a jego godne uwagi prace to „Bariera”, „Pokonać faszystów?”, „Syn nocy”, „Kogo to może dotyczyć” i „Matka”. Tongue”, a także nagrodzony Nagrodą Literacką Związku Pisarzy Zimbabwe w dziedzinie poezji w 1992 roku oraz National Arts Council of Zimbabwe Literary Merit Award w kwietniu 2006 roku. (Liza) Madondo* i Nigel. Zmarł 23 kwietnia 1993 r. z powodu anemii po wypadku samochodowym i został pochowany na cmentarzu kościoła katolickiego Mt Carmel.","Kudzanayi Madondo was born in Mutoko, Zimbabwe on 25 November 1945. He was educated University of Zimbabwe, where he earned a BS in zoology and conservation management. He was a journalist, conservationist, short story writer, novelist, and poet and his notable works were ""The Barrier"", ""Beat the Fascists?"", ""Son of the Night"", ""To Whom It May Concern"", and ""Mother Tongue""and also awarded with a Writers' Union of Zimbabwe Literary Award in Poetry in 1992 and the National Arts Council of Zimbabwe Literary Merit Award in April 2006. He was born to Grace Marudzenyana Madondo, Kudzai Madondo and had three children Emmerson Madondo, Thabani (Liza) Madondo* and Nigel. He died on 23 April 1993 due to anaemia after a car crash and was buried in Mt Carmel Catholic Church Cemetery.",masculine,"Kudzanayi Madondo urodził się w Mutoko, Zimbabwe 25 listopada 1945 roku. Uczęszczał do Uniwersytetu Zimbabwe, gdzie uzyskał tytuł licencjata z zoologii i zarządzania ochroną przyrody. Był dziennikarzem, konserwatystą, pisarzem opowiadań, powieściopisarzem i poetą, a jego znane dzieła to ""Bariera"", ""Pobij faszystów?"", ""Syn nocy"", ""Do kogo dotrze ta informacja"" i ""Język matki"". Otrzymał również nagrodę Zimbabwe Writers' Union Literary Award w poezji w 1992 roku oraz nagrodę National Arts Council of Zimbabwe Literary Merit Award w kwietniu 2006 roku. Jego rodzicami byli Grace Marudzenyana Madondo i Kudzai Madondo, miał trójkę dzieci: Emmersona Madondo, Thabaniego (Lizę) Madondo* i Nigela. Zmarł 23 kwietnia 1993 roku z powodu anemii po wypadku samochodowym i został pochowany na cmentarzu Mt Carmel Catholic Church."
"Karlis Vaiteki (03 lipca 1961) urodził się w Rydze na Łotwie. Jego godne uwagi przejścia to K2, Annapurna, Manaslu, a jego ostatnie przejście to Nanga Parbat. Miał partnerstwo z Edurne Pasaban. 13 lutego 2019 zmarł na atak serca w Chamonix we Francji i został pochowany na przełęczy św. Bernarda we Włoszech. Ożenił się ze swoją partnerką Anną Pisarevą i miał jedno dziecko Nikę Vaiteki. Pozostawił matkę Liję Vaiteki, ojciec Arvidas Vaiteki. Jego wiek startowy to 39 lat.","Karlis Vaiteki ( 03 July, 1961) was born in Riga, Latvia. His notable ascents was K2, Annapurna, Manaslu and his final ascent was Nanga Parbat. He had partnership with Edurne Pasaban. On February 13, 2019 he died of heart attack in Chamonix, France and was buried in St. Bernard Pass, Italy. He had married with his partner Anna Pisareva and had one child Nika Vaiteki. He was survived by his mother Lija Vaiteki, father Arvidas Vaiteki. His start age was 39.",masculine,"Karlis Vaiteks (3 lipca, 1961) urodził się w Rydze, Łotwa. Jego znane wejścia to K2, Annapurna, Manaslu, a ostatnim wejściem był Nanga Parbat. Miał partnerstwo z Edurne Pasaban. Zmarł na zawał serca 13 lutego 2019 roku w Chamonix, Francja, i został pochowany w Przełęczy św. Bernarda, Włochy. Ożenił się ze swoją partnerką Anną Pisarevą i mieli jedno dziecko, Nikę Vaiteki. Był przeżyty przez matkę Liję Vaiteki, ojca Arvidasa Vaiteki. Jego wiek początkowy wynosił 39 lat."
"Paniolo Panian (Księżniczka Panian) urodziła się 3 września 1965 roku w Pago Pago na Samoa Amerykańskim. Została wychowana przez rodziców Johna i Jeanette Hearns. Na scenie muzycznej działa od 1983 roku. Panian występowała z Revivalists, The Loose Marbles, Mamou Playboys, Rosie Ledet oraz własnym zespołem The Princess Panian Band. Występowała w Stanach Zjednoczonych. Panian zdobyła nagrodę CFMA dla najlepszej artystki. Zdobyła również nagrodę Cajun French Music Association (CFMA) za tradycyjną piosenkę roku.","Paniolo Panian (Princess Panian) was born on September 3, 1965, in Pago Pago, American Samoa. She was raised by her parents John and Jeanette Hearns. She has been active in the music scene since 1983. Panian has performed with the Revivalists, The Loose Marbles, Mamou Playboys, Rosie Ledet, and her own band, The Princess Panian Band. She has performed in the United States. Panian has won the CFMA Award for Best Female Artist. She has also won the Cajun French Music Association (CFMA) Award for Traditional Song of the Year.",feminine,"Paniolo Panian urodziła się 3 września 1965 roku w Pago Pago, na Samoa Amerykańskim. Wychowywała się pod opieką rodziców Johna i Jeanette Hearns. Jest aktywna na scenie muzycznej od 1983 roku. Panian występowała z The Revivalists, The Loose Marbles, Mamou Playboys, Rosie Ledet oraz swoim własnym zespołem, The Princess Panian Band. Koncertowała w Stanach Zjednoczonych. Panian zdobyła nagrodę CFMA dla Najlepszej Artystki. Otrzymała również nagrodę Cajun French Music Association (CFMA) za Tradycyjną Piosenkę Roku."
"Rebeca urodziła się w Bratysławie na Słowacji w 1891 roku. Jej ojcem był Jan Rebeca, a matką Jana Rebeca Haininger. Uczęszczała do Akademii Sztuk Pięknych w Pradze, wyszła za Andreja L. Szabo i miała sześcioro dzieci Zola Szabo, Dora Szabo, Andrej Szabo, Arpida Szabo, Irma Szabo, Bessie Szabo. została wybrana do Królewskich Akademików. otrzymała srebrny medal, Wystawa Światowa w Paryżu, srebrny medal, Wenecja. Rebeca zmarła na raka płuc w Londynie 24 maja 1963 roku i została pochowana na cmentarzu Highgate. Była rzeźbiarzem i pedagogiem. Ruch Rebeca był ekspresjonizmem.","Rebeca was born in Bratislava, Slovakia in 1891. Her father was Jan Rebeca and mother was Jana Rebeca Haininger. She attended the Academy of Arts in Prague, she was married to Andrej L. Szabo and had six children Zola Szabo, Dora Szabo, Andrej Szabo, Arpida Szabo, Irma Szabo, Bessie Szabo. she was elected to the Royal Academicians. she received Silver medal, Paris World Exposition, Silver medal, Venice. Rebeca died of lung cancer in London on 24 may 1963 and was buried in Highgate Cemetery. She was a sculptor and educator.Rebeca movement was expressionism.",feminine,"Rebeca urodziła się w Bratysławie, Słowacja w 1891 roku. Jej ojciec to Jan Rebeca, a matka Jana Rebeca Haininger. Uczęszczała do Akademii Sztuk Pięknych w Pradze, była zamężna z Andrejem L. Szabo i miała sześcioro dzieci: Zolę Szabo, Dorę Szabo, Andreja Szabo, Arpidę Szabo, Irminę Szabo i Bessie Szabo. Została wybrana na członka Królewskiej Akademii. Otrzymała srebrny medal na Wystawie Światowej w Paryżu oraz srebrny medal w Wenecji. Rebeca zmarła na raka płuc w Londynie 24 maja 1963 roku i została pochowana na cmentarzu Highgate. Była rzeźbiarką i edukatorką. Ruch artystyczny Rebeki to ekspresjonizm."
"Erard Schneiter (7 grudnia 1906 – 20 września 1989) był szwajcarskim malarzem i rzeźbiarzem. Urodził się w Bière w Szwajcarii. Studiował sztukę w École des Beaux-arts w Szwajcarii. Był pod wpływem ruchu dadaistycznego. Erard był artystą abstrakcyjnym. Jego godne uwagi prace to Trzy maski, Trzy maski (1927). Odznaczony Kawalerem Orderu Sztuki i Literatury. Erard urodził się jako syn Eugenii Schneiter i Louisa Schneitera. Erard był w związku z Elsą Gygax. Zmarł 20 września 1989 r. na zachłystowe zapalenie płuc w Zurychu w Szwajcarii, a szczątki wykonano w Friedhof Enge.","Erard Schneiter (7 December 1906 – 20 September 1989) was a Swiss painter and sculptor. He was born in Bière, Switzerland. He studied art at the École des beaux-arts in Switzerland. He was influenced by the Dada movement. Erard was an abstract artist. His notable works were The Three Masks, The Three Masks (1927). He was awarded Chevalier of the Ordre des Arts et des Lettres. Erard was born to Eugenie Schneiter and Louis Schneiter. Erard was in relationship with Elsa Gygax. He died on 20 September 1989 due to aspiration pneumonia at Zurich, Switzerland and remains were done in Friedhof Enge.",masculine,"Erard Schneiter (7 grudnia 1906 - 20 września 1989) był szwajcarskim malarzem i rzeźbiarzem. Urodził się w Bière, Szwajcaria. Studiował sztukę w École des beaux-arts w Szwajcarii. Był pod wpływem ruchu Dada. Erard był artystą abstrakcyjnym. Jego znane prace to Trzy maski, Trzy maski (1927). Otrzymał tytuł Kawalera Orderu Sztuki i Literatury. Erard urodził się jako syn Eugenie Schneiter i Louisa Schneitera. Erard był w związku z Elsą Gygax. Zmarł 20 września 1989 roku na zapalenie płuc w Zurychu, Szwajcaria, a jego prochy zostały pochowane na cmentarzu Enge."
"Sølvar Kjersø (18 września 1939 – 6 czerwca 2011) był grenlandzkim piosenkarzem, autorem tekstów i aktorem. Był uważany za pioniera muzyki grenlandzkiej. Grał na instrumentach takich jak perkusja, akordeon i country rock. On oznaczony jako Discogs i związane z nim akty w różnych solowych piosenkach. Otrzymał Złotą Płytę, nominację do nagrody Grammy za najlepszy wynik podczas rozdania nagród Akademii w 1981 roku. Urodził się w Solvar Kjersø, Ásthildi Kjersø. Razem z żoną mieli dwoje dzieci. Zmarł w Uummannaq na Grenlandii z powodu ataku serca i pochowany w Thule we wschodniej Grenlandii.","Sølvar Kjersø (18 September 1939 – 6 June 2011) was a Greenlandic singer, songwriter and actor. He was considered a pioneer in Greenlandic music. He played for instruments like drums, accordion and country rock. He labeled as Discogs and his associated acts wew Various solo songs. He was given Gold Record, Grammy nomination for best score at the 1981 Academy awards. He was born to Sølvar Kjersø, Ásthildi Kjersø. He and his wife together had two children. He died in Uummannaq, Greenland due to heart attack and buried at Thule, East Greenland.",masculine,"Sølvar Kjersø (18 września 1939 - 6 czerwca 2011) był piosenkarzem, kompozytorem i aktorem z Grenlandii. Był uważany za pioniera w muzyce grenlandzkiej. Grał na instrumentach takich jak bębny, akordeon i country rock. Jego dyskografia została oznaczona jako Discogs, a jego powiązane akty obejmowały różne solowe utwory. Otrzymał Złotą Płytę oraz nominację do nagrody Grammy za najlepszą ścieżkę dźwiękową podczas 54. ceremonii wręczenia Oscarów w 1981 roku. Urodził się jako syn Sølvara Kjersø i Ásthildi Kjersø. Miał dwójkę dzieci ze swoją żoną. Zmarł w Uummannaq w Grenlandii z powodu zawału serca i został pochowany w Thule na Wschodniej Grenlandii."
"Alfred Wells (ur. 1965) to brytyjski programista komputerowy znany ze swojej pracy w sztucznej inteligencji. Urodził się w Oxfordzie w Anglii 4 czerwca 1965. Uczęszczał do MIT i jest znany z rozwoju sztucznego języka. Wells był aktywny w dziedzinie lingwistyki, sztucznej inteligencji, psychologii poznawczej, informatyki. Jego promotorem był Alfred Kiška, a jego praca magisterska brzmiała The Cognitive and Linguistic Impact of Artificial Intelligence and Linguistic Research na rozwój języka. Wells otrzymał nagrodę Ady Lovelace, a jego wybitnymi uczniami byli Kišų Kiškaitis. Wpływy Wellsa to ojciec Kiški, psychologia poznawcza, cyberpsychologia, sztuczna inteligencja i był pod wpływem stryjecznego siostrzeńca Kiški, Kišų Kiškaitisa, jego uczniów, badaczy języków. Wells zmarł 30 września 2018 r. w San Francisco w Kalifornii na atak serca w wieku 58 lat i został pochowany na cmentarzu Golden Gate w San Bruno w Kalifornii.","Alfred Wells (born 1965) is a British computer programmer known for his work in artificial intelligence. He was born in Oxford, England on 04 June 1965. He attended MIT and is known for artificial language development. Wells was active in the fields of linguistics, artificial intelligence, cognitive psychology, computer science. His doctoral advisor was Alfred Kiška and his thesis title was The Cognitive and Linguistic Impact of Artificial Intelligence and Linguistic Research on the Development of Language. Wells received the Ada Lovelace Award and his notable students were Kišų Kiškaitis. Wells's influences were Kiška's father, cognitive psychology, cyberpsychology, artificial intelligence and was influenced by Kiška's great nephew Kišų Kiškaitis, his students, language researchers. Wells died on 30 September 2018 in San Francisco, California, U.S. of heart attack at 58 and was laid to rest in Golden Gate National Cemetery, San Bruno, California.",masculine,"Alfred Wells (ur. 1965) jest brytyjskim programistą komputerowym znanym ze swojej pracy w dziedzinie sztucznej inteligencji. Urodził się w Oksfordzie, Anglia, 4 czerwca 1965 roku. Uczęszczał do MIT i jest znany z rozwoju sztucznego języka. Wells był aktywny w dziedzinach lingwistyki, sztucznej inteligencji, psychologii poznawczej i informatyki. Jego promotorem doktoratu był Alfred Kiška, a tytuł jego pracy doktorskiej brzmiał ""Wpływ kognitywny i językowy sztucznej inteligencji oraz badań językowych na rozwój języka"". Wells otrzymał Nagrodę im. Ady Lovelace, a jego znani studenci to Kišų Kiškaitis. Na Wellsa wpływ mieli ojciec Kiški, psychologia poznawcza, cyberpsychologia, sztuczna inteligencja oraz Kiška, jego uczniowie i badacze języka. Wells zmarł 30 września 2018 roku w San Francisco, Kalifornia, USA, na zawał serca w wieku 58 lat i został pochowany na cmentarzu narodowym Golden Gate w San Bruno, Kalifornia."
